Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,60,60,97,0,0,57,57,27.3,45.5
Adrian Peterson,RB,DET,1,18,18,29,61,6,67,67,3.0,16.7
Ben Roethlisberger,QB,PIT,1,79,79,100,1,0,63,63,15.6,19.7
Chad Henne,QB,KC,1,10,10,20,40,0,60,60,6.3,63.0
Danny Amendola,WR,DET,1,33,33,53,0,12,9,12,6.2,18.8
DeSean Jackson,WR,PHI,1,39,39,49,3,13,10,15,4.6,11.8
Drew Brees,QB,NO,1,69,69,99,4,0,57,57,23.7,34.3
Frank Gore,RB,NYJ,1,16,16,28,69,0,69,69,6.0,37.5
Greg Olsen,TE,SEA,1,52,52,62,0,6,4,6,1.8,3.5
Jared Cook,TE,NO,1,34,34,49,0,12,9,12,9.2,27.1
Jason Witten,TE,LV,1,21,21,32,0,5,5,5,0.6,2.9
Julian Edelman,WR,NE,1,31,31,60,0,10,3,10,1.3,4.2
Larry Fitzgerald,WR,ARI,1,65,65,78,0,12,12,12,6.2,9.5
Marcedes Lewis,TE,GB,1,30,30,48,0,10,3,10,0.9,3.0
Matt Ryan,QB,ATL,1,74,74,100,0,0,57,57,17.5,23.6
Matthew Stafford,QB,DET,1,61,61,98,2,0,61,61,18.4,30.2
Tom Brady,QB,TB,1,72,72,100,1,0,64,64,36.9,51.3
Golden Tate,WR,NYG,1,28,28,45,0,7,4,7,9.9,35.4
Rob Gronkowski,TE,TB,1,55,55,76,0,15,9,15,12.2,22.2
A.J. Green,WR,CIN,1,64,64,85,0,20,11,20,8.2,12.8
Julio Jones,WR,ATL,1,58,58,78,0,16,14,16,9.7,16.7
Cam Newton,QB,NE,1,32,32,62,16,0,63,63,2.8,8.8
Randall Cobb,WR,HOU,1,49,49,72,0,20,16,20,9.5,19.4
Andy Dalton,QB,DAL,1,45,45,78,7,0,49,49,3.6,8.0
Luke Stocker,TE,ATL,1,34,34,46,0,3,0,3,0.0,0.0
Dion Lewis,RB,NYG,1,15,15,24,20,0,20,20,0.3,2.0
Virgil Green,TE,LAC,1,20,20,24,0,10,5,10,8.6,43.0
Bruce Miller,TE,JAC,1,10,10,16,0,0,0,0,0.0,0.0
Ryan Tannehill,QB,TEN,1,57,57,100,4,0,56,56,17.3,30.4
Russell Wilson,QB,SEA,1,84,84,100,7,0,67,67,32.9,39.2
Marvin Jones Jr.,WR,DET,1,55,55,89,0,11,9,11,8.0,14.5
Cole Beasley,WR,BUF,1,60,60,81,0,20,18,20,11.2,18.7
