Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,60,60,100,5,0,68,68,22.7,37.8
Adrian Peterson,RB,DET,1,17,17,30,41,6,41,47,1.8,10.6
Alex Smith,QB,WAS,1,62,62,100,5,0,45,45,9.3,15.0
Ben Roethlisberger,QB,PIT,1,69,69,92,0,0,67,67,17.7,25.7
Frank Gore,RB,NYJ,1,35,35,58,43,6,49,49,13.1,37.4
Greg Olsen,TE,SEA,1,40,40,61,0,5,5,5,2.0,5.0
Jared Cook,TE,NO,1,25,25,38,0,4,4,4,0.6,2.4
Jason Witten,TE,LV,1,33,33,56,0,3,3,3,6.1,18.5
Joe Flacco,QB,NYJ,1,60,60,100,2,0,52,52,15.4,25.7
Larry Fitzgerald,WR,ARI,1,55,55,82,0,18,15,18,6.2,11.3
Marcedes Lewis,TE,GB,1,19,19,32,0,5,5,5,0.8,4.2
Matt Ryan,QB,ATL,1,62,62,100,0,0,60,60,7.3,11.8
Matthew Stafford,QB,DET,1,56,56,100,7,0,66,66,7.6,13.6
Philip Rivers,QB,IND,1,77,77,92,1,0,48,48,22.4,29.1
Ryan Fitzpatrick,QB,MIA,1,21,21,32,10,0,95,95,4.3,20.5
Tom Brady,QB,TB,1,69,69,100,0,0,70,70,14.6,21.2
Dez Bryant,WR,BAL,1,35,35,54,0,14,11,14,2.8,8.0
Emmanuel Sanders,WR,NO,1,39,39,59,0,13,10,13,6.6,16.9
Rob Gronkowski,TE,TB,1,54,54,78,0,11,4,11,2.5,4.6
Antonio Brown,WR,TB,1,43,43,62,2,30,21,33,5.8,13.5
A.J. Green,WR,CIN,1,54,54,79,0,17,7,17,10.1,18.7
Julio Jones,WR,ATL,1,22,22,35,0,9,9,9,3.9,17.7
Cam Newton,QB,NE,1,69,69,100,4,0,62,62,19.2,27.8
Mark Ingram II,RB,BAL,1,6,6,9,33,0,33,33,0.2,3.3
Randall Cobb,WR,HOU,1,5,5,8,0,40,40,40,6.7,134.0
Kyle Rudolph,TE,MIN,1,46,46,71,0,7,7,7,2.8,6.1
Andy Dalton,QB,DAL,1,66,66,100,5,2,55,55,19.3,29.2
Luke Stocker,TE,ATL,1,16,16,26,0,6,0,6,0.0,0.0
Anthony Sherman,RB,KC,1,2,2,3,0,0,0,0,0.0,0.0
Ryan Tannehill,QB,TEN,1,70,70,100,6,0,50,50,22.9,32.7
Kirk Cousins,QB,MIN,1,64,64,98,2,0,48,48,23.0,35.9
Russell Wilson,QB,SEA,1,66,66,100,15,0,58,58,20.1,30.5
Alshon Jeffery,WR,PHI,1,5,5,7,0,40,0,40,0.0,0.0
Mohamed Sanu Sr.,WR,DET,1,15,15,27,0,0,0,0,0.0,0.0
T.Y. Hilton,WR,IND,1,51,51,61,0,12,6,12,3.6,7.1
Marvin Jones Jr.,WR,DET,1,50,50,89,0,12,8,12,5.1,10.2
Derek Carrier,TE,LV,1,1,1,2,0,100,100,100,1.4,140.0
Travis Kelce,TE,KC,1,69,69,88,0,14,13,16,18.9,27.4
DeAndre Hopkins,WR,ARI,1,61,61,91,0,13,8,13,5.1,8.4
Robert Woods,WR,LAR,1,68,68,94,3,22,21,25,18.6,27.4
Kenny Stills,WR,HOU,1,4,4,7,0,0,0,0,0.0,0.0
Keenan Allen,WR,LAC,1,78,78,95,0,24,21,24,18.5,23.7
Giovani Bernard,RB,CIN,1,37,37,54,24,14,35,38,5.5,14.9
Le'Veon Bell,RB,KC,1,20,20,26,35,5,40,40,9.6,48.0
Rex Burkhead,RB,NE,1,12,12,17,33,25,50,58,1.2,10.0
Tyler Eifert,TE,JAC,1,24,24,41,0,21,8,21,3.2,13.3
Luke Willson,TE,BAL,1,11,11,17,0,0,0,0,0.0,0.0
Latavius Murray,RB,NO,1,33,33,50,36,6,42,42,8.5,25.8
Ryan Griffin,TE,NYJ,1,27,27,45,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,45,45,54,0,4,2,4,6.6,14.7
Derek Carr,QB,LV,1,59,59,100,5,0,58,58,22.6,38.3
Logan Thomas,TE,WAS,1,56,56,90,2,9,5,11,0.8,1.4
Carlos Hyde,RB,SEA,1,46,46,70,30,7,35,37,15.5,33.7
Mike Evans,WR,TB,1,61,61,88,0,15,8,15,10.9,17.9
Brandin Cooks,WR,HOU,1,57,57,93,0,9,7,9,8.5,14.9
Davante Adams,WR,GB,1,57,57,95,0,16,12,16,16.6,29.1
Donte Moncrief,WR,NE,1,4,4,6,0,50,25,50,1.5,37.5
Jarvis Landry,WR,CLE,1,38,38,57,3,5,8,8,2.6,6.8
Eric Ebron,TE,PIT,1,70,70,93,0,10,6,10,9.6,13.7
Trey Burton,TE,IND,1,24,24,29,0,21,8,21,8.5,35.4
James White,RB,NE,1,39,39,57,13,23,28,36,8.3,21.3
Richard Rodgers,TE,PHI,1,22,22,32,0,9,9,9,10.8,49.1
Willie Snead IV,WR,BAL,1,48,48,74,0,15,6,15,2.3,4.8
Keith Smith,RB,ATL,1,7,7,11,0,14,14,14,0.4,5.7
Adam Thielen,WR,MIN,1,57,57,88,0,19,14,19,24.3,42.6
Cameron Brate,TE,TB,1,29,29,42,0,14,10,14,2.3,7.9
Darren Fells,TE,HOU,1,21,21,34,0,10,10,10,2.9,13.8
Diontae Spencer,WR,DEN,1,1,1,2,0,0,0,0,0.0,0.0
Amari Cooper,WR,DAL,1,54,54,82,0,13,11,13,8.1,15.0
DeVante Parker,WR,MIA,1,63,63,97,0,14,10,14,12.1,19.2
Melvin Gordon III,RB,DEN,1,34,34,52,44,0,44,44,18.4,54.1
Todd Gurley II,RB,ATL,1,23,23,37,35,9,39,43,2.9,12.6
Maxx Williams,TE,ARI,1,38,38,57,0,5,5,5,2.9,7.6
Duke Johnson Jr.,RB,HOU,1,47,47,77,21,11,28,32,3.5,7.4
Mike Davis,RB,CAR,1,52,52,73,37,4,40,40,13.9,26.7
Malcolm Brown,RB,LAR,1,27,27,38,11,4,15,15,2.8,10.4
Jesse James,TE,DET,1,29,29,52,0,7,3,7,0.3,1.0
Blake Bell,TE,DAL,1,14,14,21,0,7,7,7,1.3,9.3
Nelson Agholor,WR,LV,1,44,44,75,0,20,14,20,14.8,33.6
Tyler Lockett,WR,SEA,1,49,49,74,0,18,18,18,12.7,25.9
Breshad Perriman,WR,NYJ,1,59,59,98,0,7,3,7,11.4,19.3
Jamison Crowder,WR,NYJ,1,56,56,93,0,7,2,7,1.6,2.9
Ty Montgomery,RB,NO,1,2,2,3,0,0,0,0,0.0,0.0
Chris Manhertz,TE,CAR,1,42,42,59,0,2,0,2,0.0,0.0
Darren Waller,TE,LV,1,55,55,93,0,13,13,13,14.8,26.9
Chris Conley,WR,JAC,1,37,37,64,0,11,3,11,1.3,3.5
Geoff Swaim,TE,TEN,1,44,44,63,0,2,2,2,0.9,2.0
Michael Burton,RB,NO,1,13,13,20,0,0,0,0,0.0,0.0
Damiere Byrd,WR,NE,1,62,62,90,2,11,11,13,20.3,32.7
Ezekiel Elliott,RB,DAL,1,46,46,70,46,4,50,50,17.4,37.8
Jared Goff,QB,LAR,1,72,72,100,1,0,72,72,25.0,34.7
Derrick Henry,RB,TEN,1,55,55,79,51,4,53,55,19.2,34.9
Carson Wentz,QB,PHI,1,68,68,100,4,0,56,56,16.4,24.1
Michael Thomas,WR,NO,1,57,57,86,0,21,16,21,10.4,18.2
Tyler Boyd,WR,CIN,1,56,56,82,0,20,16,20,8.5,15.2
Devontae Booker,RB,LV,1,15,15,25,33,7,40,40,1.9,12.7
Pharoh Cooper,WR,CAR,1,3,3,4,0,0,0,0,0.0,0.0
Hunter Henry,TE,LAC,1,75,75,91,0,9,5,9,10.8,14.4
Austin Hooper,TE,CLE,1,45,45,67,0,11,7,11,3.3,7.3
Rashard Higgins,WR,CLE,1,40,40,60,0,10,8,10,6.5,16.3
C.J. Prosise,RB,HOU,1,15,15,25,20,13,33,33,1.2,8.0
Tyler Higbee,TE,LAR,1,52,52,72,2,8,10,10,2.0,3.8
William Fuller V,WR,HOU,1,60,60,98,0,13,10,13,8.0,13.3
Kenyan Drake,RB,ARI,1,33,33,49,33,15,45,48,12.0,36.4
Jacoby Brissett,QB,IND,1,7,7,8,29,0,29,29,0.9,12.9
Nick Vannett,TE,DEN,1,41,41,63,0,5,5,5,2.4,5.9
Demarcus Robinson,WR,KC,1,63,63,81,0,13,10,13,4.4,7.0
Jakeem Grant Sr.,WR,MIA,1,55,55,85,2,11,5,13,1.5,2.7
Robby Anderson,WR,CAR,1,50,50,70,0,18,14,18,4.6,9.2
Alex Erickson,WR,CIN,1,5,5,7,20,20,40,40,1.0,20.0
Stephen Anderson,TE,LAC,1,6,6,7,0,0,0,0,0.0,0.0
Derek Watt,RB,PIT,1,11,11,15,0,0,0,0,0.0,0.0
Tyreek Hill,WR,KC,1,72,72,92,3,19,18,22,16.0,22.2
Marcus Johnson,WR,IND,1,38,38,45,0,8,3,8,1.4,3.7
Temarrick Hemingway,TE,WAS,1,10,10,16,0,0,0,0,0.0,0.0
Peyton Barber,RB,WAS,1,14,14,23,57,0,57,57,2.8,20.0
Kalif Raymond,WR,TEN,1,15,15,21,0,0,0,0,0.0,0.0
Marvin Hall,WR,DET,1,38,38,68,0,8,8,8,1.6,4.2
C.J. Ham,RB,MIN,1,35,35,54,0,3,0,3,0.0,0.0
J.D. McKissic,RB,WAS,1,32,32,52,19,13,28,31,6.9,21.6
Garrett Griffin,TE,NO,1,19,19,29,0,0,0,0,0.0,0.0
Troymaine Pope,RB,LAC,1,16,16,20,19,13,31,31,1.6,10.0
Dalvin Cook,RB,MIN,1,52,52,80,52,10,62,62,20.0,38.5
