Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,65,65,100,5,0,57,57,26.4,40.6
Adrian Peterson,RB,DET,1,7,7,12,57,14,71,71,3.0,42.9
Alex Smith,QB,WAS,1,88,88,100,2,0,65,65,16.0,18.2
Ben Roethlisberger,QB,PIT,1,69,69,95,1,0,68,68,29.3,42.5
Danny Amendola,WR,DET,1,23,23,39,0,13,13,13,1.0,4.3
Drew Brees,QB,NO,1,20,20,34,5,0,70,70,6.9,34.5
Greg Olsen,TE,SEA,1,48,48,72,0,8,4,8,3.3,6.9
Jared Cook,TE,NO,1,21,21,36,0,10,0,10,0.0,0.0
Jason Witten,TE,LV,1,37,37,51,0,0,0,0,0.0,0.0
Larry Fitzgerald,WR,ARI,1,66,66,90,0,8,3,8,1.3,2.0
LeSean McCoy,RB,TB,1,3,3,4,0,0,0,0,0.0,0.0
Marcedes Lewis,TE,GB,1,26,26,40,0,0,0,0,0.0,0.0
Matthew Slater,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,59,59,100,0,0,56,56,23.0,39.0
Philip Rivers,QB,IND,1,69,69,99,0,0,57,57,16.3,23.6
Tom Brady,QB,TB,1,75,75,94,3,0,55,55,31.8,42.4
Golden Tate,WR,NYG,1,27,27,38,0,19,7,19,4.4,16.3
Andre Roberts,WR,BUF,1,1,1,1,0,0,0,0,0.0,0.0
Emmanuel Sanders,WR,NO,1,34,34,58,0,3,3,3,0.5,1.5
Jimmy Graham,TE,CHI,1,29,29,57,0,7,0,7,0.0,0.0
Rob Gronkowski,TE,TB,1,65,65,81,0,5,3,5,11.1,17.1
Antonio Brown,WR,TB,1,39,39,49,3,21,21,23,6.6,16.9
A.J. Green,WR,CIN,1,54,54,83,0,9,0,9,0.0,0.0
Blaine Gabbert,QB,TB,1,5,5,6,60,0,60,60,0.0,0.0
Cam Newton,QB,NE,1,58,58,100,19,0,48,48,16.8,29.0
Mark Ingram II,RB,BAL,1,17,17,26,29,12,41,41,2.9,17.1
Randall Cobb,WR,HOU,1,32,32,56,0,16,9,16,4.1,12.8
Kyle Rudolph,TE,MIN,1,58,58,78,0,9,7,9,4.3,7.4
Dion Lewis,RB,NYG,1,14,14,20,0,14,14,14,1.7,12.1
Lee Smith,TE,BUF,1,12,12,16,0,0,0,0,0.0,0.0
Ryan Tannehill,QB,TEN,1,59,59,91,3,0,49,49,10.8,18.3
Nick Foles,QB,CHI,1,45,45,88,2,0,60,60,3.4,7.6
Kirk Cousins,QB,MIN,1,73,73,99,1,0,51,51,18.6,25.5
Russell Wilson,QB,SEA,1,67,67,100,12,0,67,67,11.9,17.8
Lamar Miller,RB,CHI,1,5,5,10,0,40,40,40,0.6,12.0
Alshon Jeffery,WR,PHI,1,18,18,27,0,6,0,6,0.0,0.0
