player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,67.0,67.0,100.0,9.0,0.0,58.0,58.0,30.9,46.1,14,2020
Adrian Peterson,RB,DET,1.0,16.0,16.0,24.0,25.0,6.0,31.0,31.0,3.0,18.8,14,2020
Alex Smith,QB,WAS,1.0,32.0,32.0,51.0,0.0,0.0,59.0,59.0,1.3,4.1,14,2020
Ben Roethlisberger,QB,PIT,1.0,57.0,57.0,100.0,0.0,0.0,65.0,65.0,15.5,27.2,14,2020
Chase Daniel,QB,DET,1.0,7.0,7.0,10.0,0.0,0.0,86.0,86.0,1.2,17.1,14,2020
Danny Amendola,WR,DET,1.0,34.0,34.0,51.0,0.0,21.0,18.0,21.0,6.6,19.4,14,2020
Frank Gore,RB,NYJ,1.0,17.0,17.0,32.0,47.0,6.0,53.0,53.0,1.1,6.5,14,2020
Jared Cook,TE,NO,1.0,36.0,36.0,57.0,0.0,11.0,8.0,11.0,9.7,26.9,14,2020
Jason Witten,TE,LV,1.0,20.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2020
Larry Fitzgerald,WR,ARI,1.0,57.0,57.0,72.0,0.0,5.0,4.0,5.0,1.0,1.8,14,2020
LeSean McCoy,RB,TB,1.0,16.0,16.0,31.0,25.0,6.0,31.0,31.0,3.5,21.9,14,2020
Marcedes Lewis,TE,GB,1.0,38.0,38.0,57.0,0.0,3.0,3.0,3.0,0.6,1.6,14,2020
Matt Ryan,QB,ATL,1.0,57.0,57.0,100.0,2.0,0.0,58.0,58.0,10.3,18.1,14,2020
Matthew Stafford,QB,DET,1.0,60.0,60.0,90.0,2.0,0.0,58.0,58.0,14.4,24.0,14,2020
Philip Rivers,QB,IND,1.0,58.0,58.0,95.0,0.0,0.0,48.0,48.0,17.8,30.7,14,2020
Tom Brady,QB,TB,1.0,51.0,51.0,100.0,6.0,0.0,51.0,51.0,15.6,30.6,14,2020
Golden Tate,WR,NYG,1.0,28.0,28.0,57.0,0.0,7.0,4.0,7.0,3.9,13.9,14,2020
Colt McCoy,QB,NYG,1.0,5.0,5.0,10.0,0.0,0.0,60.0,60.0,-1.3,-26.0,14,2020
Emmanuel Sanders,WR,NO,1.0,53.0,53.0,84.0,0.0,9.0,6.0,9.0,10.8,20.4,14,2020
Jimmy Graham,TE,CHI,1.0,29.0,29.0,48.0,0.0,14.0,14.0,14.0,8.3,28.6,14,2020
Rob Gronkowski,TE,TB,1.0,39.0,39.0,76.0,0.0,5.0,3.0,5.0,6.2,15.9,14,2020
Antonio Brown,WR,TB,1.0,25.0,25.0,49.0,0.0,20.0,20.0,20.0,4.9,19.6,14,2020
A.J. Green,WR,CIN,1.0,63.0,63.0,88.0,0.0,11.0,10.0,11.0,12.2,19.4,14,2020
Cam Newton,QB,NE,1.0,45.0,45.0,76.0,16.0,0.0,51.0,51.0,5.4,12.0,14,2020
Mark Ingram II,RB,BAL,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2020
Andy Dalton,QB,DAL,1.0,51.0,51.0,100.0,2.0,0.0,47.0,47.0,15.3,30.0,14,2020
Luke Stocker,TE,ATL,1.0,33.0,33.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2020
