player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Adrian Peterson,RB,TEN,1.0,19.0,19.0,33.0,53.0,5.0,58.0,58.0,8.6,45.3,9,2021
Ben Roethlisberger,QB,PIT,1.0,72.0,72.0,100.0,3.0,0.0,44.0,44.0,16.2,22.5,9,2021
Brian Hoyer,QB,NE,1.0,6.0,6.0,10.0,50.0,0.0,50.0,50.0,-0.3,-5.0,9,2021
Danny Amendola,WR,HOU,1.0,34.0,34.0,49.0,0.0,21.0,12.0,24.0,4.9,14.4,9,2021
Jared Cook,TE,LAC,1.0,29.0,29.0,42.0,0.0,14.0,14.0,14.0,6.8,23.4,9,2021
Josh Johnson,QB,NYJ,1.0,63.0,63.0,82.0,6.0,0.0,71.0,71.0,25.5,40.5,9,2021
Marcedes Lewis,TE,GB,1.0,29.0,29.0,46.0,0.0,3.0,3.0,3.0,-0.1,-0.3,9,2021
Matt Ryan,QB,ATL,1.0,59.0,59.0,100.0,8.0,0.0,59.0,59.0,28.5,48.3,9,2021
Matthew Slater,WR,NE,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021
Matthew Stafford,QB,LAR,1.0,78.0,78.0,100.0,3.0,0.0,64.0,64.0,15.1,19.4,9,2021
Andre Roberts,WR,LAC,1.0,2.0,2.0,3.0,50.0,0.0,50.0,50.0,0.9,45.0,9,2021
Colt McCoy,QB,ARI,1.0,68.0,68.0,97.0,10.0,0.0,49.0,49.0,16.3,24.0,9,2021
Emmanuel Sanders,WR,BUF,1.0,66.0,66.0,99.0,0.0,12.0,6.0,12.0,6.5,9.8,9,2021
Jimmy Graham,TE,CHI,1.0,18.0,18.0,29.0,0.0,17.0,6.0,17.0,2.8,15.6,9,2021
Julio Jones,WR,TEN,1.0,43.0,43.0,74.0,0.0,9.0,9.0,9.0,3.5,8.1,9,2021
Mark Ingram II,RB,NO,1.0,26.0,26.0,34.0,35.0,19.0,54.0,54.0,6.4,24.6,9,2021
Randall Cobb,WR,GB,1.0,33.0,33.0,52.0,0.0,15.0,9.0,15.0,5.0,15.2,9,2021
Kyle Rudolph,TE,NYG,1.0,31.0,31.0,55.0,0.0,16.0,13.0,16.0,2.0,6.5,9,2021
Luke Stocker,TE,MIN,1.0,18.0,18.0,33.0,0.0,6.0,6.0,6.0,0.5,2.8,9,2021
Tyrod Taylor,QB,HOU,1.0,69.0,69.0,100.0,4.0,0.0,67.0,67.0,8.9,12.9,9,2021
Ryan Tannehill,QB,TEN,1.0,57.0,57.0,98.0,4.0,0.0,51.0,51.0,15.0,26.3,9,2021
Kirk Cousins,QB,MIN,1.0,54.0,54.0,100.0,2.0,0.0,54.0,54.0,21.6,40.0,9,2021
Mohamed Sanu Sr.,WR,SF,1.0,33.0,33.0,56.0,0.0,9.0,3.0,9.0,0.5,1.5,9,2021
Marvin Jones Jr.,WR,JAC,1.0,51.0,51.0,84.0,0.0,10.0,6.0,10.0,2.1,4.1,9,2021
Brandon Bolden,RB,NE,1.0,29.0,29.0,47.0,28.0,7.0,34.0,34.0,8.1,27.9,9,2021
Josh Gordon,WR,KC,1.0,19.0,19.0,29.0,0.0,5.0,0.0,5.0,0.0,0.0,9,2021
Cole Beasley,WR,BUF,1.0,45.0,45.0,67.0,0.0,24.0,18.0,24.0,3.3,7.3,9,2021
Travis Kelce,TE,KC,1.0,56.0,56.0,86.0,0.0,14.0,9.0,14.0,12.8,22.9,9,2021
Marquise Goodwin,WR,CHI,1.0,32.0,32.0,52.0,0.0,13.0,3.0,13.0,5.0,15.6,9,2021
Robert Woods,WR,LAR,1.0,78.0,78.0,100.0,1.0,13.0,10.0,14.0,10.4,13.3,9,2021
Kenny Stills,WR,NO,1.0,25.0,25.0,33.0,0.0,20.0,8.0,20.0,9.0,36.0,9,2021
Cordarrelle Patterson,RB,ATL,1.0,33.0,33.0,56.0,27.0,18.0,45.0,45.0,13.6,41.2,9,2021
Keenan Allen,WR,LAC,1.0,62.0,62.0,90.0,0.0,21.0,19.0,21.0,10.4,16.8,9,2021
Le'Veon Bell,RB,BAL,1.0,23.0,23.0,23.0,48.0,0.0,48.0,48.0,10.8,47.0,9,2021
Rex Burkhead,RB,HOU,1.0,21.0,21.0,30.0,10.0,0.0,10.0,10.0,0.9,4.3,9,2021
Zach Ertz,TE,ARI,1.0,56.0,56.0,80.0,0.0,9.0,5.0,9.0,2.7,4.8,9,2021
Kyle Juszczyk,RB,SF,1.0,24.0,24.0,41.0,0.0,8.0,8.0,8.0,1.4,5.8,9,2021
Ryan Griffin,TE,NYJ,1.0,48.0,48.0,62.0,0.0,15.0,8.0,15.0,8.8,18.3,9,2021
Jack Doyle,TE,IND,1.0,42.0,42.0,68.0,0.0,5.0,2.0,5.0,6.1,14.5,9,2021
Teddy Bridgewater,QB,DEN,1.0,78.0,78.0,100.0,4.0,0.0,40.0,40.0,21.9,28.1,9,2021
Derek Carr,QB,LV,1.0,68.0,68.0,99.0,3.0,0.0,71.0,71.0,12.3,18.1,9,2021
Carlos Hyde,RB,JAC,1.0,48.0,48.0,79.0,44.0,4.0,46.0,48.0,5.3,11.0,9,2021
Devonta Freeman,RB,BAL,1.0,57.0,57.0,58.0,23.0,5.0,26.0,28.0,14.3,25.1,9,2021
Brandin Cooks,WR,HOU,1.0,67.0,67.0,97.0,0.0,21.0,9.0,21.0,5.6,8.4,9,2021
Davante Adams,WR,GB,1.0,58.0,58.0,92.0,0.0,24.0,10.0,24.0,4.2,7.2,9,2021
Allen Robinson II,WR,CHI,1.0,48.0,48.0,77.0,0.0,13.0,8.0,13.0,6.8,14.2,9,2021
Jarvis Landry,WR,CLE,1.0,32.0,32.0,67.0,3.0,16.0,13.0,19.0,1.1,3.4,9,2021
Jimmy Garoppolo,QB,SF,1.0,59.0,59.0,100.0,2.0,0.0,69.0,69.0,20.3,34.4,9,2021
Jerick McKinnon,RB,KC,1.0,20.0,20.0,31.0,0.0,15.0,15.0,15.0,2.6,13.0,9,2021
Albert Wilson,WR,MIA,1.0,17.0,17.0,23.0,0.0,12.0,6.0,12.0,1.1,6.5,9,2021
Willie Snead IV,WR,CAR,1.0,17.0,17.0,29.0,0.0,12.0,6.0,12.0,0.6,3.5,9,2021
Adam Thielen,WR,MIN,1.0,48.0,48.0,89.0,0.0,15.0,4.0,15.0,6.6,13.8,9,2021
Marcus Mariota,QB,LV,1.0,1.0,1.0,1.0,100.0,0.0,100.0,100.0,0.6,60.0,9,2021
Amari Cooper,WR,DAL,1.0,36.0,36.0,58.0,0.0,14.0,6.0,14.0,3.7,10.3,9,2021
Kevin White,WR,NO,1.0,15.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021
Melvin Gordon III,RB,DEN,1.0,41.0,41.0,53.0,51.0,5.0,56.0,56.0,15.5,37.8,9,2021
Ameer Abdullah,RB,CAR,1.0,22.0,22.0,37.0,5.0,23.0,23.0,27.0,3.0,13.6,9,2021
Mike Davis,RB,ATL,1.0,33.0,33.0,56.0,27.0,6.0,30.0,33.0,1.8,5.5,9,2021
David Johnson,RB,HOU,1.0,31.0,31.0,45.0,13.0,16.0,23.0,29.0,4.0,12.9,9,2021
Tyler Kroft,TE,NYJ,1.0,15.0,15.0,19.0,0.0,20.0,13.0,20.0,3.8,25.3,9,2021
MyCole Pruitt,TE,TEN,1.0,27.0,27.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021
Blake Bell,TE,KC,1.0,26.0,26.0,40.0,0.0,4.0,0.0,4.0,0.0,0.0,9,2021
Nelson Agholor,WR,NE,1.0,54.0,54.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021
Jamison Crowder,WR,NYJ,1.0,61.0,61.0,79.0,0.0,11.0,8.0,11.0,3.8,6.2,9,2021
Stefon Diggs,WR,BUF,1.0,59.0,59.0,88.0,0.0,14.0,10.0,14.0,8.5,14.4,9,2021
Chris Manhertz,TE,JAC,1.0,27.0,27.0,44.0,0.0,4.0,4.0,4.0,0.9,3.3,9,2021
C.J. Uzomah,TE,CIN,1.0,48.0,48.0,64.0,0.0,10.0,8.0,10.0,2.4,5.0,9,2021
Darren Waller,TE,LV,1.0,61.0,61.0,88.0,0.0,18.0,11.0,18.0,9.2,15.1,9,2021
Trevor Siemian,QB,NO,1.0,73.0,73.0,96.0,0.0,0.0,56.0,56.0,16.0,21.9,9,2021
Chris Conley,WR,HOU,1.0,27.0,27.0,39.0,0.0,11.0,7.0,11.0,3.8,14.1,9,2021
Geoff Swaim,TE,TEN,1.0,42.0,42.0,72.0,0.0,10.0,10.0,10.0,8.9,21.2,9,2021
Eric Tomlinson,TE,BAL,1.0,34.0,34.0,35.0,0.0,3.0,3.0,3.0,0.7,2.1,9,2021
Laquon Treadwell,WR,JAC,1.0,19.0,19.0,31.0,0.0,5.0,0.0,5.0,0.0,0.0,9,2021
Ezekiel Elliott,RB,DAL,1.0,33.0,33.0,53.0,30.0,9.0,39.0,39.0,9.6,29.1,9,2021
Carson Wentz,QB,IND,1.0,62.0,62.0,100.0,6.0,0.0,55.0,55.0,24.2,39.0,9,2021
Tyler Boyd,WR,CIN,1.0,59.0,59.0,79.0,0.0,3.0,2.0,3.0,1.1,1.9,9,2021
Devontae Booker,RB,NYG,1.0,41.0,41.0,73.0,51.0,7.0,59.0,59.0,12.2,29.8,9,2021
Pharoh Cooper,WR,NYG,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021
Hunter Henry,TE,NE,1.0,35.0,35.0,56.0,0.0,9.0,6.0,9.0,7.9,22.6,9,2021
Austin Hooper,TE,CLE,1.0,35.0,35.0,73.0,0.0,6.0,6.0,6.0,1.4,4.0,9,2021
Jordan Howard,RB,PHI,1.0,23.0,23.0,40.0,74.0,0.0,74.0,74.0,13.1,57.0,9,2021
Tajae Sharpe,WR,ATL,1.0,47.0,47.0,80.0,0.0,2.0,2.0,2.0,1.2,2.6,9,2021
