Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,72,72,100,4,0,54,54,24.1,33.5
Ben Roethlisberger,QB,PIT,1,60,60,100,0,0,67,67,10.3,17.2
DeSean Jackson,WR,LAR,1,22,22,32,0,14,5,14,0.6,2.7
Jared Cook,TE,LAC,1,39,39,52,0,18,15,18,13.0,33.3
Marcedes Lewis,TE,GB,1,35,35,49,0,6,3,6,0.7,2.0
Matt Ryan,QB,ATL,1,76,76,100,1,0,57,57,29.0,38.2
Matthew Slater,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0
Matthew Stafford,QB,LAR,1,68,68,100,9,0,69,69,20.3,29.9
Tom Brady,QB,TB,1,78,78,100,5,0,60,60,11.1,14.2
Andre Roberts,WR,HOU,1,2,2,4,0,0,0,0,0.0,0.0
Colt McCoy,QB,ARI,1,2,2,3,100,0,100,100,-0.2,-10.0
Emmanuel Sanders,WR,BUF,1,51,51,72,2,12,12,14,8.1,15.9
Antonio Brown,WR,TB,1,40,40,51,0,28,18,28,6.3,15.8
A.J. Green,WR,ARI,1,67,67,86,0,9,7,9,12.7,19.0
Mark Ingram II,RB,HOU,1,10,10,21,60,0,60,60,2.4,24.0
Randall Cobb,WR,GB,1,33,33,46,0,18,15,18,18.9,57.3
Kyle Rudolph,TE,NYG,1,37,37,59,0,8,5,8,2.4,6.5
Ryan Tannehill,QB,TEN,1,100,100,100,3,0,52,52,18.8,18.8
Kirk Cousins,QB,MIN,1,67,67,100,3,0,60,60,11.1,16.6
Russell Wilson,QB,SEA,1,56,56,100,7,0,48,48,22.6,40.4
Mohamed Sanu Sr.,WR,SF,1,39,39,51,0,13,10,13,3.5,9.0
Marvin Jones Jr.,WR,JAC,1,52,52,93,0,6,6,6,2.4,4.6
Brandon Bolden,RB,NE,1,19,19,32,5,32,37,37,5.1,26.8
Cole Beasley,WR,BUF,1,36,36,51,0,6,6,6,1.6,4.4
Chris Hogan,WR,NO,1,14,14,21,0,14,14,14,1.5,10.7
Travis Kelce,TE,KC,1,59,59,88,0,10,7,10,2.3,3.9
Marquise Goodwin,WR,CHI,1,29,29,50,3,7,3,10,0.1,0.3
DeAndre Hopkins,WR,ARI,1,75,75,96,0,9,5,9,6.7,8.9
Robert Woods,WR,LAR,1,65,65,96,0,9,6,9,10.8,16.6
Kenny Stills,WR,NO,1,17,17,25,0,6,0,6,0.0,0.0
Cordarrelle Patterson,RB,ATL,1,23,23,30,26,26,48,52,29.6,128.7
Keenan Allen,WR,LAC,1,66,66,88,0,17,11,17,3.6,5.5
Tavon Austin,WR,JAC,1,41,41,73,0,7,2,7,0.8,2.0
Le'Veon Bell,RB,BAL,1,20,20,27,20,5,20,25,1.1,5.5
Rex Burkhead,RB,HOU,1,3,3,6,33,0,33,33,-0.1,-3.3
Zach Ertz,TE,PHI,1,37,37,50,0,22,16,22,6.0,16.2
Kyle Juszczyk,RB,SF,1,62,62,82,0,6,6,6,4.1,6.6
Latavius Murray,RB,BAL,1,45,45,62,40,0,40,40,11.9,26.4
Ryan Griffin,TE,NYJ,1,35,35,57,0,11,3,11,0.8,2.3
Demetrius Harris,TE,ARI,1,9,9,12,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,21,21,30,0,5,5,5,2.4,11.4
Teddy Bridgewater,QB,DEN,1,31,31,51,3,0,55,55,6.8,21.9
Derek Carr,QB,LV,1,57,57,100,5,0,65,65,15.4,27.0
Devonta Freeman,RB,BAL,1,6,6,8,17,0,17,17,0.4,6.7
Sammy Watkins,WR,BAL,1,53,53,73,0,13,8,13,4.9,9.2
Mike Evans,WR,TB,1,69,69,88,0,17,10,17,7.5,10.9
Brandin Cooks,WR,HOU,1,41,41,87,0,17,12,17,4.7,11.5
Davante Adams,WR,GB,1,63,63,88,0,17,10,17,6.4,10.2
Allen Robinson II,WR,CHI,1,40,40,69,0,8,8,8,6.3,15.8
Odell Beckham Jr.,WR,CLE,1,62,62,79,2,11,5,13,3.1,5.0
