Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,59,59,100,2,0,59,59,20.0,33.9
Ben Roethlisberger,QB,PIT,1,62,62,86,0,0,56,56,7.4,11.9
Chad Henne,QB,KC,1,6,6,9,33,0,33,33,0.0,0.0
DeSean Jackson,WR,LV,1,36,36,52,0,14,11,14,4.4,12.2
Jared Cook,TE,LAC,1,39,39,63,0,13,8,13,6.4,16.4
Josh Johnson,QB,BAL,1,59,59,100,8,0,76,76,20.2,34.2
Marcedes Lewis,TE,GB,1,25,25,42,0,12,8,12,0.2,0.8
Matt Ryan,QB,ATL,1,46,46,100,9,0,61,61,13.1,28.5
Matthew Stafford,QB,LAR,1,70,70,100,4,0,57,57,9.7,13.9
Tom Brady,QB,TB,1,64,64,93,2,0,48,48,14.4,22.5
Emmanuel Sanders,WR,BUF,1,65,65,82,0,6,3,6,2.0,3.1
Jimmy Graham,TE,CHI,1,21,21,28,0,10,10,10,9.0,42.9
Rob Gronkowski,TE,TB,1,60,60,87,0,3,2,3,2.3,3.8
Antonio Brown,WR,TB,1,53,53,77,0,28,19,28,10.1,19.1
A.J. Green,WR,ARI,1,56,56,86,0,5,2,5,3.3,5.9
Blaine Gabbert,QB,TB,1,3,3,4,0,0,33,33,0.0,0.0
Julio Jones,WR,TEN,1,31,31,50,0,3,3,3,0.7,2.3
Cam Newton,QB,CAR,1,26,26,37,19,0,69,69,5.6,21.5
Mark Ingram II,RB,NO,1,24,24,46,17,0,17,17,1.7,7.1
Kyle Rudolph,TE,NYG,1,17,17,22,0,6,0,6,0.0,0.0
Ryan Tannehill,QB,TEN,1,62,62,100,5,0,52,52,14.6,23.5
Nick Foles,QB,CHI,1,74,74,100,5,0,53,53,16.8,22.7
Kirk Cousins,QB,MIN,1,63,63,100,6,0,67,67,17.3,27.5
Russell Wilson,QB,SEA,1,56,56,100,4,0,52,52,16.5,29.5
T.Y. Hilton,WR,IND,1,47,47,67,0,11,9,11,11.1,23.6
Marvin Jones Jr.,WR,JAC,1,60,60,82,0,22,13,22,7.4,12.3
Brandon Bolden,RB,NE,1,34,34,53,6,15,12,21,2.4,7.1
Josh Gordon,WR,KC,1,8,8,12,0,38,0,38,0.0,0.0
Marquise Goodwin,WR,CHI,1,23,23,31,0,9,9,9,2.3,10.0
Kenny Stills,WR,NO,1,17,17,33,0,6,6,6,0.4,2.4
Cordarrelle Patterson,RB,ATL,1,25,25,54,28,8,32,36,7.3,29.2
Keenan Allen,WR,LAC,1,55,55,89,0,11,7,11,3.5,6.4
Tavon Austin,WR,JAC,1,43,43,59,7,16,21,23,8.9,20.7
Le'Veon Bell,RB,TB,1,3,3,4,67,0,67,67,-0.1,-3.3
Rex Burkhead,RB,HOU,1,42,42,62,52,5,57,57,26.9,64.0
Mike Glennon,QB,NYG,1,36,36,47,6,0,81,81,7.8,21.7
Zach Ertz,TE,ARI,1,63,63,97,0,21,13,21,5.4,8.6
Kyle Juszczyk,RB,SF,1,32,32,54,0,16,9,16,4.5,14.1
Latavius Murray,RB,BAL,1,17,17,29,29,6,35,35,2.4,14.1
Demetrius Harris,TE,ARI,1,21,21,32,0,5,5,5,0.3,1.4
Derek Carr,QB,LV,1,69,69,100,10,0,46,46,9.5,13.8
Devonta Freeman,RB,BAL,1,33,33,56,18,6,24,24,8.0,24.2
Davante Adams,WR,GB,1,55,55,93,0,24,18,24,23.4,42.5
Odell Beckham Jr.,WR,LAR,1,64,64,91,0,13,6,13,9.7,15.2
Jarvis Landry,WR,CLE,1,54,54,79,0,13,7,13,5.5,10.2
Jimmy Garoppolo,QB,SF,1,59,59,100,2,0,61,61,15.2,25.8
Damien Williams,RB,CHI,1,9,9,12,11,22,22,33,1.4,15.6
Keith Smith,RB,ATL,1,12,12,26,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,23,23,37,0,13,13,13,4.0,17.4
Cameron Brate,TE,TB,1,31,31,45,0,13,6,13,7.1,22.9
Diontae Spencer,WR,DEN,1,1,1,2,0,0,0,0,0.0,0.0
Amari Cooper,WR,DAL,1,52,52,71,0,21,13,21,14.5,27.9
DeVante Parker,WR,MIA,1,46,46,71,0,0,0,0,0.0,0.0
Melvin Gordon III,RB,DEN,1,23,23,55,30,4,35,35,0.0,0.0
Ameer Abdullah,RB,CAR,1,23,23,33,9,26,22,35,0.9,3.9
Tevin Coleman,RB,NYJ,1,19,19,33,74,5,79,79,6.1,32.1
Taylor Heinicke,QB,WAS,1,43,43,72,2,0,53,53,6.7,15.6
Duke Johnson Jr.,RB,MIA,1,23,23,35,57,0,57,57,3.9,17.0
Mike Davis,RB,ATL,1,26,26,57,27,4,31,31,3.5,13.5
Tyler Kroft,TE,NYJ,1,50,50,86,0,10,6,10,2.9,5.8
MyCole Pruitt,TE,TEN,1,27,27,44,0,0,0,0,0.0,0.0
Blake Bell,TE,KC,1,25,25,36,0,4,4,4,1.1,4.4
Tyler Lockett,WR,SEA,1,48,48,86,0,13,6,13,3.0,6.3
Ty Montgomery,RB,NO,1,24,24,46,0,0,0,0,0.0,0.0
Phillip Dorsett II,WR,HOU,1,23,23,34,0,26,13,26,5.5,23.9
Stefon Diggs,WR,BUF,1,65,65,82,0,20,11,20,14.5,22.3
Jake Kumerow,WR,BUF,1,16,16,20,0,19,6,19,1.3,8.1
C.J. Uzomah,TE,CIN,1,49,49,64,0,14,10,14,3.6,7.3
DeAndre Carter,WR,WAS,1,13,13,22,8,15,15,23,2.0,15.4
James O'Shaughnessy,TE,JAC,1,42,42,58,0,10,10,10,4.9,11.7
Chris Conley,WR,HOU,1,50,50,74,0,6,6,6,12.0,24.0
Geoff Swaim,TE,TEN,1,39,39,63,0,8,8,8,1.0,2.6
Michael Burton,RB,KC,1,13,13,19,8,0,8,8,0.2,1.5
Damiere Byrd,WR,CHI,1,62,62,84,0,5,2,5,3.1,5.0
Eric Tomlinson,TE,BAL,1,12,12,20,0,0,0,0,0.0,0.0
Adam Humphries,WR,WAS,1,40,40,67,0,15,5,15,0.4,1.0
Laquon Treadwell,WR,JAC,1,64,64,88,0,8,6,8,5.4,8.4
Ezekiel Elliott,RB,DAL,1,42,42,58,21,2,24,24,16.2,38.6
Carson Wentz,QB,IND,1,70,70,100,3,0,43,43,17.4,24.9
Tyler Boyd,WR,CIN,1,69,69,91,0,7,4,7,14.5,21.0
Devontae Booker,RB,NYG,1,41,41,54,15,10,24,24,4.6,11.2
Pharoh Cooper,WR,NYG,1,36,36,47,0,3,0,3,0.0,0.0
Hunter Henry,TE,NE,1,55,55,86,0,11,2,11,0.9,1.6
Austin Hooper,TE,CLE,1,37,37,54,0,14,8,14,2.6,7.0
Jordan Howard,RB,PHI,1,22,22,35,41,18,50,59,5.6,25.5
Rashard Higgins,WR,CLE,1,44,44,65,0,14,11,14,5.8,13.2
Dak Prescott,QB,DAL,1,61,61,84,7,0,70,70,31.3,51.3
Jonathan Williams,RB,WAS,1,24,24,40,13,8,17,21,1.1,4.6
Tyler Higbee,TE,LAR,1,64,64,91,0,9,8,9,4.1,6.4
Jacoby Brissett,QB,MIA,1,4,4,6,0,0,0,0,0.0,0.0
Nick Vannett,TE,NO,1,41,41,79,0,2,0,2,0.0,0.0
Chris Moore,WR,HOU,1,31,31,46,0,13,13,13,4.0,12.9
Demarcus Robinson,WR,KC,1,46,46,67,0,4,4,4,1.5,3.3
Robby Anderson,WR,CAR,1,67,67,96,0,15,7,15,5.8,8.7
Alex Erickson,WR,CAR,1,3,3,4,0,33,0,33,0.0,0.0
Stephen Anderson,TE,LAC,1,22,22,35,0,9,9,9,3.4,15.5
Andy Janovich,RB,CLE,1,6,6,9,0,33,33,33,0.6,10.0
Tyreek Hill,WR,KC,1,29,29,42,0,7,7,7,1.9,6.6
Peyton Barber,RB,LV,1,12,12,17,42,8,50,50,8.2,68.3
J.P. Holtz,TE,CHI,1,13,13,18,0,0,0,0,0.0,0.0
Chester Rogers,WR,TEN,1,31,31,50,0,3,3,3,0.3,1.0
Kalif Raymond,WR,DET,1,46,46,69,2,11,9,13,1.7,3.7
Marvin Hall,WR,ATL,1,5,5,11,0,20,20,20,1.0,20.0
Jaydon Mickens,WR,JAC,1,1,1,1,0,0,0,0,0.0,0.0
Jalen Richard,RB,LV,1,10,10,14,10,10,20,20,0.9,9.0
C.J. Ham,RB,MIN,1,20,20,32,0,10,10,10,1.3,6.5
Tommylee Lewis,WR,MIA,1,3,3,5,0,67,33,67,0.7,23.3
Elijhaa Penny,RB,NYG,1,13,13,17,8,31,38,38,2.0,15.4
O.J. Howard,TE,TB,1,24,24,35,0,0,0,0,0.0,0.0
David Njoku,TE,CLE,1,39,39,57,0,5,0,5,0.0,0.0
D'Onta Foreman,RB,TEN,1,21,21,34,43,0,43,43,7.7,36.7
Evan Engram,TE,NYG,1,59,59,78,0,8,7,8,7.7,13.1
Patrick Mahomes II,QB,KC,1,63,63,91,0,0,48,48,22.3,35.4
Joe Mixon,RB,CIN,1,62,62,82,29,10,39,39,25.5,41.1
Alvin Kamara,RB,NO,1,31,31,60,42,13,48,55,5.9,19.0
Samaje Perine,RB,CIN,1,11,11,14,0,18,18,18,0.6,5.5
Jamaal Williams,RB,DET,1,28,28,42,68,0,68,68,7.7,27.5
Zay Jones,WR,LV,1,52,52,75,0,15,12,15,5.0,9.6
Cooper Kupp,WR,LAR,1,68,68,97,1,19,16,21,11.3,16.6
Dede Westbrook,WR,MIN,1,27,27,43,0,0,0,0,0.0,0.0
Josh Reynolds,WR,DET,1,53,53,79,0,13,4,13,3.6,6.8
Jeremy McNichols,RB,TEN,1,26,26,42,27,4,27,31,3.1,11.9
Corey Clement,RB,DAL,1,7,7,10,57,0,57,57,1.8,25.7
Gerald Everett,TE,SEA,1,47,47,84,0,11,9,11,12.8,27.2
Jonnu Smith,TE,NE,1,21,21,33,0,0,0,0,0.0,0.0
Jeremy Sprinkle,TE,DAL,1,17,17,23,0,0,0,0,0.0,0.0
Cooper Rush,QB,DAL,1,12,12,16,17,0,42,42,6.8,56.7
