player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Adrian Peterson,RB,SEA,1.0,18.0,18.0,26.0,61.0,0.0,61.0,61.0,7.6,42.2,13,2021
Ben Roethlisberger,QB,PIT,1.0,60.0,60.0,100.0,2.0,0.0,53.0,53.0,19.3,32.2,13,2021
DeSean Jackson,WR,LV,1.0,24.0,24.0,41.0,0.0,4.0,4.0,4.0,1.4,5.8,13,2021
Jared Cook,TE,LAC,1.0,35.0,35.0,55.0,0.0,11.0,9.0,11.0,2.9,8.3,13,2021
Matt Ryan,QB,ATL,1.0,71.0,71.0,100.0,4.0,0.0,62.0,62.0,12.1,17.0,13,2021
Matthew Slater,WR,NE,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
Matthew Stafford,QB,LAR,1.0,63.0,63.0,93.0,2.0,0.0,62.0,62.0,24.0,38.1,13,2021
Tom Brady,QB,TB,1.0,70.0,70.0,100.0,1.0,0.0,74.0,74.0,29.6,42.3,13,2021
Emmanuel Sanders,WR,BUF,1.0,46.0,46.0,79.0,0.0,13.0,7.0,13.0,2.2,4.8,13,2021
Jimmy Graham,TE,CHI,1.0,21.0,21.0,28.0,0.0,5.0,5.0,5.0,8.1,38.6,13,2021
Rob Gronkowski,TE,TB,1.0,58.0,58.0,83.0,0.0,14.0,7.0,14.0,17.8,30.7,13,2021
A.J. Green,WR,ARI,1.0,36.0,36.0,68.0,0.0,3.0,3.0,3.0,1.4,3.9,13,2021
Mark Ingram II,RB,NO,1.0,30.0,30.0,43.0,33.0,7.0,37.0,40.0,2.6,8.7,13,2021
Kyle Rudolph,TE,NYG,1.0,27.0,27.0,42.0,0.0,15.0,7.0,15.0,1.8,6.7,13,2021
Andy Dalton,QB,CHI,1.0,76.0,76.0,100.0,3.0,0.0,57.0,57.0,15.8,20.8,13,2021
Luke Stocker,TE,MIN,1.0,13.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
Lee Smith,TE,ATL,1.0,16.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
Tyrod Taylor,QB,HOU,1.0,29.0,29.0,56.0,10.0,0.0,55.0,55.0,2.3,7.9,13,2021
Kirk Cousins,QB,MIN,1.0,76.0,76.0,100.0,3.0,0.0,55.0,55.0,20.2,26.6,13,2021
Russell Wilson,QB,SEA,1.0,70.0,70.0,100.0,4.0,0.0,57.0,57.0,17.7,25.3,13,2021
T.Y. Hilton,WR,IND,1.0,32.0,32.0,44.0,0.0,6.0,6.0,6.0,2.2,6.9,13,2021
Travis Benjamin,WR,SF,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,-66.7,13,2021
Marvin Jones Jr.,WR,JAC,1.0,49.0,49.0,84.0,0.0,6.0,4.0,6.0,1.1,2.2,13,2021
Brandon Bolden,RB,NE,1.0,6.0,6.0,12.0,67.0,17.0,83.0,83.0,5.5,91.7,13,2021
Cole Beasley,WR,BUF,1.0,40.0,40.0,69.0,0.0,8.0,3.0,8.0,1.1,2.8,13,2021
Travis Kelce,TE,KC,1.0,44.0,44.0,77.0,0.0,18.0,7.0,18.0,2.7,6.1,13,2021
DeAndre Hopkins,WR,ARI,1.0,39.0,39.0,74.0,0.0,5.0,5.0,5.0,9.2,23.6,13,2021
Kenny Stills,WR,NO,1.0,11.0,11.0,16.0,0.0,45.0,0.0,45.0,0.0,0.0,13,2021
Cordarrelle Patterson,RB,ATL,1.0,34.0,34.0,48.0,38.0,15.0,47.0,53.0,9.6,28.2,13,2021
Keenan Allen,WR,LAC,1.0,53.0,53.0,83.0,0.0,15.0,9.0,15.0,17.4,32.8,13,2021
Tavon Austin,WR,JAC,1.0,16.0,16.0,28.0,0.0,13.0,6.0,13.0,0.9,5.6,13,2021
Giovani Bernard,RB,TB,1.0,7.0,7.0,10.0,14.0,29.0,29.0,43.0,1.0,14.3,13,2021
