player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,6,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,6,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,6,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,6,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,6,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,6,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,6,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,6,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,6,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,6,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,6,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,6,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,6,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,6,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,6,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,6,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,6,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,6,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,6,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,6,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,6,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,6,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,6,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,6,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,6,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,6,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,6,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,6,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,6,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,6,K
Sebastian Janikowski,4,4,100.0,52,0,1,1,1,1,3,3,1,18.0,18.0,20.0,FA,7,K
Josh Lambo,4,4,100.0,42,0,0,2,2,0,3,3,1,17.0,17.0,3.2,FA,7,K
Justin Tucker,3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,98.0,BAL,7,K
Matt Bryant,3,4,75.0,42,0,1,1,1,0,3,3,1,13.0,13.0,1.1,FA,7,K
Chris Boswell,3,5,60.0,46,0,0,1,2,0,1,1,1,12.0,12.0,51.0,PIT,7,K
Nick Novak,3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,0.1,FA,7,K
Jason Myers,3,3,100.0,44,0,1,1,1,0,1,1,1,11.0,11.0,22.1,SEA,7,K
Roberto Aguayo,2,3,66.7,38,0,0,2,0,0,4,4,1,10.0,10.0,0.1,FA,7,K
Ryan Succop,2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,57.4,TB,7,K
Cairo Santos,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,2.1,CHI,7,K
Adam Vinatieri,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,0.2,FA,7,K
Mason Crosby,2,3,66.7,40,0,0,1,1,0,2,3,1,9.0,9.0,40.7,GB,7,K
Brandon McManus,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,44.3,DEN,7,K
Matt Prater,2,3,66.7,43,0,1,0,1,0,2,2,1,9.0,9.0,52.8,ARI,7,K
Andrew Franks,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,0.0,FA,7,K
Chandler Catanzaro,2,4,50.0,46,0,0,0,2,0,0,0,1,8.0,8.0,0.0,FA,7,K
Stephen Hauschka,2,3,66.7,40,0,0,1,1,0,0,0,1,7.0,7.0,0.0,FA,7,K
Caleb Sturgis,2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,0.0,FA,7,K
Mike Nugent,1,3,33.3,36,0,0,1,0,0,4,4,1,7.0,7.0,1.0,FA,7,K
Nick Folk,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,81.8,NE,7,K
Dan Carpenter,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,0.2,FA,7,K
Blair Walsh,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,0.1,FA,7,K
Robbie Gould,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,22.5,SF,7,K
Cody Parkey,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.4,FA,7,K
Phil Dawson,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.1,FA,7,K
Dustin Hopkins,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,14.5,LAC,7,K
Connor Barth,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,0.0,FA,7,K
Greg Zuerlein,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,74.2,DAL,7,K
Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.1,FA,7,K
Wil Lutz,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.3,NO,7,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,7,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,7,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,7,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,7,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,7,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,7,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,7,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,7,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,7,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,7,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,7,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,7,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,7,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,7,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,7,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,7,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,7,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,7,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,7,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,7,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,7,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,7,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,7,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,7,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,7,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,7,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,7,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,7,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,7,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,7,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,7,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,7,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,7,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,7,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,7,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,7,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,7,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,7,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,7,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,7,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,7,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,7,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,7,K
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.4,NYG,7,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,7,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,7,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,7,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,7,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,7,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,7,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,7,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,7,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,7,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,7,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,7,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,7,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,7,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,7,K
Wil Lutz,4,4,100.0,53,0,2,0,1,1,1,1,1,16.0,16.0,3.3,NO,8,K
Graham Gano,3,3,100.0,52,0,1,0,1,1,3,3,1,15.0,15.0,31.4,NYG,8,K
Stephen Gostkowski,2,2,100.0,51,0,0,1,0,1,5,5,1,13.0,13.0,0.1,FA,8,K
Cairo Santos,3,4,75.0,44,0,1,1,1,0,3,3,1,13.0,13.0,2.1,CHI,8,K
Caleb Sturgis,3,3,100.0,55,0,0,2,0,1,2,2,1,13.0,13.0,0.0,FA,8,K
Ryan Succop,3,3,100.0,33,0,1,2,0,0,3,4,1,12.0,12.0,57.4,TB,8,K
Dan Bailey,3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,0.0,FA,8,K
Dustin Hopkins,2,4,50.0,40,0,1,0,1,0,3,3,1,10.0,10.0,14.5,LAC,8,K
Matt Bryant,2,2,100.0,40,0,0,1,1,0,3,3,1,10.0,10.0,1.1,FA,8,K
Stephen Hauschka,2,2,100.0,44,0,1,0,1,0,2,2,1,9.0,9.0,0.0,FA,8,K
Brandon McManus,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,44.3,DEN,8,K
Cody Parkey,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,0.4,FA,8,K
Connor Barth,2,2,100.0,30,0,1,1,0,0,2,2,1,8.0,8.0,0.0,FA,8,K
Nick Novak,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,0.1,FA,8,K
Matt Prater,2,3,66.7,47,0,0,1,1,0,1,1,1,8.0,8.0,52.8,ARI,8,K
Nick Folk,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,81.8,NE,8,K
Mason Crosby,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,40.7,GB,8,K
Sebastian Janikowski,1,3,33.3,31,0,0,1,0,0,3,3,1,6.0,6.0,20.0,FA,8,K
Roberto Aguayo,1,1,100.0,41,0,0,0,1,0,1,2,1,5.0,5.0,0.1,FA,8,K
Dan Carpenter,1,2,50.0,23,0,1,0,0,0,2,2,1,5.0,5.0,0.2,FA,8,K
Blair Walsh,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.1,FA,8,K
Mike Nugent,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,1.0,FA,8,K
Chandler Catanzaro,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,8,K
Jason Myers,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.1,SEA,8,K
Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.2,FA,8,K
Josh Lambo,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,3.2,FA,8,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,8,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,8,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,8,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,8,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,8,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,8,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,8,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,8,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,8,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,8,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,8,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,8,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,8,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,8,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,8,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,8,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,8,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,8,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,8,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,8,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,8,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,8,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,8,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,8,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,8,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,8,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,8,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,8,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,8,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,8,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,8,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,8,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,8,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,8,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,8,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,8,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,8,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,8,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,8,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,8,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,8,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,8,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,8,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,8,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,8,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,8,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,8,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,8,K
Justin Tucker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.0,BAL,8,K
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,8,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,8,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,8,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,8,K
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.2,DAL,8,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,8,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,8,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,8,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,8,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,8,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,8,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,8,K
Matt Bryant,3,3,100.0,50,0,1,0,1,1,4,4,1,16.0,16.0,1.1,FA,9,K
Matt Prater,3,3,100.0,58,0,0,0,1,2,1,1,1,15.0,15.0,52.8,ARI,9,K
Cairo Santos,4,4,100.0,51,0,2,1,0,1,1,1,1,15.0,15.0,2.1,CHI,9,K
Phil Dawson,3,3,100.0,49,0,0,0,3,0,2,2,1,14.0,14.0,0.1,FA,9,K
Josh Lambo,3,3,100.0,36,0,1,2,0,0,4,5,1,13.0,13.0,3.2,FA,9,K
Sebastian Janikowski,3,4,75.0,35,0,2,1,0,0,3,3,1,12.0,12.0,20.0,FA,9,K
Wil Lutz,2,3,66.7,41,0,1,0,1,0,5,5,1,12.0,12.0,3.3,NO,9,K
Nick Folk,3,3,100.0,28,0,3,0,0,0,2,2,1,11.0,11.0,81.8,NE,9,K
Brandon McManus,2,2,100.0,55,0,0,0,1,1,2,2,1,11.0,11.0,44.3,DEN,9,K
Caleb Sturgis,3,4,75.0,38,0,1,2,0,0,2,2,1,11.0,11.0,0.0,FA,9,K
Andrew Franks,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,9,K
Justin Tucker,2,2,100.0,49,0,0,0,2,0,1,1,1,9.0,9.0,98.0,BAL,9,K
Stephen Hauschka,1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,0.0,FA,9,K
Mason Crosby,2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,40.7,GB,9,K
Adam Vinatieri,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,0.2,FA,9,K
Graham Gano,2,3,66.7,38,0,0,2,0,0,1,1,1,7.0,7.0,31.4,NYG,9,K
Dan Bailey,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0,FA,9,K
Ryan Succop,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,57.4,TB,9,K
Dan Carpenter,1,2,50.0,31,0,0,1,0,0,2,2,1,5.0,5.0,0.2,FA,9,K
Greg Zuerlein,1,3,33.3,25,0,1,0,0,0,1,1,1,4.0,4.0,74.2,DAL,9,K
Blair Walsh,1,2,50.0,33,0,0,1,0,0,1,2,1,4.0,4.0,0.1,FA,9,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.5,SF,9,K
Cody Parkey,1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.4,FA,9,K
Chris Boswell,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,51.0,PIT,9,K
Roberto Aguayo,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1,FA,9,K
Jason Myers,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.1,SEA,9,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,9,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,9,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,9,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,9,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,9,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,9,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,9,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,9,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,9,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,9,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,9,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,9,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,9,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,9,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,9,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,9,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,9,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,9,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,9,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,9,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,9,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,9,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,9,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,9,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,9,K
