player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,62,62,100,6,0,56,56,23.8,38.4,15,2014
Ben Roethlisberger,QB,PIT,1,49,49,100,6,0,57,57,11.9,24.3,15,2014
DeSean Jackson,WR,LV,1,20,20,29,0,15,5,15,1.1,5.5,15,2014
Jared Cook,TE,LAC,1,43,43,54,0,16,7,16,3.2,7.4,15,2014
Marcedes Lewis,TE,GB,1,31,31,50,0,10,10,10,4.0,12.9,15,2014
Matt Ryan,QB,ATL,1,59,59,98,8,0,63,63,13.4,22.7,15,2014
Matthew Stafford,QB,LAR,1,66,66,100,5,0,48,48,16.5,25.0,15,2014
Tom Brady,QB,TB,1,74,74,100,1,0,66,66,5.8,7.8,15,2014
Andre Roberts,WR,LAC,1,1,1,1,100,0,100,100,0.6,60.0,15,2014
Colt McCoy,QB,ARI,1,11,11,15,9,0,91,91,2.5,22.7,15,2014
Jimmy Graham,TE,CHI,1,19,19,26,0,11,5,11,1.3,6.8,15,2014
Rob Gronkowski,TE,TB,1,63,63,85,0,17,3,17,2.9,4.6,15,2014
A.J. Green,WR,ARI,1,56,56,75,0,14,7,14,6.4,11.4,15,2014
Julio Jones,WR,TEN,1,27,27,34,0,4,0,4,0.0,0.0,15,2014
Cam Newton,QB,CAR,1,76,76,100,20,0,70,70,24.3,32.0,15,2014
Mark Ingram II,RB,NO,1,30,30,49,30,7,37,37,1.8,6.0,15,2014
Kyle Rudolph,TE,NYG,1,27,27,43,0,4,4,4,0.9,3.3,15,2014
Luke Stocker,TE,MIN,1,19,19,30,0,0,0,0,0.0,0.0,15,2014
Lee Smith,TE,ATL,1,13,13,22,0,8,0,8,0.0,0.0,15,2014
Ryan Tannehill,QB,TEN,1,80,80,100,6,0,46,46,10.9,13.6,15,2014
Kirk Cousins,QB,MIN,1,64,64,100,3,0,41,41,11.5,18.0,15,2014
Russell Wilson,QB,SEA,1,57,57,100,0,0,54,54,5.2,9.1,15,2014
T.Y. Hilton,WR,IND,1,14,14,27,0,7,7,7,1.9,13.6,15,2014
Marvin Jones Jr.,WR,JAC,1,65,65,93,0,6,3,6,1.4,2.2,15,2014
Brandon Bolden,RB,NE,1,38,38,56,11,13,18,24,4.4,11.6,15,2014
Cole Beasley,WR,BUF,1,32,32,46,0,25,13,25,3.5,10.9,15,2014
Travis Kelce,TE,KC,1,56,56,78,0,23,18,23,31.1,55.5,15,2014
