player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Tavon Austin,WR,JAC,1,28,28,37,0,11,4,11,0.5,1.8,8,2014
Giovani Bernard,RB,TB,1,13,13,21,15,8,23,23,9.7,74.6,8,2014
Rex Burkhead,RB,HOU,1,30,30,49,13,13,27,30,10.8,36.0,8,2014
Geno Smith,QB,SEA,1,57,57,100,4,0,46,46,22.6,39.6,8,2014
Zach Ertz,TE,ARI,1,43,43,73,0,9,9,9,4.2,9.8,8,2014
Kyle Juszczyk,RB,SF,1,31,31,55,0,6,3,6,1.1,3.5,8,2014
Ryan Griffin,TE,NYJ,1,41,41,49,0,2,2,2,0.7,1.7,8,2014
Demetrius Harris,TE,ARI,1,10,10,17,0,0,0,0,0.0,0.0,8,2014
Jack Doyle,TE,IND,1,50,50,63,0,4,4,4,7.2,14.4,8,2014
Teddy Bridgewater,QB,DEN,1,53,53,100,2,0,51,51,12.6,23.8,8,2014
Carlos Hyde,RB,JAC,1,50,50,66,18,16,30,34,7.2,14.4,8,2014
Mike Evans,WR,TB,1,58,58,95,0,7,3,7,10.8,18.6,8,2014
Brandin Cooks,WR,HOU,1,54,54,89,0,11,11,11,14.3,26.5,8,2014
Allen Robinson II,WR,CHI,1,56,56,80,0,7,5,7,2.1,3.8,8,2014
Odell Beckham Jr.,WR,CLE,1,43,43,73,0,2,2,2,0.6,1.4,8,2014
Jarvis Landry,WR,CLE,1,53,53,90,2,19,11,21,5.0,9.4,8,2014
Jimmy Garoppolo,QB,SF,1,56,56,100,9,0,59,59,27.3,48.8,8,2014
Damien Williams,RB,CHI,1,4,4,6,50,0,50,50,-0.3,-7.5,8,2014
Adam Thielen,WR,MIN,1,65,65,98,0,14,9,14,13.8,21.2,8,2014
Cameron Brate,TE,TB,1,37,37,61,0,11,5,11,1.5,4.1,8,2014
Jameis Winston,QB,NO,1,20,20,26,20,0,70,70,10.2,51.0,8,2014
Amari Cooper,WR,DAL,1,63,63,86,0,21,13,21,18.2,28.9,8,2014
DeVante Parker,WR,MIA,1,63,63,91,0,17,13,17,8.5,13.5,8,2014
Kevin White,WR,NO,1,9,9,12,0,11,11,11,3.8,42.2,8,2014
Melvin Gordon III,RB,DEN,1,30,30,57,33,10,43,43,16.2,54.0,8,2014
Ameer Abdullah,RB,CAR,1,22,22,30,36,23,50,59,6.6,30.0,8,2014
Taylor Heinicke,QB,WAS,1,70,70,100,1,0,57,57,13.8,19.7,8,2014
Mike Davis,RB,ATL,1,34,34,64,26,18,41,44,6.6,19.4,8,2014
David Johnson,RB,HOU,1,11,11,18,18,9,27,27,0.3,2.7,8,2014
Jesse James,TE,CHI,1,38,38,54,0,8,8,8,9.8,25.8,8,2014
Tyler Kroft,TE,NYJ,1,51,51,61,0,4,4,4,8.0,15.7,8,2014
MyCole Pruitt,TE,TEN,1,35,35,48,0,6,6,6,2.2,6.3,8,2014
