,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Ja'Marr Chase(CIN),11,12,266,24.2,72,0,3,0,0,0,0,1,44.6,44.6,98.5%
1,2,Amon-Ra St. Brown(DET),8,11,111,13.9,31,0,1,2,23,1,0,1,27.4,27.4,82.8%
2,3,D.K. Metcalf(SEA),6,9,63,10.5,17,0,3,1,6,0,0,1,24.9,24.9,98.9%
3,4,Davante Adams(GB),11,14,136,12.4,30,0,1,0,0,0,0,1,19.6,19.6,100.0%
4,5,Braxton Berrios(NYJ),8,12,65,8.1,11,0,1,2,12,1,1,1,17.7,17.7,6.3%
5,6,Kristian Wilkerson(NE),4,8,42,10.5,20,0,2,0,0,0,0,1,16.2,16.2,0.1%
6,7,Cooper Kupp(LAR),6,7,95,15.8,24,0,1,0,0,0,0,1,15.5,15.5,100.0%
7,8,Antoine Wesley(ARI),4,5,30,7.5,19,0,2,0,0,0,0,1,15.0,15.0,0.3%
8,9,Deebo Samuel(SF),3,6,63,21.0,45,0,1,7,19,0,0,1,14.2,14.2,98.8%
9,10,Cyril Grayson Jr.(TB),6,8,81,13.5,33,0,1,0,0,0,0,1,14.1,14.1,2.8%
10,11,Hunter Renfrow(LV),7,9,76,10.9,24,0,1,0,0,0,0,1,13.6,13.6,89.8%
11,12,Jakobi Meyers(NE),8,8,73,9.1,17,0,1,0,0,0,0,1,13.3,13.3,66.5%
12,13,Allen Lazard(GB),6,6,72,12.0,20,0,1,0,0,0,0,1,13.2,13.2,23.4%
13,14,Darnell Mooney(CHI),7,13,69,9.9,18,0,1,0,0,0,0,1,12.9,12.9,76.3%
14,15,Cedrick Wilson Jr.(DAL),6,6,35,5.8,11,0,1,0,0,0,0,1,12.7,12.7,4.0%
15,16,Brandin Cooks(HOU),7,11,66,9.4,24,0,1,0,0,0,0,1,12.6,12.6,92.7%
16,17,Mike Williams(LAC),3,4,63,21.0,45,0,1,0,0,0,0,1,12.3,12.3,91.9%
17,18,Zay Jones(LV),8,10,120,15.0,42,0,0,1,-1,0,0,1,11.9,11.9,6.0%
18,19,K.J. Osborn(MIN),3,5,50,16.7,30,0,1,0,0,0,0,1,11.0,11.0,39.9%
19,20,Mike Evans(TB),4,7,47,11.8,31,0,1,0,0,0,0,1,10.7,10.7,97.8%
20,21,T.Y. Hilton(IND),1,3,45,45.0,45,0,1,0,0,0,0,1,10.5,10.5,16.8%
21,22,Keenan Allen(LAC),4,9,44,11.0,16,0,1,0,0,0,0,1,10.4,10.4,99.3%
22,23,Odell Beckham Jr.(LAR),5,7,39,7.8,17,0,1,0,0,0,0,1,9.9,9.9,90.8%
23,24,Marquez Callaway(NO),6,10,97,16.2,30,0,0,0,0,0,0,1,9.7,9.7,28.6%
24,25,Tyler Boyd(CIN),4,6,36,9.0,17,0,1,0,0,0,0,1,9.6,9.6,71.3%
25,26,Michael Gallup(DAL),3,4,36,12.0,21,0,1,0,0,0,0,1,9.6,9.6,72.8%
26,27,Brandon Aiyuk(SF),4,6,94,23.5,43,0,0,0,0,0,0,1,9.4,9.4,88.8%
27,28,Demarcus Robinson(KC),2,2,33,16.5,29,0,1,0,0,0,0,1,9.3,9.3,0.8%
28,29,Kendrick Bourne(NE),5,6,76,15.2,46,0,0,2,17,0,0,1,9.3,9.3,23.7%
29,30,Diontae Johnson(PIT),8,15,31,3.9,10,0,1,0,0,0,0,1,9.1,9.1,98.1%
30,31,Tyler Lockett(SEA),3,3,24,8.0,28,0,1,1,7,0,0,1,9.1,9.1,97.5%
