,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Davante Adams(GB),10,13,121,12.1,38,0,2,0,0,0,0,1,24.1,24.1,100.0%
1,2,Tyler Lockett(SEA),5,9,142,28.4,55,0,1,0,0,0,0,1,22.2,22.2,97.5%
2,3,Ja'Marr Chase(CIN),5,8,77,15.4,32,0,2,1,6,0,0,1,20.3,20.3,98.5%
3,4,Cooper Kupp(LAR),13,15,123,9.5,44,0,1,0,0,0,0,1,18.3,18.3,100.0%
4,5,Jakeem Grant Sr.(CHI),1,3,46,46.0,46,0,1,1,5,0,0,1,17.1,17.1,1.2%
5,6,Hunter Renfrow(LV),13,14,117,9.0,19,0,1,0,0,0,1,1,15.7,15.7,89.8%
6,7,Mike Evans(TB),6,6,91,15.2,24,0,1,0,0,0,0,1,15.1,15.1,97.8%
7,8,Allen Lazard(GB),6,7,75,12.5,32,0,1,1,14,0,0,1,14.9,14.9,23.4%
8,9,Jalen Guyton(LAC),3,3,87,29.0,59,0,1,0,0,0,0,1,14.7,14.7,7.1%
9,10,Robby Anderson(CAR),7,12,84,12.0,23,0,1,0,0,0,0,1,14.4,14.4,42.2%
10,11,K.J. Osborn(MIN),3,9,83,27.7,62,0,1,0,0,0,0,1,14.3,14.3,39.9%
11,12,Odell Beckham Jr.(LAR),6,7,77,12.8,40,0,1,0,0,0,0,1,13.7,13.7,90.8%
12,13,Damiere Byrd(CHI),2,2,76,38.0,54,0,1,0,0,0,0,1,13.6,13.6,0.1%
13,14,Justin Jefferson(MIN),7,15,79,11.3,22,0,1,1,-4,0,0,1,13.5,13.5,99.9%
14,15,Cam Sims(WAS),3,4,69,23.0,43,0,1,0,0,0,0,1,12.9,12.9,0.1%
15,16,Van Jefferson(LAR),2,3,58,29.0,52,0,1,1,10,0,0,1,12.8,12.8,68.1%
16,17,Joshua Palmer(LAC),5,7,66,13.2,36,0,1,0,0,0,0,1,12.6,12.6,5.4%
17,18,Brandon Aiyuk(SF),6,10,62,10.3,21,0,1,1,4,0,0,1,12.6,12.6,88.8%
18,19,James Washington(PIT),4,6,65,16.3,30,0,1,0,0,0,0,1,12.5,12.5,1.5%
19,20,Deebo Samuel(SF),1,1,22,22.0,22,0,0,8,37,1,0,1,11.9,11.9,98.8%
