,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Deebo Samuel(SF),5,5,97,19.4,40,0,1,5,36,1,0,1,25.3,25.3,98.8%
1,2,CeeDee Lamb(DAL),6,7,94,15.7,37,0,2,1,12,0,0,1,22.6,22.6,99.7%
2,3,Stefon Diggs(BUF),8,13,162,20.3,57,0,1,0,0,0,0,1,22.2,22.2,100.0%
3,4,Tyreek Hill(KC),7,10,83,11.9,32,0,2,1,2,0,0,1,20.5,20.5,100.0%
4,5,Kendrick Bourne(NE),4,4,98,24.5,48,0,1,3,43,0,0,1,20.1,20.1,23.7%
5,6,DeVonta Smith(PHI),4,6,66,16.5,36,0,2,0,0,0,0,1,18.6,18.6,86.6%
6,7,Bryan Edwards(LV),3,4,88,29.3,37,0,1,0,0,0,0,1,14.8,14.8,8.3%
7,8,Jamal Agnew(JAC),0,5,0,0,0,0,0,3,79,1,0,1,13.9,13.9,1.2%
8,9,Justin Jefferson(MIN),9,11,143,15.9,27,0,0,1,-4,0,0,1,13.9,13.9,99.9%
9,10,Cooper Kupp(LAR),11,13,122,11.1,29,0,0,0,0,0,0,1,12.2,12.2,100.0%
10,11,Mike Evans(TB),2,3,62,31.0,40,0,1,0,0,0,0,1,12.2,12.2,97.8%
11,12,DeAndre Carter(WAS),3,6,56,18.7,22,0,1,1,4,0,0,1,12.0,12.0,1.8%
12,13,Jakobi Meyers(NE),4,4,49,12.3,26,0,1,0,0,0,0,1,10.9,10.9,66.5%
13,14,Hunter Renfrow(LV),7,9,46,6.6,15,0,1,0,0,0,0,1,10.6,10.6,89.8%
14,15,Byron Pringle(KC),4,5,46,11.5,22,0,1,0,0,0,0,1,10.6,10.6,2.7%
15,16,Albert Wilson(MIA),4,5,87,21.8,64,0,0,2,19,0,0,1,10.6,10.6,0.8%
16,17,Gabriel Davis(BUF),3,3,105,35.0,49,0,0,0,0,0,0,1,10.5,10.5,22.3%
17,18,Tre'Quan Smith(NO),4,7,44,11.0,21,0,1,0,0,0,0,1,10.4,10.4,7.5%
18,19,Elijah Moore(NYJ),3,6,44,14.7,25,0,1,0,0,0,0,1,10.4,10.4,49.1%
19,20,Marcus Johnson(TEN),5,6,100,20.0,50,0,0,0,0,0,0,1,10.0,10.0,0.6%
20,21,Keenan Allen(LAC),8,11,98,12.3,26,0,0,0,0,0,0,1,9.8,9.8,99.3%
21,22,Robby Anderson(CAR),4,6,37,9.3,17,0,1,0,0,0,0,1,9.7,9.7,42.2%
22,23,Marquez Callaway(NO),2,4,37,18.5,22,0,1,0,0,0,0,1,9.7,9.7,28.6%
23,24,Isaiah McKenzie(BUF),1,3,12,12.0,12,0,0,2,17,1,0,1,8.9,8.9,5.5%
24,25,Isaiah Ford(MIA),4,4,84,21.0,52,0,0,0,0,0,0,1,8.4,8.4,0.0%
25,26,Rashod Bateman(BAL),6,8,80,13.3,30,0,0,0,0,0,0,1,8.0,8.0,29.1%
26,27,Davante Adams(GB),7,11,78,11.1,34,0,0,0,0,0,0,1,7.8,7.8,100.0%
27,28,James Washington(PIT),2,6,15,7.5,9,0,1,0,0,0,0,1,7.5,7.5,1.5%
28,29,Corey Davis(NYJ),5,7,93,18.6,28,0,0,0,0,0,1,1,7.3,7.3,29.9%
29,30,Michael Pittman Jr.(IND),5,5,71,14.2,27,0,0,0,0,0,0,1,7.1,7.1,92.6%
30,31,Deonte Harty(NO),3,4,84,28.0,46,0,0,1,6,0,1,1,7.0,7.0,8.7%
31,32,Adam Thielen(MIN),5,7,65,13.0,19,0,0,0,0,0,0,1,6.5,6.5,82.7%
32,33,Ray-Ray McCloud(PIT),9,12,63,7.0,17,0,0,0,0,0,0,1,6.3,6.3,1.0%
33,34,Diontae Johnson(PIT),7,13,83,11.9,36,0,0,0,0,0,1,1,6.3,6.3,98.1%
34,35,Amon-Ra St. Brown(DET),4,6,61,15.3,30,0,0,0,0,0,0,1,6.1,6.1,82.8%
35,36,Jaylen Waddle(MIA),4,6,61,15.3,35,0,0,0,0,0,0,1,6.1,6.1,94.6%
36,37,Terry McLaurin(WAS),6,8,59,9.8,21,0,0,0,0,0,0,1,5.9,5.9,97.0%
37,38,Christian Kirk(ARI),7,8,58,8.3,20,0,0,0,0,0,0,1,5.8,5.8,79.5%
38,39,Chris Godwin(TB),7,8,57,8.1,15,0,0,0,0,0,0,1,5.7,5.7,67.1%
39,40,Van Jefferson(LAR),3,7,54,18.0,33,0,0,0,0,0,0,1,5.4,5.4,68.1%
40,41,Jerry Jeudy(DEN),6,9,48,8.0,15,0,0,1,3,0,0,1,5.1,5.1,65.4%
41,42,Emmanuel Sanders(BUF),2,2,27,13.5,16,0,0,1,24,0,0,1,5.1,5.1,46.6%
42,43,Amari Cooper(DAL),4,4,51,12.8,22,0,0,0,0,0,0,1,5.1,5.1,97.7%
43,44,Devin Duvernay(BAL),4,4,28,7.0,11,0,0,1,19,0,0,1,4.7,4.7,1.4%
44,45,Michael Gallup(DAL),3,5,42,14.0,23,0,0,0,0,0,0,1,4.2,4.2,72.8%
45,46,Marquez Valdes-Scantling(GB),1,2,41,41.0,41,0,0,0,0,0,0,1,4.1,4.1,36.0%
46,47,Marquise Brown(BAL),6,13,37,6.2,11,0,0,0,0,0,0,1,3.7,3.7,92.8%
47,48,Marvin Jones Jr.(JAC),2,6,35,17.5,23,0,0,0,0,0,0,1,3.5,3.5,55.4%
48,49,Mike Williams(LAC),4,6,33,8.3,11,0,0,0,0,0,0,1,3.3,3.3,91.9%
49,50,Quez Watkins(PHI),4,6,33,8.3,18,0,0,0,0,0,0,1,3.3,3.3,1.3%
50,51,Mecole Hardman(KC),2,3,27,13.5,27,0,0,1,3,0,0,1,3.0,3.0,29.2%
51,52,Jaelon Darden(TB),1,2,29,29.0,29,0,0,0,0,0,0,1,2.9,2.9,0.1%
52,53,Courtland Sutton(DEN),2,3,29,14.5,26,0,0,0,0,0,0,1,2.9,2.9,67.5%
53,54,Kalif Raymond(DET),4,6,29,7.3,12,0,0,0,0,0,0,1,2.9,2.9,3.3%
54,55,N'Keal Harry(NE),1,1,26,26.0,26,0,0,0,0,0,0,1,2.6,2.6,0.2%
55,56,D.K. Metcalf(SEA),3,8,26,8.7,18,0,0,0,0,0,0,1,2.6,2.6,98.9%
56,57,Jarvis Landry(CLE),4,5,26,6.5,11,0,0,0,0,0,0,1,2.6,2.6,72.5%
57,58,Brandon Aiyuk(SF),3,4,26,8.7,21,0,0,0,0,0,0,1,2.6,2.6,88.8%
58,59,DJ Moore(CAR),4,7,24,6.0,10,0,0,0,0,0,0,1,2.4,2.4,95.7%
59,60,A.J. Brown(TEN),1,4,16,16.0,16,0,0,1,7,0,0,1,2.3,2.3,97.8%
60,61,Tyler Lockett(SEA),2,8,23,11.5,16,0,0,0,0,0,0,1,2.3,2.3,97.5%
61,62,Demarcus Robinson(KC),3,4,23,7.7,13,0,0,0,0,0,0,1,2.3,2.3,0.8%
62,63,Olamide Zaccheaus(ATL),2,7,22,11.0,13,0,0,0,0,0,0,1,2.2,2.2,0.8%
63,64,Zay Jones(LV),1,3,22,22.0,22,0,0,0,0,0,0,1,2.2,2.2,6.0%
64,65,Joshua Palmer(LAC),3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,5.4%
65,66,Laviska Shenault Jr.(JAC),3,8,15,5.0,6,0,0,2,6,0,0,1,2.1,2.1,34.3%
66,67,Nelson Agholor(NE),2,4,21,10.5,11,0,0,0,0,0,0,1,2.1,2.1,13.6%
67,68,Randall Cobb(GB),3,4,21,7.0,8,0,0,0,0,0,0,1,2.1,2.1,7.6%
68,69,Jamison Crowder(NYJ),3,5,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,23.6%
69,70,Terrace Marshall Jr.(CAR),0,2,0,0,0,0,0,0,0,0,0,1,2.0,2.0,3.0%
70,71,Braxton Berrios(NYJ),3,3,19,6.3,7,0,0,0,0,0,0,1,1.9,1.9,6.3%
71,72,Keelan Cole Sr.(NYJ),1,6,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,1.0%
72,73,Laquon Treadwell(JAC),1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,2.5%
73,74,Brandon Zylstra(CAR),2,2,18,9.0,10,0,0,0,0,0,0,1,1.8,1.8,0.1%
74,75,DeSean Jackson(LV),1,1,38,38.0,38,0,0,0,0,0,1,1,1.8,1.8,4.4%
75,76,Noah Brown(DAL),1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.1%
76,77,Odell Beckham Jr.(LAR),2,3,18,9.0,13,0,0,0,0,0,0,1,1.8,1.8,90.8%
77,78,Trinity Benson(DET),2,3,17,8.5,5,0,0,0,0,0,0,1,1.7,1.7,0.0%
78,79,Tyler Johnson(TB),3,5,17,5.7,8,0,0,0,0,0,0,1,1.7,1.7,4.7%
79,80,Donovan Peoples-Jones(CLE),1,5,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,14.3%
80,81,Marcus Kemp(KC),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%
81,82,Ashton Dulin(IND),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.1%
82,83,Cole Beasley(BUF),2,2,15,7.5,8,0,0,0,0,0,0,1,1.5,1.5,63.2%
83,84,Tim Patrick(DEN),3,6,14,4.7,7,0,0,0,0,0,0,1,1.4,1.4,17.6%
84,85,Frank Darby(ATL),1,3,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
85,86,Rondale Moore(ARI),2,4,10,5.0,7,0,0,1,1,0,0,1,1.1,1.1,20.4%
86,87,Nick Westbrook-Ikhine(TEN),1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,8.5%
87,88,Cam Sims(WAS),2,2,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,0.1%
88,89,Zach Pascal(IND),2,2,9,4.5,12,0,0,0,0,0,0,1,0.9,0.9,3.5%
89,90,Chester Rogers(TEN),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.6%
90,91,Ben Skowronek(LAR),1,5,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%
91,92,Malik Turner(DAL),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1%
92,93,Allen Lazard(GB),1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,23.4%
93,94,T.Y. Hilton(IND),1,5,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,16.8%
94,95,Adam Humphries(WAS),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.8%
95,96,A.J. Green(ARI),1,5,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,51.8%
96,97,Jalen Reagor(PHI),1,2,12,12.0,12,0,0,1,-8,0,0,1,0.4,0.4,13.3%
97,98,Jauan Jennings(SF),1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.6%
98,99,Dax Milne(WAS),2,2,22,11.0,15,0,0,0,0,0,1,1,0.2,0.2,0.0%
99,100,Thomas Ives(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,D.J. Montgomery(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,102,Kadarius Toney(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6%
102,103,Seth Williams(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Dazz Newsome(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,105,Steven Sims Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,106,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Gunner Olszewski(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
107,108,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
108,109,Dez Fitzpatrick(TEN),1,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
109,110,Dyami Brown(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
110,111,Ihmir Smith-Marsette(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
111,112,T.J. Vasher(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,113,Tom Kennedy(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
113,114,Anthony Schwartz(CLE),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%
114,115,Jason Moore Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
115,116,Jalen Guyton(LAC),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.1%
116,117,Amari Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%
117,118,Marquez Stevenson(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,119,Tyron Johnson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
119,120,Jeff Smith(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,121,Penny Hart(SEA),0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
121,122,Trenton Irwin(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
122,123,John Ursua(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
123,124,Tutu Atwell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
124,125,Nsimba Webster(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
125,126,Alex Bachman(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
126,127,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
127,128,Shi Smith(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
128,129,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,130,Nico Collins(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%
130,131,Malik Taylor(GB),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
