,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tee Higgins(CIN),12,13,194,16.2,52,0,2,0,0,0,0,1,31.4,31.4,95.2%
1,2,Davante Adams(GB),10,13,114,11.4,33,0,2,0,0,0,0,1,23.4,23.4,100.0%
2,3,A.J. Brown(TEN),11,16,145,13.2,42,0,1,0,0,0,0,1,20.5,20.5,97.8%
3,4,Byron Pringle(KC),6,7,75,12.5,22,0,2,0,0,0,0,1,19.5,19.5,2.7%
4,5,Deebo Samuel(SF),9,11,159,17.7,56,0,0,5,32,0,0,1,19.1,19.1,98.8%
5,6,Isaiah McKenzie(BUF),11,12,125,11.4,28,0,1,1,-1,0,0,1,18.4,18.4,5.5%
6,7,Amon-Ra St. Brown(DET),9,11,91,10.1,24,0,1,2,19,0,0,1,17.0,17.0,82.8%
7,8,Jaylen Waddle(MIA),10,12,92,9.2,24,0,1,0,0,0,0,1,15.2,15.2,94.6%
8,9,Amari Cooper(DAL),7,11,85,12.1,24,0,1,0,0,0,0,1,14.5,14.5,97.7%
9,10,Stefon Diggs(BUF),7,13,85,12.1,23,0,1,0,0,0,0,1,14.5,14.5,100.0%
10,11,Tyler Boyd(CIN),3,5,85,28.3,68,0,1,0,0,0,0,1,14.5,14.5,71.3%
11,12,Malik Turner(DAL),3,3,82,27.3,61,0,1,0,0,0,0,1,14.2,14.2,0.1%
12,13,DeVonta Smith(PHI),5,7,80,16.0,46,0,1,0,0,0,0,1,14.0,14.0,86.6%
13,14,K.J. Osborn(MIN),5,7,68,13.6,30,0,1,0,0,0,0,1,12.8,12.8,39.9%
14,15,Ja'Marr Chase(CIN),7,10,125,17.9,22,0,0,0,0,0,0,1,12.5,12.5,98.5%
15,16,Chris Conley(HOU),3,3,60,20.0,41,0,1,0,0,0,0,1,12.0,12.0,0.4%
16,17,Allen Lazard(GB),2,5,45,22.5,34,0,1,1,13,0,0,1,11.8,11.8,23.4%
17,18,Justin Jefferson(MIN),8,12,116,14.5,34,0,0,0,0,0,0,1,11.6,11.6,99.9%
18,19,Cooper Kupp(LAR),10,13,109,10.9,37,0,0,1,4,0,0,1,11.3,11.3,100.0%
19,20,T.Y. Hilton(IND),4,5,51,12.8,39,0,1,0,0,0,0,1,11.1,11.1,16.8%
20,21,Joshua Palmer(LAC),5,6,43,8.6,12,0,1,0,0,0,0,1,10.3,10.3,5.4%
