,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Cooper Kupp(LAR),10,13,156,15.6,59,0,2,0,0,0,0,1,27.6,27.6,100.0%
1,2,Ja'Marr Chase(CIN),8,10,201,25.1,82,0,1,0,0,0,0,1,26.1,26.1,98.5%
2,3,Mike Evans(TB),6,10,76,12.7,46,0,3,0,0,0,0,1,25.6,25.6,97.8%
3,4,A.J. Brown(TEN),8,9,133,16.6,46,0,1,0,0,0,0,1,19.3,19.3,97.8%
4,5,Terry McLaurin(WAS),7,12,122,17.4,40,0,1,0,0,0,0,1,18.2,18.2,97.0%
5,6,Chris Godwin(TB),8,11,111,13.9,34,0,1,0,0,0,0,1,17.1,17.1,67.1%
6,7,Michael Pittman Jr.(IND),4,4,105,26.3,57,0,1,0,0,0,0,1,16.5,16.5,92.6%
7,8,D.K. Metcalf(SEA),2,5,96,48.0,84,0,1,0,0,0,0,1,15.6,15.6,98.9%
8,9,Deebo Samuel(SF),7,11,100,14.3,29,0,1,0,0,0,1,1,14.0,14.0,98.8%
9,10,Marquise Brown(BAL),5,14,80,16.0,39,0,1,0,0,0,0,1,14.0,14.0,92.8%
10,11,Davante Adams(GB),6,7,76,12.7,26,0,1,0,0,0,0,1,13.6,13.6,100.0%
11,12,Russell Gage(ATL),4,6,67,16.8,49,0,1,0,0,0,0,1,12.7,12.7,60.2%
12,13,Allen Lazard(GB),5,6,60,12.0,19,0,1,0,0,0,0,1,12.0,12.0,23.4%
13,14,Kendrick Bourne(NE),4,4,68,17.0,46,0,0,0,0,0,0,1,11.8,11.8,23.7%
14,15,Kalif Raymond(DET),6,8,115,19.2,37,0,0,1,1,0,0,1,11.6,11.6,3.3%
15,16,DeAndre Hopkins(ARI),7,9,53,7.6,15,0,1,0,0,0,0,1,11.3,11.3,69.3%
16,17,Nelson Agholor(NE),2,5,51,25.5,26,0,1,0,0,0,0,1,11.1,11.1,13.6%
17,18,Christian Kirk(ARI),4,5,50,12.5,19,0,1,0,0,0,0,1,11.0,11.0,79.5%
18,19,Corey Davis(NYJ),4,6,47,11.8,22,0,1,0,0,0,0,1,10.7,10.7,29.9%
19,20,Dante Pettis(NYG),5,5,39,7.8,27,0,1,0,0,0,0,1,10.5,10.5,0.1%
20,21,Bryan Edwards(LV),3,4,43,14.3,24,0,1,0,0,0,0,1,10.3,10.3,8.3%
21,22,Van Jefferson(LAR),4,7,43,10.8,22,0,1,0,0,0,0,1,10.3,10.3,68.1%
22,23,Elijah Moore(NYJ),1,6,13,13.0,13,0,0,1,19,1,0,1,9.2,9.2,49.1%
23,24,Robert Woods(LAR),6,6,70,11.7,22,0,0,0,0,0,0,1,9.0,9.0,29.9%
24,25,Calvin Ridley(ATL),4,10,26,6.5,11,0,1,0,0,0,0,1,8.6,8.6,56.8%
25,26,Jalen Reagor(PHI),2,2,25,12.5,17,0,1,1,0,0,0,1,8.5,8.5,13.3%
26,27,Jaylen Waddle(MIA),7,8,83,11.9,19,0,0,0,0,0,0,1,8.3,8.3,94.6%
27,28,Rashod Bateman(BAL),3,6,80,26.7,35,0,0,0,0,0,0,1,8.0,8.0,29.1%
28,29,Mack Hollins(MIA),2,3,13,6.5,9,0,1,0,0,0,0,1,7.3,7.3,0.2%
29,30,DJ Moore(CAR),6,10,73,12.2,21,0,0,0,0,0,0,1,7.3,7.3,95.7%
30,31,Byron Pringle(KC),5,6,73,14.6,25,0,0,0,0,0,0,1,7.3,7.3,2.7%
31,32,Isaiah Ford(MIA),1,1,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
32,33,Courtland Sutton(DEN),5,5,68,13.6,31,0,0,0,0,0,0,1,6.8,6.8,67.5%
33,34,Tyreek Hill(KC),6,9,49,8.2,17,0,0,1,18,0,0,1,6.7,6.7,100.0%
34,35,A.J. Green(ARI),3,3,66,22.0,41,0,0,0,0,0,0,1,6.6,6.6,51.8%
35,36,Darius Slayton(NYG),5,9,63,12.6,16,0,0,0,0,0,0,1,6.3,6.3,4.3%
36,37,Tee Higgins(CIN),7,15,62,8.9,11,0,0,0,0,0,0,1,6.2,6.2,95.2%
37,38,DeVonta Smith(PHI),5,9,61,12.2,20,0,0,0,0,0,0,1,6.1,6.1,86.6%
