rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
23.0,Chris Blewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,CLE,K,2013
24.0,Adam Vinatieri,35.0,40.0,87.5,52.0,0.0,6.0,10.0,15.0,4.0,34.0,34.0,15.0,0.0,0.0,0.2,FA,K,2013
25.0,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,LV,K,2013
26.0,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,HOU,K,2013
27.0,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,LAC,K,2013
28.0,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2013
29.0,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,ATL,K,2013
30.0,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,KC,K,2013
31.0,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,CAR,K,2013
32.0,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,PHI,K,2013
33.0,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TEN,K,2013
34.0,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,NO,K,2013
35.0,Jonathan Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.1,FA,K,2013
36.0,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,CLE,K,2013
37.0,Jake Verity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,K,2013
38.0,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,CIN,K,2013
39.0,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,DET,K,2013
40.0,Jose Borregales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2013
41.0,Quinn Nordin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,K,2013
42.0,Chris Naggar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DAL,K,2013
43.0,Brian Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,WAS,K,2013
44.0,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2013
45.0,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,IND,K,2013
46.0,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,BUF,K,2013
47.0,JJ Molson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2013
48.0,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2013
49.0,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,K,2013
50.0,Lirim Hajrullahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,CAR,K,2013
51.0,Austin MacGinnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,K,2013
52.0,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,SEA,K,2013
53.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,MIA,K,2013
54.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2013
55.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2013
56.0,Phil Dawson,32.0,36.0,88.9,56.0,0.0,12.0,6.0,10.0,4.0,44.0,44.0,16.0,0.0,0.0,0.1,FA,K,2013
57.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2013
58.0,Rian Lindell,23.0,29.0,79.3,54.0,0.0,3.0,12.0,4.0,4.0,31.0,31.0,16.0,0.0,0.0,0.0,FA,K,2013
59.0,Rob Bironas,25.0,29.0,86.2,55.0,0.0,10.0,8.0,5.0,2.0,41.0,41.0,16.0,0.0,0.0,0.0,FA,K,2013
60.0,Sebastian Janikowski,21.0,30.0,70.0,53.0,0.0,6.0,4.0,8.0,3.0,37.0,37.0,16.0,0.0,0.0,20.0,FA,K,2013
61.0,Shaun Suisham,30.0,32.0,93.8,48.0,0.0,9.0,13.0,8.0,0.0,39.0,39.0,16.0,0.0,0.0,0.0,FA,K,2013
62.0,Shayne Graham,2.0,2.0,100.0,40.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,FA,K,2013
63.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2013
64.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2013
65.0,Jay Feely,30.0,36.0,83.3,52.0,0.0,9.0,7.0,11.0,3.0,37.0,37.0,16.0,0.0,0.0,0.0,FA,K,2013
66.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2013
67.0,Billy Cundiff,21.0,26.0,80.8,51.0,0.0,7.0,5.0,7.0,2.0,32.0,32.0,16.0,0.0,0.0,0.0,FA,K,2013
68.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2013
69.0,Dan Carpenter,33.0,36.0,91.7,55.0,0.0,13.0,6.0,10.0,4.0,32.0,32.0,16.0,0.0,0.0,0.2,FA,K,2013
70.0,David Akers,19.0,24.0,79.2,53.0,1.0,5.0,6.0,4.0,3.0,42.0,42.0,16.0,0.0,0.0,0.0,FA,K,2013
71.0,Garrett Hartley,22.0,30.0,73.3,55.0,2.0,5.0,5.0,9.0,1.0,41.0,41.0,14.0,0.0,0.0,0.0,FA,K,2013
72.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2013
73.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2013
74.0,Josh Brown,23.0,26.0,88.5,52.0,0.0,8.0,7.0,7.0,1.0,31.0,31.0,16.0,0.0,0.0,0.0,FA,K,2013
75.0,Josh Scobee,23.0,25.0,92.0,55.0,0.0,3.0,12.0,4.0,4.0,22.0,22.0,16.0,0.0,0.0,0.0,FA,K,2013
76.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2013
77.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2013
78.0,Matt Bryant,24.0,27.0,88.9,53.0,0.0,9.0,7.0,5.0,3.0,39.0,39.0,16.0,0.0,0.0,1.1,FA,K,2013
79.0,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,LAC,K,2013
80.0,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,PIT,K,2013
81.0,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,DEN,K,2013
82.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2013
83.0,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,CHI,K,2013
84.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2013
85.0,Caleb Sturgis,26.0,34.0,76.5,54.0,1.0,4.0,10.0,8.0,3.0,33.0,33.0,16.0,0.0,0.0,0.0,FA,K,2013
86.0,Nick Novak,34.0,37.0,91.9,50.0,1.0,9.0,13.0,9.0,2.0,42.0,42.0,16.0,0.0,0.0,0.1,FA,K,2013
87.0,John Potter,3.0,4.0,75.0,43.0,0.0,2.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,FA,K,2013
88.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2013
89.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2013
90.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2013
91.0,Alex Henery,23.0,28.0,82.1,51.0,0.0,8.0,7.0,7.0,1.0,45.0,45.0,16.0,0.0,0.0,0.0,FA,K,2013
92.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2013
93.0,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,K,2013
94.0,Blair Walsh,26.0,30.0,86.7,54.0,0.0,7.0,12.0,5.0,2.0,43.0,44.0,16.0,0.0,0.0,0.1,FA,K,2013
