Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Jimmy Graham(CHI),86,143,"1,215",14.1,56,19,16,0,0,0,0,16,217.5,13.6,0.8%
2,Jason Witten(FA),73,111,851,11.7,34,13,8,0,0,0,0,16,133.1,8.3,0.1%
3,Greg Olsen(FA),73,111,816,11.2,31,12,6,0,0,0,0,16,117.6,7.4,7.0%
4,Rob Gronkowski(TB),39,66,592,15.2,50,10,4,0,0,0,0,7,83.2,11.9,97.7%
5,Garrett Graham(FA),49,89,545,11.1,42,8,5,0,0,0,1,13,82.5,6.3,0.0%
6,Zach Ertz(ARI),36,56,469,13.0,38,8,4,0,0,0,0,16,70.9,4.4,85.8%
7,Jordan Reed(FA),45,60,499,11.1,38,3,3,1,18,0,0,9,69.7,7.7,19.0%
8,Marcedes Lewis(GB),25,47,359,14.4,41,7,4,0,0,0,1,11,57.9,5.3,0.2%
9,Tyler Eifert(FA),39,59,445,11.4,61,5,2,0,0,0,0,15,56.5,3.8,0.0%
10,Kyle Rudolph(FA),30,46,313,10.4,31,6,3,0,0,0,0,8,49.3,6.2,0.3%
11,Luke Willson(FA),20,28,272,13.6,39,4,1,0,0,0,0,16,33.2,2.1,0.0%
12,Ryan Griffin(NYJ),19,28,244,12.8,40,3,1,0,0,0,0,15,30.4,2.0,0.6%
13,Bruce Miller(FA),25,36,243,9.7,43,2,0,7,13,0,0,14,25.6,1.8,0.0%
14,Levine Toilolo(NYG),11,14,55,5.0,12,0,2,0,0,0,0,16,17.5,1.1,0.0%
15,Vance McDonald(FA),8,19,119,14.9,25,3,0,0,0,0,0,15,11.9,0.8,0.0%
16,Josh Hill(FA),6,10,44,7.3,9,0,1,1,-8,0,0,14,9.6,0.7,0.0%
17,Lee Smith(FA),5,9,78,15.6,28,2,0,0,0,0,0,16,7.8,0.5,0.0%
18,Virgil Green(FA),9,12,45,5.0,10,0,0,0,0,0,0,16,4.5,0.3,0.0%
19,Jack Doyle(FA),5,7,19,3.8,8,0,0,0,0,0,0,15,1.9,0.1,2.2%
20,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
21,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
22,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
25,Alex Smith(FA),3,6,12,4.0,7,0,1,0,0,0,0,16,0.0,0.0,0.0%
26,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
27,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
28,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
29,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
30,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
