,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,87,87,99,2,0,67,67,23.7,27.2
1,Alex Smith,QB,KC,1,52,52,100,8,0,54,54,17.3,33.3
2,Brian Hoyer,QB,CHI,1,20,20,42,0,0,55,55,2.0,10.0
3,Danny Amendola,WR,NE,1,19,19,33,0,0,0,0,0.0,0.0
4,Darren Sproles,RB,PHI,1,26,26,45,12,12,19,23,4.9,18.8
5,DeSean Jackson,WR,WAS,1,54,54,74,0,15,9,15,3.5,6.5
6,Drew Brees,QB,NO,1,75,75,100,0,0,64,64,24.7,32.9
7,Eli Manning,QB,NYG,1,57,57,100,4,0,68,68,7.6,13.3
8,Frank Gore,RB,IND,1,57,57,81,30,9,39,39,14.3,25.1
9,Joe Flacco,QB,BAL,1,58,58,100,2,0,78,78,5.5,9.5
10,Julian Edelman,WR,NE,1,51,51,89,0,20,18,20,4.0,7.8
11,Larry Fitzgerald,WR,ARI,1,93,93,98,0,15,10,15,7.0,7.5
12,LeSean McCoy,RB,BUF,1,23,23,40,35,0,35,35,1.1,4.8
13,Marcedes Lewis,TE,JAC,1,25,25,37,0,12,4,12,1.1,4.4
14,Matt Ryan,QB,ATL,1,65,65,100,5,0,57,57,13.7,21.1
15,Matthew Slater,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0
16,Matthew Stafford,QB,DET,1,53,53,100,4,0,58,58,17.8,33.6
17,Michael Crabtree,WR,OAK,1,50,50,69,0,22,16,22,15.6,31.2
18,Philip Rivers,QB,SD,1,75,75,100,1,0,60,60,14.6,19.5
19,Ryan Fitzpatrick,QB,NYJ,1,44,44,65,2,0,34,34,8.7,19.8
20,Tom Brady,QB,NE,1,57,57,100,9,0,54,54,18.2,31.9
21,Vernon Davis,TE,WAS,1,71,71,97,0,8,8,8,7.9,11.1
22,Golden Tate,WR,DET,1,44,44,83,0,27,14,27,9.3,21.1
23,Andre Roberts,WR,DET,1,20,20,38,0,10,5,10,2.0,10.0
24,Emmanuel Sanders,WR,DEN,1,52,52,81,0,15,8,15,8.6,16.5
25,Jimmy Graham,TE,SEA,1,61,61,97,0,16,8,16,5.3,8.7
26,Rob Gronkowski,TE,NE,1,52,52,91,0,8,8,8,15.3,29.4
27,Antonio Brown,WR,PIT,1,59,59,81,2,19,14,20,11.9,20.2
28,Logan Paulsen,TE,CHI,1,19,19,40,0,0,0,0,0.0,0.0
29,A.J. Green,WR,CIN,1,52,52,85,0,15,15,15,22.9,44.0
30,Julio Jones,WR,ATL,1,57,57,88,0,26,16,26,17.4,30.5
31,Mark Ingram II,RB,NO,1,38,38,51,42,11,53,53,12.2,32.1
32,Randall Cobb,WR,GB,1,78,78,89,6,19,21,26,17.6,22.6
33,Kyle Rudolph,TE,MIN,1,72,72,95,0,15,7,15,5.5,7.6
34,Andy Dalton,QB,CIN,1,61,61,100,0,0,46,46,20.3,33.3
35,Lance Kendricks,TE,LAR,1,67,67,85,0,13,10,13,5.5,8.2
36,Luke Stocker,TE,TB,1,41,41,55,0,0,0,0,0.0,0.0
37,Anthony Sherman,RB,KC,1,11,11,21,0,9,9,9,0.0,0.0
38,Dwayne Harris,WR,NYG,1,3,3,5,0,0,0,0,0.0,0.0
39,Tyrod Taylor,QB,BUF,1,57,57,100,12,0,61,61,24.3,42.6
40,Virgil Green,TE,DEN,1,39,39,61,0,0,0,0,0.0,0.0
41,Ryan Tannehill,QB,MIA,1,73,73,100,8,0,42,42,16.3,22.3
42,Kirk Cousins,QB,WAS,1,73,73,100,4,0,58,58,21.9,30.0
43,Russell Wilson,QB,SEA,1,63,63,100,2,2,62,62,8.7,13.8
