,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
38,Kyle Rudolph,TE,MIN,1,51,51,88,0,20,18,20,6.4,12.5
39,Andy Dalton,QB,CIN,1,75,75,100,4,0,68,68,12.7,16.9
40,Lance Kendricks,TE,LAR,1,36,36,68,0,19,11,19,11.1,30.8
41,Luke Stocker,TE,TB,1,38,38,57,0,3,3,3,0.3,0.8
42,Taiwan Jones,RB,OAK,1,4,4,5,0,25,25,25,1.5,37.5
43,Anthony Sherman,RB,KC,1,17,17,20,0,0,0,0,0.0,0.0
44,Dion Lewis,RB,NE,1,23,23,32,26,30,43,57,5.8,25.2
45,Dwayne Harris,WR,NYG,1,6,6,11,0,17,17,17,7.3,121.7
46,Tyrod Taylor,QB,BUF,1,55,55,100,13,0,45,45,20.4,37.1
47,Virgil Green,TE,DEN,1,50,50,63,0,0,0,0,0.0,0.0
48,Ryan Tannehill,QB,MIA,1,59,59,100,10,0,61,61,26.8,45.4
49,Kirk Cousins,QB,WAS,1,75,75,100,1,0,72,72,30.2,40.3
50,Russell Wilson,QB,SEA,1,63,63,100,13,0,65,65,10.0,15.9
51,Lamar Miller,RB,HOU,1,48,48,70,40,8,46,48,5.5,11.5
52,Mohamed Sanu Sr.,WR,ATL,1,62,62,89,2,13,15,15,7.0,11.3
53,T.Y. Hilton,WR,IND,1,25,25,40,0,20,12,20,5.4,21.6
54,Travis Benjamin,WR,SD,1,37,37,66,0,5,3,5,0.8,2.2
55,Marvin Jones Jr.,WR,DET,1,59,59,97,0,19,7,19,5.4,9.2
56,Rhett Ellison,TE,MIN,1,23,23,40,0,9,4,9,2.1,9.1
57,Alfred Morris,RB,DAL,1,5,5,9,20,0,20,20,1.2,24.0
58,Derek Carrier,TE,WAS,1,15,15,20,0,7,7,7,0.4,2.7
59,Cole Beasley,WR,DAL,1,35,35,63,0,17,14,17,5.6,16.0
60,Chris Hogan,WR,NE,1,67,67,92,0,7,6,7,7.0,10.4
61,Garrett Celek,TE,SF,1,33,33,42,0,9,6,9,5.9,17.9
62,Jermaine Kearse,WR,SEA,1,50,50,79,0,10,2,10,1.8,3.6
63,Josh Bellamy,WR,CHI,1,46,46,58,0,20,9,20,4.1,8.9
64,Travis Kelce,TE,KC,1,77,77,91,0,19,10,19,10.1,13.1
65,Marquise Goodwin,WR,BUF,1,43,43,78,0,9,5,9,1.3,3.0
66,Russell Shepard,WR,TB,1,32,32,48,0,9,6,9,2.3,7.2
67,DeAndre Hopkins,WR,HOU,1,67,67,97,0,15,7,15,7.0,10.4
68,Kenny Stills,WR,MIA,1,51,51,86,0,12,6,12,13.2,25.9
69,Cordarrelle Patterson,RB,MIN,1,34,34,59,3,15,18,18,3.7,10.9
70,Tavon Austin,WR,LAR,1,40,40,75,3,10,13,13,11.5,28.8
71,Le'Veon Bell,RB,PIT,1,47,47,87,49,11,57,60,20.2,43.0
72,Theo Riddick,RB,DET,1,48,48,79,19,10,29,29,5.8,12.1
73,Chris Thompson,RB,WAS,1,43,43,57,9,14,21,23,3.4,7.9
74,Rex Burkhead,RB,CIN,1,38,38,51,13,5,18,18,4.8,12.6
75,Kenjon Barner,RB,PHI,1,6,6,10,17,17,33,33,1.2,20.0
76,Matt Barkley,QB,CHI,1,80,80,100,3,0,70,70,20.6,25.8
77,Zach Ertz,TE,PHI,1,55,55,93,0,11,5,11,3.6,6.5
78,Jordan Reed,TE,WAS,1,36,36,48,0,33,28,33,21.5,59.7
79,Tyler Eifert,TE,CIN,1,66,66,88,0,17,8,17,12.8,19.4
80,Levine Toilolo,TE,ATL,1,40,40,57,0,3,3,3,1.8,4.5
81,Vance McDonald,TE,SF,1,57,57,73,0,14,7,14,6.0,10.5
82,Kyle Juszczyk,RB,BAL,1,25,25,37,0,20,12,20,1.8,7.2
83,Luke Willson,TE,SEA,1,2,2,3,0,50,50,50,1.1,55.0
84,Latavius Murray,RB,OAK,1,49,49,66,39,8,45,47,14.8,30.2
85,Ryan Griffin,TE,HOU,1,27,27,39,0,19,15,19,3.6,13.3
86,Demetrius Harris,TE,KC,1,30,30,35,0,3,0,3,2.0,6.7
87,Zach Line,RB,MIN,1,6,6,10,17,0,17,17,0.2,3.3
88,James Develin,RB,NE,1,25,25,34,0,8,4,8,0.5,2.0
89,Jack Doyle,TE,IND,1,38,38,60,0,5,5,5,2.5,6.6
90,Patrick DiMarco,RB,ATL,1,20,20,29,0,5,0,5,0.0,0.0
91,Blake Bortles,QB,JAC,1,68,68,100,12,0,50,50,21.1,31.0
92,Derek Carr,QB,OAK,1,70,70,95,7,0,61,61,17.3,24.7
93,Carlos Hyde,RB,SF,1,49,49,63,27,12,37,39,15.5,31.6
94,Devonta Freeman,RB,ATL,1,39,39,56,41,8,46,49,19.7,50.5
95,Sammy Watkins,WR,BUF,1,25,25,45,0,12,12,12,8.0,32.0
96,Mike Evans,WR,TB,1,55,55,82,0,20,15,20,22.4,40.7
97,Brandin Cooks,WR,NO,1,45,45,61,0,0,0,0,0.0,0.0
98,Davante Adams,WR,GB,1,64,64,90,0,9,8,9,23.3,36.4
99,Jordan Matthews,WR,PHI,1,24,24,41,0,17,17,17,4.7,19.6
100,Donte Moncrief,WR,IND,1,62,62,98,0,18,10,18,10.5,16.9
101,Allen Robinson II,WR,JAC,1,66,66,97,0,6,3,6,2.4,3.6
102,Odell Beckham Jr.,WR,NYG,1,44,44,79,0,25,14,25,21.6,49.1
103,Jarvis Landry,WR,MIA,1,55,55,93,0,13,7,13,4.7,8.5
104,Paul Richardson Jr.,WR,SEA,1,15,15,24,0,20,7,20,1.7,11.3
105,Eric Ebron,TE,DET,1,49,49,80,0,2,0,2,0.0,0.0
106,Trey Burton,TE,PHI,1,19,19,32,0,21,16,21,1.0,5.3
107,James White,RB,NE,1,26,26,36,0,35,15,35,2.2,8.5
108,Jerick McKinnon,RB,MIN,1,36,36,62,25,8,33,33,7.6,21.1
109,John Brown,WR,ARI,1,26,26,39,0,8,4,8,1.9,7.3
110,Richard Rodgers,TE,GB,1,26,26,37,0,4,0,4,0.0,0.0
111,Ryan Grant,WR,WAS,1,13,13,17,0,8,0,8,0.0,0.0
112,Damien Williams,RB,MIA,1,11,11,19,9,18,27,27,1.8,16.4
113,Albert Wilson,WR,KC,1,58,58,68,0,10,3,10,0.6,1.0
114,Taylor Gabriel,WR,ATL,1,36,36,51,3,14,14,17,22.2,61.7
115,Willie Snead IV,WR,NO,1,40,40,54,0,18,15,20,9.8,24.5
116,Allen Hurns,WR,JAC,1,54,54,79,0,13,2,13,7.2,13.3
117,Bennie Fowler III,WR,DEN,1,21,21,26,0,10,5,10,13.6,64.8
118,Dontrelle Inman,WR,SD,1,53,53,95,0,11,11,11,17.9,33.8
119,Keith Smith,RB,DAL,1,8,8,14,0,0,0,0,0.0,0.0
120,Adam Thielen,WR,MIN,1,55,55,95,0,20,15,20,5.3,9.6
121,Cameron Brate,TE,TB,1,41,41,61,0,12,10,12,4.9,12.0
122,Roosevelt Nix,RB,PIT,1,15,15,28,0,0,0,0,0.0,0.0
123,Josh Hill,TE,NO,1,58,58,78,0,10,10,10,7.4,12.8
124,Darren Fells,TE,ARI,1,7,7,11,0,0,0,0,0.0,0.0
125,Seth Roberts,WR,OAK,1,55,55,74,0,7,5,7,11.1,20.2
126,Marcus Mariota,QB,TEN,1,58,58,100,7,0,47,47,21.6,37.2
127,Jameis Winston,QB,TB,1,67,67,100,7,0,49,49,16.0,23.9
128,Amari Cooper,WR,OAK,1,71,71,96,0,10,6,10,2.2,3.1
129,DeVante Parker,WR,MIA,1,37,37,63,0,16,8,16,6.4,17.3
130,Melvin Gordon III,RB,SD,1,51,51,91,33,8,41,41,8.9,17.5
131,Todd Gurley II,RB,LAR,1,34,34,64,38,12,50,50,8.9,26.2
132,Devin Funchess,WR,CAR,1,32,32,49,0,6,6,6,1.9,5.9
133,Tevin Coleman,RB,ATL,1,32,32,46,25,6,31,31,7.3,22.8
134,Duke Johnson Jr.,RB,CLE,1,35,35,47,14,14,26,31,4.0,11.4
135,Jay Ajayi,RB,MIA,1,47,47,80,38,4,40,43,11.6,24.7
136,T.J. Yeldon,RB,JAC,1,23,23,34,26,9,30,35,2.0,8.7
137,David Johnson,RB,ARI,1,58,58,88,22,19,36,41,22.1,38.1
138,Malcolm Brown,RB,WAS,1,7,7,9,43,0,43,43,0.9,12.9
139,Clive Walford,TE,OAK,1,43,43,58,0,9,7,9,10.3,24.0
140,Nick O'Leary,TE,BUF,1,18,18,33,0,6,0,6,0.0,0.0
141,Jesse James,TE,PIT,1,41,41,76,0,2,0,2,0.0,0.0
142,Tyler Kroft,TE,CIN,1,21,21,28,0,0,0,0,0.0,0.0
143,Nick Boyle,TE,BAL,1,20,20,29,0,0,0,0,0.0,0.0
144,Blake Bell,TE,SF,1,15,15,19,0,7,0,7,0.0,0.0
145,Justin Hardy,WR,ATL,1,14,14,20,0,29,21,29,4.7,33.6
146,Tyler Lockett,WR,SEA,1,52,52,83,2,12,2,13,0.9,1.7
147,Breshad Perriman,WR,BAL,1,23,23,34,0,13,4,13,7.4,32.2
148,Jamison Crowder,WR,WAS,1,59,59,79,0,17,14,17,8.8,14.9
149,Ty Montgomery,RB,GB,1,16,16,23,6,13,19,19,1.4,8.8
150,Phillip Dorsett II,WR,IND,1,47,47,75,0,13,6,13,3.1,6.6
151,Darren Waller,TE,BAL,1,27,27,40,0,7,7,7,1.4,5.2
152,Trevor Siemian,QB,DEN,1,80,80,100,6,0,49,49,29.0,36.3
153,James O'Shaughnessy,TE,KC,1,8,8,9,0,13,13,13,-0.1,-1.3
154,Chris Conley,WR,KC,1,85,85,100,0,5,4,5,2.6,3.1
155,Michael Burton,RB,DET,1,2,2,3,0,0,0,0,0.0,0.0
156,J.J. Nelson,WR,ARI,1,37,37,56,0,11,5,11,3.0,8.1
157,Tyrell Williams,WR,SD,1,49,49,88,0,29,16,29,13.0,26.5
158,Eric Tomlinson,TE,NYJ,1,7,7,12,0,0,0,0,0.0,0.0
159,Daniel Brown,TE,CHI,1,49,49,61,0,8,6,8,8.4,17.1
160,Adam Humphries,WR,TB,1,39,39,58,5,3,8,8,2.1,5.4
161,Laquon Treadwell,WR,MIN,1,34,34,59,0,0,0,0,0.0,0.0
162,Ezekiel Elliott,RB,DAL,1,46,46,82,43,4,48,48,24.0,52.2
163,Jared Goff,QB,LAR,1,53,53,100,0,0,60,60,16.6,31.3
164,Corey Coleman,WR,CLE,1,66,66,88,0,11,5,11,9.8,14.8
165,Derrick Henry,RB,TEN,1,14,14,24,57,0,57,57,12.0,85.7
166,Carson Wentz,QB,PHI,1,59,59,100,7,0,68,68,17.5,29.7
167,Michael Thomas,WR,NO,1,50,50,68,0,20,18,20,22.8,45.6
168,Alex Collins,RB,SEA,1,6,6,10,0,0,0,0,0.0,0.0
169,Tyler Boyd,WR,CIN,1,55,55,73,0,16,9,16,6.2,11.3
170,Paul Perkins,RB,NYG,1,22,22,39,41,9,50,50,4.3,19.5
171,Devontae Booker,RB,DEN,1,46,46,58,52,4,54,57,10.1,22.0
172,Pharoh Cooper,WR,LAR,1,14,14,26,0,0,0,0,0.0,0.0
173,Hunter Henry,TE,SD,1,28,28,50,0,11,7,11,8.0,28.6
174,Sterling Shepard,WR,NYG,1,51,51,91,2,0,2,2,2.2,4.3
175,Austin Hooper,TE,ATL,1,33,33,47,0,6,6,6,0.8,2.4
176,Jordan Howard,RB,CHI,1,53,53,66,34,9,40,43,12.7,24.0
177,Rashard Higgins,WR,CLE,1,20,20,27,0,10,10,10,3.4,17.0
178,Tajae Sharpe,WR,TEN,1,41,41,71,0,7,5,7,1.1,2.7
179,Dak Prescott,QB,DAL,1,56,56,100,14,0,57,57,21.7,38.8
180,Jonathan Williams,RB,BUF,1,15,15,27,20,7,20,27,1.2,8.0
181,Tyler Higbee,TE,LAR,1,23,23,43,0,4,0,4,0.0,0.0
182,Will Fuller V,WR,HOU,1,53,53,77,0,11,8,11,6.0,11.3
183,Kenyan Drake,RB,MIA,1,3,3,5,33,0,33,33,0.9,30.0
184,Nick Vannett,TE,SEA,1,2,2,3,0,0,0,0,0.0,0.0
185,Chris Moore,WR,BAL,1,4,4,6,0,0,0,0,0.0,0.0
186,Seth DeValve,TE,CLE,1,20,20,27,0,20,15,20,3.9,19.5
187,Wendell Smallwood,RB,PHI,1,22,22,37,41,5,45,45,4.7,21.4
188,Jakeem Grant Sr.,WR,MIA,1,2,2,3,0,0,0,0,0.0,0.0
189,Robby Anderson,WR,NYJ,1,44,44,77,0,5,5,5,1.4,3.2
190,Cody Core,WR,CIN,1,11,11,15,0,9,0,9,0.0,0.0
191,Alex Erickson,WR,CIN,1,13,13,17,0,8,8,8,0.7,5.4
192,Stephen Anderson,TE,HOU,1,8,8,12,0,13,13,13,0.8,10.0
193,Andy Janovich,RB,DEN,1,32,32,40,0,3,3,3,-0.1,-0.3
194,Derek Watt,RB,SD,1,6,6,11,0,0,0,0,0.0,0.0
195,Kevin Hogan,QB,CLE,1,1,1,1,0,0,0,0,0.0,0.0
196,Tyreek Hill,WR,KC,1,57,57,67,2,18,18,19,17.5,30.7
197,Johnny Holton,WR,OAK,1,2,2,3,0,50,50,50,3.0,150.0
198,Jerell Adams,TE,NYG,1,11,11,20,0,0,0,0,0.0,0.0
199,Ben Braunecker,TE,CHI,1,15,15,19,0,13,7,13,1.4,9.3
200,Dwayne Washington,RB,DET,1,13,13,21,38,0,38,38,1.9,14.6
201,Geronimo Allison,WR,GB,1,5,5,7,0,0,0,0,0.0,0.0
202,Danny Vitale,RB,CLE,1,12,12,16,0,8,8,8,-0.4,-3.3
203,Mike Thomas,WR,LAR,1,6,6,11,0,0,0,0,0.0,0.0
204,Peyton Barber,RB,TB,1,14,14,21,36,7,43,43,2.0,14.3
205,Chester Rogers,WR,IND,1,27,27,43,0,4,0,4,0.0,0.0
206,Alex Ellis,TE,JAC,1,20,20,29,0,0,0,0,0.0,0.0
207,Jalen Richard,RB,OAK,1,13,13,18,54,0,54,54,2.3,17.7
208,Joshua Perkins,TE,ATL,1,3,3,4,0,0,0,0,0.0,0.0
209,Tommylee Lewis,WR,NO,1,3,3,4,33,67,33,100,0.7,23.3
