,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tyler Huntley(BAL),28,40,70.0,215,5.4,2,0,1,13,73,2,0,1,35.9,35.9,28.7%
1,2,Patrick Mahomes II(KC),31,47,66.0,410,8.7,3,1,1,3,32,0,1,1,30.6,30.6,100.0%
2,3,Jalen Hurts(PHI),20,26,76.9,296,11.4,1,1,3,8,38,2,1,1,28.6,28.6,94.4%
3,4,Cam Newton(CAR),18,38,47.4,156,4.1,1,1,4,15,71,1,0,1,24.3,24.3,20.3%
4,5,Justin Herbert(LAC),22,38,57.9,236,6.2,2,1,0,5,16,1,0,1,24.0,24.0,98.8%
5,6,Aaron Rodgers(GB),23,31,74.2,268,8.6,3,0,3,4,11,0,0,1,23.8,23.8,97.4%
6,7,Josh Allen(BUF),19,34,55.9,210,6.2,3,1,4,3,24,0,0,1,21.8,21.8,100.0%
7,8,Jared Goff(DET),21,26,80.8,216,8.3,3,0,2,0,0,0,0,1,20.6,20.6,5.3%
8,9,Mac Jones(NE),26,45,57.8,299,6.6,2,2,1,1,12,0,0,1,19.2,19.2,28.5%
9,10,Justin Fields(CHI),26,39,66.7,285,7.3,1,0,3,7,35,0,1,1,16.9,16.9,21.0%
10,11,Matthew Stafford(LAR),21,29,72.4,244,8.4,2,1,4,3,-3,0,0,1,16.5,16.5,97.2%
11,12,Tua Tagovailoa(MIA),16,27,59.3,196,7.3,2,2,1,7,19,0,0,1,15.7,15.7,44.2%
12,13,Davis Mills(HOU),19,30,63.3,209,7.0,2,1,1,1,2,0,0,1,15.6,15.6,3.7%
13,14,Jimmy Garoppolo(SF),18,23,78.3,235,10.2,1,0,0,3,4,0,0,1,13.8,13.8,23.3%
14,15,Kyler Murray(ARI),23,41,56.1,257,6.3,1,1,2,4,3,0,0,1,13.6,13.6,99.3%
15,16,Matt Ryan(ATL),19,32,59.4,236,7.4,1,0,3,5,20,0,1,1,13.4,13.4,36.3%
16,17,Joe Burrow(CIN),15,22,68.2,157,7.1,1,0,3,5,25,0,0,1,12.8,12.8,88.3%
17,18,Zach Wilson(NYJ),13,23,56.5,170,7.4,0,0,6,4,12,1,1,1,12.0,12.0,6.6%
18,19,Ben Roethlisberger(FA),16,25,64.0,148,5.9,0,0,3,3,0,1,0,1,11.9,11.9,23.8%
19,20,Kirk Cousins(MIN),12,24,50.0,87,3.6,2,1,4,2,10,0,0,1,11.5,11.5,70.7%
20,21,Derek Carr(LV),25,38,65.8,236,6.2,1,1,2,3,7,0,1,1,11.1,11.1,58.1%
21,22,Ryan Tannehill(TEN),23,32,71.9,153,4.8,0,1,4,5,18,1,1,1,10.9,10.9,62.7%
22,23,Dak Prescott(DAL),28,37,75.7,217,5.9,1,0,3,2,-1,0,1,1,10.6,10.6,98.2%
23,24,Trevor Lawrence(JAC),22,38,57.9,210,5.5,0,0,3,5,21,0,0,1,10.5,10.5,23.9%
24,25,Nick Mullens(CLE),20,30,66.7,147,4.9,1,0,0,0,0,0,0,1,9.9,9.9,0.3%
25,26,Taysom Hill(NO),13,27,48.1,154,5.7,0,0,2,11,33,0,0,1,9.5,9.5,53.2%
26,27,Garrett Gilbert(WAS),20,31,64.5,194,6.3,0,0,2,0,0,0,0,1,7.8,7.8,0.1%
27,28,Carson Wentz(IND),5,12,41.7,57,4.8,1,1,1,8,17,0,0,1,7.0,7.0,44.0%
28,29,Tom Brady(FA),26,48,54.2,214,4.5,0,1,4,1,2,0,1,1,5.8,5.8,99.1%
29,30,Drew Lock(DEN),6,12,50.0,88,7.3,1,0,1,1,-2,0,1,1,5.3,5.3,1.5%
30,31,Russell Wilson(SEA),17,31,54.8,156,5.0,0,1,3,0,0,0,0,1,5.2,5.2,90.4%
31,32,Teddy Bridgewater(DEN),12,22,54.5,98,4.5,0,0,2,3,10,0,0,1,4.9,4.9,15.6%
32,33,Jake Fromm(NYG),6,12,50.0,82,6.8,0,0,1,0,0,0,0,1,3.3,3.3,0.8%
