,Player,REC,YDS,TDS,FL,FPTS
0,Travis KelceKC,6.9,88.4,0.8,0.1,13.5
1,Darren WallerLV,7.0,83.3,0.6,0.1,12.0
2,George KittleSF,5.2,64.9,0.5,0.1,9.5
3,Mark AndrewsBAL,4.8,58.8,0.6,0.0,9.5
4,Rob GronkowskiTB,3.7,46.2,0.6,0.0,8.4
5,Noah FantDEN,4.5,51.4,0.5,0.0,7.9
6,Kyle PittsATL,4.6,52.9,0.4,0.0,7.6
7,Tyler HigbeeLAR,4.0,44.6,0.4,0.0,6.9
8,Jared CookLAC,3.5,43.9,0.3,0.0,6.4
9,Austin HooperCLE,3.4,35.4,0.2,0.0,5.0
10,Mike GesickiMIA,2.8,34.1,0.2,0.0,4.7
11,Hunter HenryNE,2.9,34.4,0.2,0.0,4.7
12,Jonnu SmithNE,3.0,32.7,0.2,0.0,4.5
13,Dawson KnoxBUF,2.6,29.8,0.2,0.0,4.5
14,Cole KmetCHI,3.1,32.4,0.2,0.0,4.4
15,Jack DoyleIND,2.9,31.3,0.2,0.0,4.2
16,Gerald EverettSEA,2.6,28.6,0.2,0.0,4.1
17,Blake JarwinDAL,2.6,29.9,0.2,0.0,4.0
18,Dalton SchultzDAL,3.0,29.5,0.2,0.0,3.9
19,Evan EngramNYG,2.8,28.9,0.2,0.0,3.8
20,David NjokuCLE,2.1,26.8,0.2,0.0,3.6
21,Anthony FirkserTEN,2.0,24.0,0.2,0.0,3.6
22,Dan ArnoldJAC,2.0,25.3,0.2,0.0,3.6
23,Hayden HurstATL,2.6,25.9,0.2,0.0,3.5
24,Tyler ConklinMIN,2.6,27.1,0.1,0.0,3.5
25,C.J. UzomahCIN,2.6,26.2,0.1,0.0,3.3
26,Pat FreiermuthPIT,2.3,25.4,0.1,0.0,3.3
27,Adam TrautmanNO,2.2,25.3,0.1,0.0,3.3
28,Eric EbronPIT,2.2,23.1,0.2,0.0,3.2
29,Pharaoh BrownHOU,2.2,24.7,0.1,0.0,3.2
30,Juwan JohnsonNO,1.9,22.8,0.1,0.0,3.1
31,Albert OkwuegbunamDEN,2.2,22.9,0.2,0.1,3.1
32,Zach ErtzARI,2.0,22.1,0.1,0.0,2.9
33,Will DisslySEA,1.7,17.9,0.2,0.0,2.7
34,Tyler KroftNYJ,2.0,19.8,0.1,0.0,2.7
35,Luke FarrellJAC,1.7,18.5,0.1,0.0,2.6
36,Harrison BryantCLE,1.6,18.1,0.1,0.0,2.6
37,Jordan AkinsHOU,1.8,18.7,0.1,0.0,2.4
38,Mo Alie-CoxIND,1.5,17.8,0.1,0.0,2.3
39,Kyle RudolphNYG,1.6,15.2,0.1,0.0,2.3
40,Chris ManhertzJAC,1.5,17.1,0.1,0.0,2.2
41,Geoff SwaimTEN,1.5,14.0,0.1,0.0,2.0
42,MyCole PruittTEN,1.3,14.7,0.1,0.0,2.0
43,Tommy HudsonTEN,1.2,12.5,0.1,0.0,2.0
44,O.J. HowardTB,1.1,15.2,0.1,0.0,2.0
45,Tommy TrembleCAR,1.0,10.9,0.1,0.0,1.7
46,Jimmy GrahamCHI,1.0,12.6,0.1,0.0,1.6
47,Ian ThomasCAR,1.1,10.8,0.1,0.0,1.5
48,Giovanni RicciCAR,0.8,8.3,0.1,0.0,1.4
49,Cameron BrateTB,0.8,8.7,0.1,0.0,1.3
50,Foster MoreauLV,0.7,7.6,0.1,0.0,1.2
51,Drew SampleCIN,1.2,10.4,0.0,0.0,1.2
52,Derek CarrierLV,0.7,7.2,0.1,0.0,1.2
53,Marcedes LewisGB,0.8,8.7,0.0,0.0,1.1
54,Hunter LongMIA,1.1,10.4,0.0,0.1,1.1
55,Josh OliverBAL,0.8,8.2,0.0,0.0,1.1
56,Noah GrayKC,0.8,7.8,0.1,0.0,1.1
57,Eric SaubertDEN,0.8,7.0,0.1,0.0,1.0
58,Dominique DafneyGB,0.7,7.2,0.1,0.0,1.0
59,Chris Herndon IVMIN,0.7,7.6,0.0,0.0,1.0
60,Stephen AndersonLAC,0.8,7.7,0.0,0.0,1.0
61,Durham SmytheMIA,0.8,7.3,0.0,0.0,0.9
62,Ben EllefsonMIN,0.6,5.6,0.1,0.0,0.9
63,Reggie GilliamBUF,0.4,3.6,0.1,0.0,0.8
64,Blake BellKC,0.5,5.2,0.0,0.0,0.8
65,Tommy SweeneyBUF,0.5,6.1,0.0,0.0,0.8
66,Jacob HarrisLAR,0.5,4.7,0.1,0.0,0.8
67,Jacob HollisterJAC,0.6,6.1,0.0,0.0,0.7
68,Colin ThompsonCAR,0.4,4.2,0.1,0.0,0.7
69,Josiah DeguaraGB,0.6,6.3,0.0,0.0,0.7
70,John BatesWAS,0.7,5.9,0.0,0.1,0.7
71,Ross DwelleySF,0.5,5.2,0.0,0.0,0.7
72,Deon YelderARI,0.6,5.5,0.0,0.0,0.7
73,Adam ShaheenMIA,0.4,5.1,0.0,0.1,0.6
74,Andrew BeckDEN,0.3,2.7,0.1,0.0,0.6
75,Kaden SmithNYG,0.5,4.2,0.0,0.0,0.5
76,Darrell DanielsARI,0.4,4.5,0.0,0.0,0.5
77,Cethan CarterMIA,0.2,2.0,0.0,0.0,0.4
78,Charlie WoernerSF,0.3,3.3,0.0,0.0,0.3
79,Demetrius HarrisARI,0.3,2.8,0.0,0.0,0.3
80,Zach GentryPIT,0.4,3.3,0.0,0.0,0.3
81,J.P. HoltzCHI,0.3,3.3,0.0,0.0,0.3
82,Jesse JamesCHI,0.4,3.3,0.0,0.0,0.3
83,Garrett GriffinNO,0.3,3.3,0.0,0.0,0.3
84,Nick BoyleBAL,0.2,1.9,0.0,0.0,0.3
85,Kylen GransonIND,0.2,3.0,0.0,0.0,0.3
86,Trevon WescoNYJ,0.2,2.6,0.0,0.0,0.3
87,Antony AuclairHOU,0.2,2.2,0.0,0.0,0.2
88,Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
89,Tyler MabrySEA,0.2,2.0,0.0,0.0,0.2
90,Mitchell WilcoxCIN,0.2,2.0,0.0,0.0,0.2
91,Brandon DillonNYJ,0.1,1.3,0.0,0.0,0.2
92,Daniel BrownNYJ,0.1,1.2,0.0,0.0,0.1
93,Colby ParkinsonSEA,0.1,0.5,0.0,0.0,0.1
94,Jeremy SprinkleDAL,0.1,0.8,0.0,0.0,0.1
95,Hunter BryantDET,0.1,0.6,0.0,0.0,0.1
96,Jared PinkneyDET,0.1,0.6,0.0,0.0,0.1
97,Richard RodgersPHI,0.0,0.6,0.0,0.0,0.1
98,Jason CroomPHI,0.0,0.5,0.0,0.0,0.1
99,Nick VannettNO,0.0,0.5,0.0,0.0,0.0
