,Player,REC,YDS,TDS,FL,FPTS
0,Travis KelceKC,7.0,86.8,0.8,0.1,13.1
1,Darren WallerLV,7.8,86.3,0.8,0.1,13.0
2,Mark AndrewsBAL,5.5,70.3,0.6,0.1,10.4
3,Kyle PittsATL,4.8,59.4,0.4,0.0,8.5
4,Mike GesickiMIA,4.9,56.3,0.5,0.0,8.5
5,Tyler HigbeeLAR,3.7,44.0,0.5,0.0,7.4
6,Hunter HenryNE,3.7,40.8,0.5,0.0,7.0
7,Noah FantDEN,4.5,47.6,0.3,0.0,6.6
8,Zach ErtzARI,3.3,36.3,0.4,0.0,5.9
9,O.J. HowardTB,2.7,33.5,0.2,0.0,4.8
10,Foster MoreauLV,2.5,26.6,0.3,0.0,4.7
11,Evan EngramNYG,3.3,35.8,0.2,0.1,4.4
12,C.J. UzomahCIN,2.6,27.2,0.2,0.0,3.9
13,Cole KmetCHI,3.1,29.6,0.1,0.0,3.8
14,Jonnu SmithNE,2.4,24.9,0.2,0.0,3.7
15,Cameron BrateTB,2.4,24.3,0.2,0.0,3.7
16,Mo Alie-CoxIND,2.2,25.8,0.2,0.0,3.6
17,Anthony FirkserTEN,2.3,26.4,0.1,0.0,3.5
18,Ross DwelleySF,2.2,24.1,0.2,0.0,3.4
19,Austin HooperCLE,2.6,25.1,0.1,0.0,3.4
20,Gerald EverettSEA,2.5,25.1,0.1,0.0,3.2
21,David NjokuCLE,2.0,23.7,0.1,0.0,3.0
22,Adam TrautmanNO,1.8,21.8,0.1,0.0,3.0
23,Hayden HurstATL,2.2,23.2,0.1,0.0,3.0
24,Ian ThomasCAR,1.8,19.2,0.1,0.0,2.7
25,Durham SmytheMIA,1.9,19.3,0.1,0.0,2.6
26,Tommy TrembleCAR,1.7,17.5,0.1,0.0,2.6
27,Jordan AkinsHOU,2.1,21.2,0.1,0.0,2.5
28,Juwan JohnsonNO,1.6,17.8,0.1,0.0,2.5
29,Geoff SwaimTEN,1.5,17.1,0.1,0.0,2.2
30,Nick BoyleBAL,1.4,15.3,0.1,0.0,2.1
31,Pharaoh BrownHOU,1.6,17.1,0.1,0.0,2.1
32,Will DisslySEA,1.5,15.4,0.1,0.0,2.1
33,Jack DoyleIND,1.5,14.4,0.1,0.0,1.9
34,Marcedes LewisGB,1.1,12.8,0.1,0.0,1.9
35,Kyle RudolphNYG,1.4,14.1,0.1,0.0,1.8
36,Richard RodgersPHI,1.0,11.3,0.1,0.0,1.7
37,MyCole PruittTEN,0.8,9.4,0.1,0.0,1.6
38,Jason CroomPHI,0.9,10.2,0.1,0.0,1.5
39,Noah GrayKC,0.9,10.1,0.1,0.0,1.3
40,John BatesWAS,1.1,9.9,0.1,0.0,1.3
41,Albert OkwuegbunamDEN,1.0,9.4,0.1,0.0,1.3
42,Harrison BryantCLE,0.8,9.2,0.1,0.0,1.2
43,Charlie WoernerSF,0.8,8.7,0.1,0.0,1.2
44,Matt BushmanKC,0.8,8.1,0.1,0.0,1.2
45,Jimmy GrahamCHI,0.9,8.5,0.1,0.0,1.2
46,Adam ShaheenMIA,0.7,7.0,0.0,0.0,1.0
47,Josh OliverBAL,0.8,8.1,0.0,0.0,1.0
48,Tyler KroftNYJ,1.0,9.0,0.0,0.0,0.9
49,Blake BellKC,0.8,6.7,0.0,0.0,0.9
50,Eric SaubertDEN,0.8,6.8,0.0,0.0,0.9
51,Jacob HarrisLAR,0.4,5.3,0.1,0.0,0.8
52,Drew SampleCIN,0.8,6.4,0.0,0.0,0.8
53,Antony AuclairHOU,0.5,4.9,0.1,0.0,0.8
54,Garrett GriffinNO,0.5,7.0,0.0,0.0,0.7
55,Colin ThompsonCAR,0.4,3.9,0.1,0.0,0.7
56,Colby ParkinsonSEA,0.8,6.6,0.0,0.0,0.7
57,Andrew BeckDEN,0.3,3.1,0.1,0.0,0.6
58,Jesper HorstedCHI,0.4,3.1,0.1,0.0,0.6
59,Demetrius HarrisARI,0.5,6.0,0.0,0.0,0.6
60,Kylen GransonIND,0.6,5.7,0.0,0.0,0.6
61,Josiah DeguaraGB,0.5,5.5,0.0,0.0,0.6
62,Tanner HudsonSF,0.4,5.0,0.0,0.0,0.5
63,Noah TogiaiPHI,0.5,5.0,0.0,0.0,0.5
64,J.P. HoltzCHI,0.4,4.2,0.0,0.0,0.4
65,Trevon WescoNYJ,0.4,4.2,0.0,0.0,0.4
66,Darrell DanielsARI,0.3,4.0,0.0,0.0,0.4
67,Kaden SmithNYG,0.4,3.5,0.0,0.0,0.4
68,Kenny YeboahNYJ,0.3,3.0,0.0,0.0,0.3
69,Nick BowersLV,0.2,3.0,0.0,0.0,0.3
70,Sammis ReyesWAS,0.3,3.0,0.0,0.0,0.3
71,Hunter LongMIA,0.3,3.0,0.0,0.0,0.3
72,Eric TomlinsonBAL,0.2,3.0,0.0,0.0,0.3
73,Jesse JamesCHI,0.4,2.5,0.0,0.0,0.3
74,Cethan CarterMIA,0.3,2.4,0.0,0.0,0.2
75,Daniel BrownNYJ,0.2,2.0,0.0,0.0,0.2
76,Mitchell WilcoxCIN,0.1,2.0,0.0,0.0,0.2
77,Deon YelderARI,0.2,2.0,0.0,0.0,0.2
