,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
68,Stefon Diggs,WR,BUF,1,58,58,83,0,12,7,12,9.5,16.4
69,Chris Manhertz,TE,JAC,1,18,18,26,0,6,6,6,1.1,6.1
70,C.J. Uzomah,TE,CIN,1,42,42,79,0,10,7,10,1.8,4.3
71,DeAndre Carter,WR,WAS,1,27,27,49,4,11,11,15,2.4,8.9
72,James O'Shaughnessy,TE,JAC,1,44,44,63,0,9,9,9,6.0,13.6
73,Chris Conley,WR,HOU,1,38,38,64,0,11,5,11,1.2,3.2
74,Geoff Swaim,TE,TEN,1,59,59,74,0,3,2,3,0.5,0.8
75,Michael Burton,RB,KC,1,6,6,8,17,33,50,50,8.7,145.0
76,Damiere Byrd,WR,CHI,1,66,66,90,0,9,8,9,4.2,6.4
77,Adam Humphries,WR,WAS,1,34,34,62,0,18,9,18,2.3,6.8
78,Laquon Treadwell,WR,JAC,1,68,68,97,0,13,9,13,5.7,8.4
79,Ezekiel Elliott,RB,DAL,1,44,44,62,36,9,43,45,13.2,30.0
80,Jared Goff,QB,DET,1,64,64,98,0,0,41,41,20.6,32.2
81,Carson Wentz,QB,IND,1,52,52,100,15,0,38,38,7.0,13.5
82,Tyler Boyd,WR,CIN,1,46,46,87,0,13,11,13,15.6,33.9
83,Devontae Booker,RB,NYG,1,28,28,44,29,7,36,36,8.2,29.3
84,Pharoh Cooper,WR,NYG,1,3,3,5,0,67,0,67,0.0,0.0
85,Hunter Henry,TE,NE,1,55,55,81,0,15,11,15,19.7,35.8
86,Sterling Shepard,WR,NYG,1,51,51,81,0,12,4,12,1.5,2.9
87,Jordan Howard,RB,PHI,1,34,34,48,44,0,44,44,6.9,20.3
88,Rashard Higgins,WR,CLE,1,44,44,79,0,11,7,11,2.4,5.5
89,Tajae Sharpe,WR,ATL,1,33,33,55,0,3,0,3,0.0,0.0
90,Dak Prescott,QB,DAL,1,71,71,100,3,0,55,55,10.6,14.9
91,Jonathan Williams,RB,WAS,1,2,2,4,50,0,50,50,0.5,25.0
92,Jacoby Brissett,QB,MIA,1,3,3,4,33,0,33,33,0.2,6.7
93,Nick Vannett,TE,NO,1,35,35,57,0,3,0,3,0.0,0.0
94,Demarcus Robinson,WR,KC,1,49,49,68,0,6,0,6,0.0,0.0
95,Jakeem Grant Sr.,WR,CHI,1,10,10,14,20,0,20,20,1.7,17.0
96,Robby Anderson,WR,CAR,1,76,76,100,3,11,7,13,6.2,8.2
97,Stephen Anderson,TE,LAC,1,38,38,48,0,3,3,3,1.2,3.2
98,Tyreek Hill,WR,KC,1,60,60,83,0,22,20,22,20.8,34.7
99,Peyton Barber,RB,LV,1,13,13,19,38,8,46,46,4.6,35.4
100,Chester Rogers,WR,TEN,1,28,28,35,0,14,14,14,3.0,10.7
101,Kalif Raymond,WR,DET,1,45,45,69,0,7,4,7,2.0,4.4
102,Jaydon Mickens,WR,JAC,1,1,1,1,0,0,0,0,0.0,0.0
103,Jalen Richard,RB,LV,1,11,11,16,0,0,0,0,0.0,0.0
104,C.J. Ham,RB,MIN,1,25,25,39,0,4,4,4,0.3,1.2
105,Elijhaa Penny,RB,NYG,1,2,2,3,0,0,0,0,0.0,0.0
106,Dalvin Cook,RB,MIN,1,57,57,89,49,5,53,54,9.1,16.0
107,Mike Williams,WR,LAC,1,65,65,81,0,14,5,14,4.9,7.5
108,Leonard Fournette,RB,TB,1,33,33,45,27,21,48,48,6.7,20.3
109,O.J. Howard,TE,TB,1,10,10,14,0,10,0,10,0.0,0.0
110,David Njoku,TE,CLE,1,56,56,100,0,9,5,9,2.9,5.2
111,Chris Godwin,WR,TB,1,16,16,22,0,44,38,44,4.9,30.6
112,D'Onta Foreman,RB,TEN,1,31,31,39,71,10,77,81,13.5,43.5
113,Evan Engram,TE,NYG,1,55,55,87,0,9,7,9,3.3,6.0
114,Patrick Mahomes II,QB,KC,1,72,72,100,4,0,69,69,30.6,42.5
115,Joe Mixon,RB,CIN,1,31,31,58,55,3,58,58,6.0,19.4
116,Alvin Kamara,RB,NO,1,37,37,61,30,16,35,46,3.1,8.4
117,Samaje Perine,RB,CIN,1,16,16,30,25,13,38,38,4.3,26.9
118,Zay Jones,WR,LV,1,59,59,86,0,15,10,15,6.7,11.4
119,Isaiah Ford,WR,MIA,1,19,19,27,0,16,16,16,5.1,26.8
120,Cooper Kupp,WR,LAR,1,62,62,94,2,21,16,23,25.7,41.5
121,Josh Reynolds,WR,DET,1,41,41,63,0,15,15,15,12.8,31.2
122,Jeremy McNichols,RB,TEN,1,23,23,29,26,13,39,39,5.1,22.2
123,James Conner,RB,ARI,1,33,33,44,24,6,30,30,7.0,21.2
124,Gerald Everett,TE,SEA,1,48,48,84,0,8,8,8,6.0,12.5
125,Jonnu Smith,TE,NE,1,17,17,25,6,18,12,24,0.5,2.9
126,Jeremy Sprinkle,TE,DAL,1,17,17,24,0,12,12,12,2.1,12.4
127,Austin Ekeler,RB,LAC,1,27,27,34,44,15,59,59,14.2,52.6
128,Kenny Golladay,WR,NYG,1,57,57,90,0,14,5,14,5.3,9.3
129,Mack Hollins,WR,MIA,1,13,13,18,0,8,0,8,0.0,0.0
130,George Kittle,TE,SF,1,55,55,96,0,11,11,11,9.3,16.9
131,Jacob Hollister,TE,JAC,1,20,20,29,0,0,0,0,0.0,0.0
132,Cody Hollister,WR,TEN,1,56,56,70,0,4,2,4,0.5,0.9
133,Tim Patrick,WR,DEN,1,71,71,95,0,7,4,7,10.2,14.4
134,Mo Alie-Cox,TE,IND,1,40,40,77,0,3,0,3,0.0,0.0
135,Isaiah McKenzie,WR,BUF,1,20,20,29,5,10,10,15,1.5,7.5
136,Aaron Jones,RB,GB,1,39,39,63,33,5,38,38,13.0,33.3
137,Alex Armah Jr.,RB,WAS,1,2,2,4,0,0,0,0,0.0,0.0
138,Nick Mullens,QB,CLE,1,56,56,100,0,0,54,54,9.9,17.7
139,Ricky Seals-Jones,TE,WAS,1,33,33,60,0,21,12,21,2.9,8.8
140,Anthony Firkser,TE,TEN,1,17,17,21,0,12,12,12,-0.1,-0.6
141,Keelan Cole Sr.,WR,NYJ,1,43,43,75,0,5,5,7,0.9,2.1
142,Dare Ogunbowale,RB,JAC,1,10,10,14,10,20,20,30,0.6,6.0
143,Pharaoh Brown,TE,HOU,1,45,45,76,0,4,4,4,0.5,1.1
144,Zach Pascal,WR,IND,1,34,34,65,0,6,3,6,2.3,6.8
145,Matt Breida,RB,BUF,1,3,3,4,33,0,33,33,0.1,3.3
146,Kendrick Bourne,WR,NE,1,48,48,71,4,6,10,10,6.3,13.1
147,Taysom Hill,QB,NO,1,61,61,100,18,0,62,62,9.5,15.6
148,Greg Ward,WR,PHI,1,22,22,31,0,14,9,14,8.8,40.0
149,Brandon Zylstra,WR,CAR,1,54,54,71,0,7,4,7,1.7,3.1
150,Saquon Barkley,RB,NYG,1,37,37,59,41,22,51,62,5.4,14.6
151,Ronald Jones II,RB,TB,1,22,22,30,36,9,45,45,7.1,32.3
152,Royce Freeman,RB,HOU,1,9,9,15,33,0,33,33,0.8,8.9
153,Nick Chubb,RB,CLE,1,37,37,66,62,3,65,65,15.3,41.4
154,Myles Gaskin,RB,MIA,1,26,26,37,38,0,38,38,5.4,20.8
155,Courtland Sutton,WR,DEN,1,69,69,92,0,10,3,10,1.2,1.7
156,James Washington,WR,PIT,1,17,17,35,0,29,18,29,3.6,21.2
157,Michael Gallup,WR,DAL,1,65,65,92,0,8,5,8,3.2,4.9
158,Tre'Quan Smith,WR,NO,1,40,40,66,0,8,5,8,1.7,4.3
159,DJ Moore,WR,CAR,1,69,69,91,0,16,9,16,6.8,9.9
160,Christian Kirk,WR,ARI,1,72,72,96,0,17,13,17,15.4,21.4
161,Mark Andrews,TE,BAL,1,56,56,80,0,23,18,23,25.6,45.7
162,Dallas Goedert,TE,PHI,1,66,66,93,0,14,11,14,13.5,20.5
163,Mike Gesicki,TE,MIA,1,45,45,63,0,18,11,18,4.3,9.6
164,Hayden Hurst,TE,ATL,1,25,25,42,0,8,8,8,0.6,2.4
165,Braxton Berrios,WR,NYJ,1,19,19,33,11,5,16,16,9.6,50.5
166,Nyheim Hines,RB,IND,1,10,10,19,0,20,10,20,6.8,68.0
167,Josh Allen,QB,BUF,1,70,70,100,4,0,53,53,21.8,31.1
168,Justin Jackson,RB,LAC,1,43,43,54,30,2,33,33,9.9,23.0
169,Allen Lazard,WR,GB,1,49,49,79,2,8,6,10,2.8,5.7
170,Rashaad Penny,RB,SEA,1,24,24,42,46,8,54,54,4.4,18.3
171,Sony Michel,RB,LAR,1,48,48,73,38,4,42,42,11.5,24.0
172,Dalton Schultz,TE,DAL,1,61,61,86,0,13,13,13,12.7,20.8
173,Godwin Igwebuike,RB,DET,1,12,12,18,17,17,33,33,-0.9,-7.5
174,Ian Thomas,TE,CAR,1,42,42,55,0,2,2,2,0.5,1.2
175,Jordan Akins,TE,HOU,1,20,20,34,0,15,10,15,2.4,12.0
176,Chase Edmonds,RB,ARI,1,29,29,39,21,3,21,24,5.3,18.3
177,Durham Smythe,TE,MIA,1,65,65,92,0,2,2,2,0.4,0.6
178,Darrel Williams,RB,KC,1,21,21,29,24,5,24,29,1.2,5.7
179,Noah Fant,TE,DEN,1,60,60,80,0,10,8,10,5.7,9.5
180,Marquez Valdes-Scantling,WR,GB,1,41,41,66,0,17,12,17,15.8,38.5
181,Ray-Ray McCloud,WR,PIT,1,33,33,67,0,9,3,9,0.0,0.0
182,Tyler Conklin,TE,MIN,1,47,47,73,0,6,2,6,0.7,1.5
183,Russell Gage,WR,ATL,1,48,48,80,0,25,17,25,15.1,31.5
184,Byron Pringle,WR,KC,1,46,46,64,0,9,7,9,2.2,4.8
185,Brandon Powell,WR,LAR,1,2,2,3,0,0,0,0,0.0,0.0
186,Christian Blake,WR,ATL,1,7,7,12,0,14,0,14,0.0,0.0
187,Trent Sherfield,WR,SF,1,5,5,9,0,20,0,20,0.0,0.0
188,Jordan Veasy,WR,HOU,1,15,15,25,0,0,0,0,0.0,0.0
189,Cam Sims,WR,WAS,1,25,25,45,0,4,4,4,1.3,5.2
190,Jeff Wilson Jr.,RB,SF,1,50,50,88,42,4,46,46,17.9,35.8
191,Dontrell Hilliard,RB,TEN,1,29,29,36,31,21,45,52,5.9,20.3
192,Will Dissly,TE,SEA,1,26,26,46,0,4,4,4,0.3,1.2
193,Malik Turner,WR,DAL,1,6,6,8,0,17,17,17,0.6,10.0
194,D.K. Metcalf,WR,SEA,1,53,53,93,0,23,11,23,5.2,9.8
195,N'Keal Harry,WR,NE,1,36,36,53,0,14,6,14,5.2,14.4
196,Drew Lock,QB,DEN,1,32,32,43,3,0,41,41,5.3,16.6
197,Marquise Brown,WR,BAL,1,62,62,89,0,23,16,23,4.3,6.9
198,David Montgomery,RB,CHI,1,51,51,70,35,12,45,47,6.3,12.4
199,Deebo Samuel,WR,SF,1,46,46,81,13,11,24,26,14.9,32.4
200,Albert Okwuegbunam,TE,DEN,1,30,30,40,0,13,10,13,5.8,19.3
201,Josh Jacobs,RB,LV,1,45,45,65,33,9,40,42,9.4,20.9
202,Devin Singletary,RB,BUF,1,65,65,93,34,2,35,35,15.6,24.0
203,Miles Sanders,RB,PHI,1,35,35,49,51,6,57,57,14.6,41.7
204,Collin Johnson,WR,NYG,1,7,7,11,0,14,14,14,1.6,22.9
205,Tommy Sweeney,TE,BUF,1,22,22,31,0,5,0,5,0.0,0.0
206,Hunter Renfrow,WR,LV,1,54,54,78,0,9,6,9,3.2,5.9
207,Daniel Helm,TE,LV,1,11,11,16,0,9,9,9,-0.1,-0.9
208,Foster Moreau,TE,LV,1,69,69,100,0,13,10,13,6.5,9.4
209,Andy Isabella,WR,ARI,1,12,12,16,0,8,8,8,1.3,10.8
210,Kendall Blanton,TE,LAR,1,43,43,65,0,2,0,2,0.0,0.0
211,Terry McLaurin,WR,WAS,1,49,49,89,0,8,4,8,5.1,10.4
212,Qadree Ollison,RB,ATL,1,3,3,5,33,33,67,67,0.7,23.3
213,Jesper Horsted,TE,CHI,1,2,2,3,0,50,50,50,7.9,395.0
214,Cody Thompson,WR,SEA,1,1,1,2,0,0,0,0,0.0,0.0
215,Drew Sample,TE,CIN,1,16,16,30,0,6,6,6,0.2,1.3
216,Trevon Wesco,TE,NYJ,1,14,14,25,0,7,7,7,1.9,13.6
217,Mecole Hardman,WR,KC,1,31,31,43,3,13,10,16,1.1,3.5
218,Darrell Henderson Jr.,RB,LAR,1,18,18,27,33,11,44,44,2.7,15.0
219,Jakobi Meyers,WR,NE,1,64,64,94,2,19,11,20,5.3,8.3
220,Kyler Murray,QB,ARI,1,64,64,85,6,0,70,70,13.6,21.3
221,Antoine Wesley,WR,ARI,1,64,64,85,0,13,5,13,1.9,3.0
222,Diontae Johnson,WR,PIT,1,48,48,98,2,10,13,13,4.8,10.0
223,Chase Claypool,WR,PIT,1,31,31,63,3,6,3,10,1.9,6.1
224,Dawson Knox,TE,BUF,1,63,63,90,0,8,6,8,3.8,6.0
225,Tyler Johnson,WR,TB,1,70,70,95,0,10,6,10,4.1,5.9
226,Bryan Edwards,WR,LV,1,48,48,70,0,8,6,8,6.8,14.2
227,Justin Herbert,QB,LAC,1,80,80,100,6,0,54,54,24.0,30.0
228,Ashton Dulin,WR,IND,1,28,28,54,7,0,7,7,3.9,13.9
229,Jakob Johnson,RB,NE,1,10,10,15,0,0,0,0,0.0,0.0
230,Zach Gentry,TE,PIT,1,37,37,76,0,3,3,3,1.7,4.6
231,Juwann Winfree,WR,GB,1,15,15,24,0,7,0,7,0.0,0.0
232,Tony Pollard,RB,DAL,1,29,29,41,41,10,52,52,8.7,30.0
233,Darius Slayton,WR,NYG,1,39,39,62,0,8,5,8,2.3,5.9
234,Scotty Miller,WR,TB,1,58,58,78,0,5,3,5,1.8,3.1
235,Andrew Beck,TE,DEN,1,2,2,3,0,0,0,0,0.0,0.0
236,Donald Parham Jr.,TE,LAC,1,2,2,3,0,50,0,50,0.0,0.0
237,Malik Taylor,WR,GB,1,1,1,2,0,0,0,0,0.0,0.0
238,Olamide Zaccheaus,WR,ATL,1,37,37,62,0,5,5,5,5.3,14.3
239,Nsimba Webster,WR,CHI,1,1,1,1,0,0,0,0,0.0,0.0
240,Jalen Guyton,WR,LAC,1,28,28,35,0,7,7,7,7.0,25.0
241,Austin Walter,RB,NYJ,1,6,6,11,33,0,33,33,1.2,20.0
242,Craig Reynolds,RB,DET,1,42,42,65,62,2,64,64,11.7,27.9
243,Gunner Olszewski,WR,NE,1,3,3,4,0,33,0,33,0.0,0.0
244,D'Ernest Johnson,RB,CLE,1,18,18,32,6,22,28,28,1.5,8.3
245,Joe Burrow,QB,CIN,1,53,53,100,9,0,51,51,12.8,24.2
246,Tua Tagovailoa,QB,MIA,1,68,68,96,10,0,50,50,15.7,23.1
247,Jerry Jeudy,WR,DEN,1,52,52,69,0,8,0,8,0.0,0.0
248,CeeDee Lamb,WR,DAL,1,49,49,69,0,18,12,18,5.0,10.2
249,Tee Higgins,WR,CIN,1,46,46,87,0,7,4,7,2.3,5.0
250,Jonathan Taylor,RB,IND,1,51,51,98,57,0,57,57,23.0,45.1
251,Jalen Reagor,WR,PHI,1,39,39,55,0,8,8,8,5.7,14.6
252,Laviska Shenault Jr.,WR,JAC,1,47,47,67,2,15,11,17,4.9,10.4
253,DeVonta Smith,WR,PHI,1,62,62,87,0,8,5,8,4.0,6.5
254,Cole Kmet,TE,CHI,1,69,69,95,0,13,9,13,7.1,10.3
255,Brycen Hopkins,TE,LAR,1,22,22,33,0,5,5,5,0.9,4.1
256,Justin Jefferson,WR,MIN,1,59,59,92,0,17,7,17,10.7,18.1
257,Jake Fromm,QB,NYG,1,13,13,21,0,0,92,92,3.3,25.4
258,Brandon Aiyuk,WR,SF,1,56,56,98,0,4,2,4,3.6,6.4
259,Devin Duvernay,WR,BAL,1,22,22,31,0,14,14,14,1.3,5.9
260,Jalen Hurts,QB,PHI,1,71,71,100,11,0,48,48,28.6,40.3
261,Michael Pittman Jr.,WR,IND,1,28,28,54,0,18,4,18,0.7,2.5
262,Tyler Huntley,QB,BAL,1,70,70,100,19,0,76,76,35.9,51.3
263,Donovan Peoples-Jones,WR,CLE,1,52,52,93,0,15,8,15,4.8,9.2
264,Najee Harris,RB,PIT,1,49,49,100,24,10,29,35,2.6,5.3
265,Clyde Edwards-Helaire,RB,KC,1,51,51,71,18,8,22,25,7.0,13.7
266,Denzel Mims,WR,NYJ,1,23,23,40,0,13,0,13,0.0,0.0
267,Ke'Shawn Vaughn,RB,TB,1,19,19,26,16,11,16,26,1.9,10.0
268,AJ Dillon,RB,GB,1,23,23,37,30,4,35,35,9.5,41.3
269,James Proche II,WR,BAL,1,16,16,23,0,6,6,6,0.8,5.0
270,Colby Parkinson,TE,SEA,1,1,1,2,0,0,0,0,0.0,0.0
271,Harrison Bryant,TE,CLE,1,22,22,39,0,9,9,9,7.1,32.3
272,Gabriel Davis,WR,BUF,1,63,63,90,0,11,8,11,20.5,32.5
273,Adam Trautman,TE,NO,1,35,35,57,0,6,3,6,0.4,1.1
274,Joshua Kelley,RB,LAC,1,13,13,16,54,0,54,54,0.1,0.8
275,Josiah Deguara,TE,GB,1,35,35,56,0,14,9,14,1.6,4.6
276,Van Jefferson,WR,LAR,1,61,61,92,2,3,5,5,3.3,5.4
277,Easop Winston Jr.,WR,NO,1,1,1,2,0,0,0,0,0.0,0.0
278,Marquez Callaway,WR,NO,1,52,52,85,0,17,12,17,11.2,21.5
279,Mitchell Wilcox,TE,CIN,1,1,1,2,0,0,0,0,0.0,0.0
280,DeeJay Dallas,RB,SEA,1,33,33,58,24,12,33,36,11.2,33.9
281,Juwan Johnson,TE,NO,1,22,22,36,0,0,0,0,0.0,0.0
282,Jauan Jennings,WR,SF,1,25,25,44,0,24,12,24,8.8,35.2
283,Antonio Gibson,RB,WAS,1,43,43,78,35,16,49,51,12.5,29.1
284,James Robinson,RB,JAC,1,59,59,84,31,10,36,41,14.8,25.1
285,Charlie Woerner,TE,SF,1,13,13,23,0,0,0,0,0.0,0.0
286,K.J. Osborn,WR,MIN,1,56,56,88,0,5,5,5,2.1,3.8
287,Quez Watkins,WR,PHI,1,25,25,35,0,8,8,8,1.4,5.6
288,Freddie Swain,WR,SEA,1,52,52,91,0,2,2,2,2.5,4.8
289,Nick Westbrook-Ikhine,WR,TEN,1,71,71,89,0,10,6,10,3.2,4.5
290,Giovanni Ricci,TE,CAR,1,5,5,7,0,20,0,20,0.0,0.0
291,Trevor Lawrence,QB,JAC,1,70,70,100,7,0,61,61,10.5,15.0
292,Justin Fields,QB,CHI,1,73,73,100,10,0,63,63,16.9,23.2
293,Ja'Marr Chase,WR,CIN,1,51,51,96,0,8,2,8,0.3,0.6
294,Chuba Hubbard,RB,CAR,1,36,36,47,22,3,25,25,4.1,11.4
295,Rashod Bateman,WR,BAL,1,65,65,93,0,3,2,3,0.5,0.8
296,Rondale Moore,WR,ARI,1,20,20,27,5,15,20,20,1.0,5.0
297,Amon-Ra St. Brown,WR,DET,1,45,45,69,2,24,20,27,15.5,34.4
298,Tylan Wallace,WR,BAL,1,14,14,20,0,14,7,14,0.5,3.6
299,Darnell Mooney,WR,CHI,1,70,70,96,1,10,9,11,6.6,9.4
300,Tyler Davis,TE,GB,1,19,19,31,0,5,5,5,2.2,11.6
301,Kendall Hinton,WR,DEN,1,11,11,15,0,9,0,9,0.0,0.0
302,Jonathan Ward,RB,ARI,1,11,11,15,9,18,18,27,1.5,13.6
303,Gabe Nabers,RB,LAC,1,4,4,5,25,0,25,25,0.4,10.0
304,Jermar Jefferson,RB,DET,1,6,6,9,83,0,83,83,0.9,15.0
305,Demetric Felton,RB,CLE,1,29,29,52,0,14,10,14,1.6,5.5
306,Dyami Brown,WR,WAS,1,9,9,16,0,0,0,0,0.0,0.0
307,Ihmir Smith-Marsette,WR,MIN,1,31,31,48,0,6,3,6,6.7,21.6
308,Dazz Newsome,WR,CHI,1,48,48,66,0,2,0,2,0.0,0.0
309,Nico Collins,WR,HOU,1,36,36,61,0,11,6,11,1.4,3.9
310,Marquez Stevenson,WR,BUF,1,2,2,3,0,0,0,0,0.0,0.0
311,Jaret Patterson,RB,WAS,1,10,10,18,40,0,40,40,8.0,80.0
312,Mac Jones,QB,NE,1,68,68,100,1,0,68,68,19.2,28.2
313,Pat Freiermuth,TE,PIT,1,22,22,45,0,18,18,18,3.7,16.8
314,Kyle Pitts,TE,ATL,1,49,49,82,0,14,8,14,7.7,15.7
315,Zach Wilson,QB,NYJ,1,57,57,100,7,2,47,49,12.0,21.1
316,Rhamondre Stevenson,RB,NE,1,31,31,46,32,3,35,35,4.0,12.9
317,Michael Carter,RB,NYJ,1,31,31,54,26,6,29,32,2.0,6.5
318,Javonte Williams,RB,DEN,1,44,44,59,34,9,43,43,8.1,18.4
319,Khalil Herbert,RB,CHI,1,17,17,23,0,24,18,24,3.4,20.0
320,Hunter Long,TE,MIA,1,23,23,32,0,4,0,4,0.0,0.0
321,D'Wayne Eskridge,WR,SEA,1,40,40,70,0,10,0,10,0.0,0.0
322,Tommy Tremble,TE,CAR,1,49,49,64,0,8,2,8,0.8,1.6
323,Jaelon Darden,WR,TB,1,41,41,55,0,7,0,7,0.0,0.0
324,Davis Mills,QB,HOU,1,59,59,100,2,0,53,53,15.6,26.4
325,Dax Milne,WR,WAS,1,6,6,11,0,17,17,17,-0.2,-3.3
326,Tre' McKitty,TE,LAC,1,41,41,51,0,2,2,2,0.4,1.0
327,Miller Forristall,TE,CLE,1,1,1,2,0,0,0,0,0.0,0.0
328,John Bates,TE,WAS,1,34,34,62,0,3,3,3,2.9,8.5
329,Ben Skowronek,WR,LAR,1,21,21,32,0,24,19,24,4.2,20.0
330,Joshua Palmer,WR,LAC,1,33,33,41,0,3,3,3,1.5,4.5
331,Jack Stoll,TE,PHI,1,38,38,54,0,3,3,3,0.7,1.8
