Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Derrick Henry(TEN),26,215,8.3,47,0,2,2,2,7,3.5,0,0,1,34.2,34.2,78.0%
2,Jonathan Taylor(IND),20,150,7.5,62,0,2,2,2,15,7.5,0,0,1,28.5,28.5,100.0%
3,Miles Sanders(PHI),14,115,8.2,82,0,2,4,5,21,5.3,0,0,1,25.6,25.6,77.0%
4,Kareem Hunt(CLE),6,33,5.5,10,0,1,6,7,77,12.8,1,0,1,23.0,23.0,82.1%
5,Nick Chubb(CLE),17,82,4.8,14,0,2,2,2,21,10.5,0,0,1,22.3,22.3,99.8%
6,David Montgomery(CHI),11,113,10.3,80,0,1,3,4,42,14.0,0,0,1,21.5,21.5,98.7%
7,Mike Davis(ATL),11,51,4.6,10,0,2,5,6,42,8.4,0,0,1,21.3,21.3,49.7%
8,Cam Akers(LAR),29,171,5.9,35,0,0,2,3,23,11.5,0,0,1,19.4,19.4,13.8%
9,Gus Edwards(BAL),7,49,7.0,19,0,2,1,1,4,4.0,0,0,1,17.3,17.3,9.6%
10,Dalvin Cook(MIN),22,102,4.6,14,0,1,2,4,8,4.0,0,0,1,17.0,17.0,100.0%
11,Chris Carson(SEA),12,76,6.3,28,0,1,3,5,22,7.3,0,0,1,15.8,15.8,31.7%
12,Alvin Kamara(NO),11,50,4.5,16,0,1,7,10,44,6.3,0,0,1,15.4,15.4,100.0%
13,Kenyan Drake(LV),23,80,3.5,36,0,1,1,1,10,10.0,0,0,1,15.0,15.0,29.4%
14,Austin Ekeler(LAC),15,79,5.3,13,0,0,9,9,67,7.4,0,0,1,14.6,14.6,99.9%
15,Ronald Jones II(TB),18,80,4.4,16,0,1,1,2,4,4.0,0,0,1,14.4,14.4,83.5%
16,J.K. Dobbins(BAL),13,53,4.1,13,0,1,0,0,0,0,0,0,1,13.3,13.3,10.3%
17,D'Andre Swift(DET),7,24,3.4,5,0,1,4,5,26,6.5,0,0,1,11.0,11.0,97.2%
18,Tony Pollard(DAL),11,39,3.5,17,0,0,2,2,9,4.5,1,0,1,10.8,10.8,75.3%
19,Melvin Gordon III(DEN),13,68,5.2,15,0,0,3,3,23,7.7,0,0,1,9.1,9.1,87.8%
20,Clyde Edwards-Helaire(KC),16,32,2.0,12,0,0,5,6,59,11.8,0,0,1,9.1,9.1,86.8%
21,J.D. McKissic(WAS),11,68,6.2,17,0,0,2,4,18,9.0,0,0,1,8.6,8.6,32.9%
22,Jeff Wilson Jr.(SF),11,31,2.8,11,0,1,1,3,13,13.0,0,1,1,8.4,8.4,56.1%
23,James Robinson(JAC),12,67,5.6,47,0,0,4,4,16,4.0,0,0,1,8.3,8.3,76.3%
24,Kyle Juszczyk(SF),1,3,3.0,3,0,0,2,3,15,7.5,1,0,1,7.8,7.8,1.0%
25,Nyheim Hines(IND),7,58,8.3,31,0,0,4,4,17,4.3,0,0,1,7.5,7.5,44.8%
26,Aaron Jones(GB),15,69,4.6,11,0,0,2,3,6,3.0,0,0,1,7.5,7.5,98.9%
27,Josh Jacobs(LV),13,49,3.8,18,0,0,3,5,25,8.3,0,0,1,7.4,7.4,98.0%
28,Kerryon Johnson(FA),2,3,1.5,2,0,1,1,1,10,10.0,0,0,1,7.3,7.3,0.1%
29,Wayne Gallman Jr.(MIN),12,57,4.8,16,0,0,3,4,16,5.3,0,0,1,7.3,7.3,1.0%
30,Raheem Mostert(SF),14,65,4.6,14,0,0,2,4,5,2.5,0,0,1,7.0,7.0,13.0%
31,Carlos Hyde(JAC),15,66,4.4,18,0,0,0,0,0,0,0,0,1,6.6,6.6,6.9%
32,Ezekiel Elliott(DAL),12,48,4.0,26,0,0,2,3,11,5.5,0,0,1,5.9,5.9,99.7%
33,Duke Johnson Jr.(MIA),8,26,3.3,10,0,0,2,2,53,26.5,0,1,1,5.9,5.9,7.4%
34,Dion Lewis(FA),2,14,7.0,13,0,1,0,0,0,0,0,1,1,5.4,5.4,2.0%
35,Chase Edmonds(ARI),7,32,4.6,11,0,0,4,5,21,5.3,0,0,1,5.3,5.3,85.1%
36,DeAndre Washington(FA),13,35,2.7,7,0,0,2,4,17,8.5,0,0,1,5.2,5.2,11.0%
37,Damien Harris(NE),11,50,4.5,12,0,0,1,2,0,0.0,0,0,1,5.0,5.0,89.8%
38,Buddy Howell(LAR),11,42,3.8,9,0,0,1,2,3,3.0,0,0,1,4.5,4.5,0.0%
39,Ito Smith(DAL),11,42,3.8,8,0,0,1,1,3,3.0,0,0,1,4.5,4.5,0.0%
40,Zack Moss(BUF),13,43,3.3,13,0,0,0,1,0,0,0,0,1,4.3,4.3,36.8%
41,Trayveon Williams(CIN),12,49,4.1,9,0,0,3,3,14,4.7,0,1,1,4.3,4.3,0.1%
42,Jalen Richard(FA),2,10,5.0,6,0,0,4,5,31,7.8,0,0,1,4.1,4.1,0.7%
