Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Derrick Henry(TEN),27,178,6.6,31,0,3,2,4,7,3.5,0,0,1,36.5,36.5,78.0%
2,Antonio Gibson(WAS),20,115,5.8,37,0,3,5,7,21,4.2,0,0,1,31.6,31.6,95.9%
3,Latavius Murray(BAL),19,124,6.5,36,0,2,1,1,2,2.0,0,0,1,24.6,24.6,22.2%
4,Nick Chubb(CLE),19,144,7.6,29,0,1,3,3,32,10.7,0,0,1,23.6,23.6,99.8%
5,James Robinson(JAC),22,128,5.8,27,0,1,5,6,31,6.2,0,0,1,21.9,21.9,76.3%
6,Kenyan Drake(LV),22,78,3.5,14,0,2,3,4,15,5.0,0,0,1,21.3,21.3,29.4%
7,David Montgomery(CHI),11,103,9.4,57,0,0,5,6,40,8.0,1,0,1,20.3,20.3,98.7%
8,Adrian Peterson(SEA),15,55,3.7,19,0,2,0,0,0,0,0,0,1,17.5,17.5,4.9%
9,Ronald Jones II(TB),9,66,7.3,34,0,0,1,2,37,37.0,1,0,1,16.3,16.3,83.5%
10,Wayne Gallman Jr.(MIN),24,94,3.9,18,0,1,3,5,-3,-1.0,0,0,1,15.1,15.1,1.0%
11,Cam Akers(LAR),9,84,9.3,61,0,1,0,0,0,0,0,0,1,14.4,14.4,13.8%
12,Duke Johnson Jr.(MIA),9,37,4.1,8,0,0,3,4,43,14.3,1,0,1,14.0,14.0,7.4%
13,James White(NE),5,18,3.6,7,0,2,1,1,-1,-1.0,0,0,1,13.7,13.7,7.9%
14,Ito Smith(DAL),12,65,5.4,24,0,1,4,5,10,2.5,0,0,1,13.5,13.5,0.0%
15,Jamaal Williams(DET),17,73,4.3,17,0,1,0,0,0,0,0,0,1,13.3,13.3,58.2%
16,Austin Ekeler(LAC),14,44,3.1,15,0,0,11,16,85,7.7,0,0,1,12.9,12.9,99.9%
17,Chris Carson(SEA),8,41,5.1,16,0,1,2,2,18,9.0,0,0,1,11.9,11.9,31.7%
18,Joshua Kelley(LAC),7,35,5.0,33,0,1,0,0,0,0,0,0,1,9.5,9.5,1.1%
19,Nyheim Hines(IND),10,29,2.9,10,0,0,8,10,66,8.3,0,0,1,9.5,9.5,44.8%
20,Benny Snell Jr.(PIT),16,60,3.8,13,0,0,3,4,33,11.0,0,0,1,9.3,9.3,0.9%
21,Aaron Jones(GB),17,90,5.3,16,0,0,1,2,0,0.0,0,0,1,9.0,9.0,98.9%
22,Frank Gore(FA),18,74,4.1,17,0,0,3,3,12,4.0,0,0,1,8.6,8.6,12.2%
23,Raheem Mostert(SF),16,43,2.7,10,0,1,2,2,0,0.0,0,1,1,8.3,8.3,13.0%
24,Devin Singletary(BUF),11,82,7.5,24,0,0,3,3,20,6.7,0,1,1,8.2,8.2,89.1%
25,Mike Davis(ATL),15,55,3.7,10,0,0,3,6,24,8.0,0,0,1,7.9,7.9,49.7%
26,Kerryon Johnson(FA),11,46,4.2,8,0,0,4,4,52,13.0,0,1,1,7.8,7.8,0.1%
27,Gus Edwards(BAL),9,10,1.1,6,0,1,0,0,0,0,0,0,1,7.0,7.0,9.6%
28,Zack Moss(BUF),9,59,6.6,31,0,0,2,2,9,4.5,0,0,1,6.8,6.8,36.8%
29,Kareem Hunt(CLE),10,62,6.2,27,0,0,0,2,0,0,0,0,1,6.2,6.2,82.1%
30,Dalvin Cook(MIN),18,61,3.4,14,0,0,4,4,21,5.3,0,1,1,6.2,6.2,100.0%
31,DeAndre Washington(FA),13,49,3.8,16,0,0,2,5,11,5.5,0,0,1,6.0,6.0,11.0%
32,Peyton Barber(LV),11,57,5.2,15,0,0,0,0,0,0,0,0,1,5.7,5.7,1.2%
33,Jordan Wilkins(FA),6,22,3.7,11,0,0,3,4,35,11.7,0,0,1,5.7,5.7,0.0%
34,Brian Hill(SF),13,55,4.2,22,0,0,0,1,0,0,0,0,1,5.5,5.5,0.1%
35,C.J. Prosise(FA),5,12,2.4,7,0,0,1,1,2,2.0,1,1,1,5.4,5.4,0.0%
36,Alvin Kamara(NO),11,54,4.9,15,0,0,1,2,-2,-2.0,0,0,1,5.2,5.2,100.0%
37,Royce Freeman(HOU),8,50,6.3,23,0,0,0,0,0,0,0,0,1,5.0,5.0,5.2%
38,Giovani Bernard(TB),8,32,4.0,15,0,0,2,3,17,8.5,0,0,1,4.9,4.9,5.4%
39,Boston Scott(PHI),2,7,3.5,5,0,0,5,6,40,8.0,0,0,1,4.7,4.7,27.7%
40,Damien Harris(NE),14,47,3.4,18,0,0,0,0,0,0,0,0,1,4.7,4.7,89.8%
41,Chase Edmonds(ARI),6,29,4.8,9,0,0,4,5,14,3.5,0,0,1,4.3,4.3,85.1%
42,Miles Sanders(PHI),6,15,2.5,8,0,0,2,3,7,3.5,0,0,1,4.2,4.2,77.0%
43,Justice Hill(BAL),9,35,3.9,19,0,0,2,2,5,2.5,0,0,1,4.0,4.0,0.1%
44,Clyde Edwards-Helaire(KC),11,37,3.4,10,0,0,1,1,2,2.0,0,0,1,3.9,3.9,86.8%
45,Matt Breida(BUF),8,36,4.5,12,0,0,2,2,17,8.5,0,1,1,3.3,3.3,8.2%
46,Jerick McKinnon(KC),3,21,7.0,19,0,0,2,3,11,5.5,0,0,1,3.2,3.2,0.8%
47,Le'Veon Bell(FA),5,22,4.4,10,0,0,2,2,10,5.0,0,0,1,3.2,3.2,5.4%
48,Kyle Juszczyk(SF),2,8,4.0,6,0,0,2,2,24,12.0,0,0,1,3.2,3.2,1.0%
49,Melvin Gordon III(DEN),12,31,2.6,11,0,0,0,0,0,0,0,0,1,3.1,3.1,87.8%
50,Carlos Hyde(JAC),15,22,1.5,8,0,0,2,3,7,3.5,0,0,1,2.9,2.9,6.9%
51,D'Onta Foreman(TEN),4,28,7.0,12,0,0,0,0,0,0,0,0,1,2.8,2.8,66.5%
52,J.D. McKissic(WAS),1,6,6.0,6,0,0,2,2,21,10.5,0,0,1,2.7,2.7,32.9%
53,Anthony McFarland Jr.(PIT),3,9,3.0,3,0,0,1,1,17,17.0,0,0,1,2.6,2.6,0.2%
54,Josh Jacobs(LV),7,27,3.9,16,0,0,3,3,17,5.7,0,1,1,2.4,2.4,98.0%
55,Tony Pollard(DAL),4,12,3.0,5,0,0,2,2,10,5.0,0,0,1,2.2,2.2,75.3%
56,Jeff Wilson Jr.(SF),12,40,3.3,10,0,0,0,0,0,0,0,1,1,2.0,2.0,56.1%
57,Leonard Fournette(TB),3,10,3.3,6,0,0,3,3,10,3.3,0,0,1,2.0,2.0,74.8%
58,Jeremy McNichols(FA),8,20,2.5,6,0,0,0,1,0,0,0,0,1,2.0,2.0,7.6%
59,Phillip Lindsay(MIA),9,20,2.2,13,0,0,0,0,0,0,0,0,1,2.0,2.0,9.0%
60,Darrell Henderson Jr.(LAR),10,19,1.9,5,0,0,0,1,0,0,0,0,1,1.9,1.9,76.0%
61,Ezekiel Elliott(DAL),10,32,3.2,8,0,0,1,3,7,7.0,0,1,1,1.9,1.9,99.7%
