Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,David Montgomery(CHI),32,146,4.6,19,0,2,1,2,16,16.0,0,0,1,28.2,28.2,98.7%
2,Tony Pollard(DAL),12,69,5.8,40,0,2,6,9,63,10.5,0,0,1,25.2,25.2,75.3%
3,Derrick Henry(TEN),24,147,6.1,33,0,1,2,2,5,2.5,0,0,1,23.2,23.2,78.0%
4,Dalvin Cook(MIN),24,132,5.5,20,0,1,5,5,27,5.4,0,0,1,21.9,21.9,100.0%
5,Aaron Jones(GB),20,145,7.3,46,0,1,3,4,13,4.3,0,0,1,21.8,21.8,98.9%
6,Giovani Bernard(TB),25,83,3.3,11,0,1,1,1,14,14.0,1,0,1,21.7,21.7,5.4%
7,Salvon Ahmed(MIA),23,122,5.3,31,0,1,1,3,5,5.0,0,0,1,20.7,20.7,1.6%
8,Melvin Gordon III(DEN),11,61,5.5,14,0,2,4,4,20,5.0,0,0,1,20.1,20.1,87.8%
9,Leonard Fournette(TB),14,49,3.5,17,0,2,3,5,16,5.3,0,0,1,18.5,18.5,74.8%
10,D'Andre Swift(DET),15,67,4.5,11,0,2,4,5,15,3.8,0,1,1,18.2,18.2,97.2%
11,Josh Jacobs(LV),26,76,2.9,20,0,1,3,3,38,12.7,0,0,1,17.4,17.4,98.0%
12,J.D. McKissic(WAS),13,51,3.9,11,0,0,9,10,56,6.2,1,0,1,16.7,16.7,32.9%
13,Benny Snell Jr.(PIT),18,84,4.7,29,0,1,3,4,23,7.7,0,0,1,16.7,16.7,0.9%
14,Jonathan Taylor(IND),16,83,5.2,14,0,1,4,5,12,3.0,0,0,1,15.5,15.5,100.0%
15,Alvin Kamara(NO),11,54,4.9,11,0,0,3,6,40,13.3,1,0,1,15.4,15.4,100.0%
16,Devin Singletary(BUF),8,68,8.5,51,0,1,3,3,16,5.3,0,0,1,14.4,14.4,89.1%
17,J.K. Dobbins(BAL),14,64,4.6,11,0,1,1,1,17,17.0,0,0,1,14.1,14.1,10.3%
18,Le'Veon Bell(FA),15,62,4.1,12,0,1,1,1,14,14.0,0,0,1,13.6,13.6,5.4%
19,David Johnson(HOU),8,27,3.4,8,0,0,11,11,106,9.6,0,0,1,13.3,13.3,35.4%
20,Nick Chubb(CLE),15,50,3.3,15,0,1,2,2,16,8.0,0,0,1,12.6,12.6,99.8%
21,Chase Edmonds(ARI),11,47,4.3,16,0,0,3,5,19,6.3,1,0,1,12.6,12.6,85.1%
22,Frank Gore(FA),23,59,2.6,8,0,1,1,1,6,6.0,0,0,1,12.5,12.5,12.2%
23,Carlos Hyde(JAC),2,55,27.5,50,0,1,2,3,8,4.0,0,0,1,12.3,12.3,6.9%
24,Jeff Wilson Jr.(SF),16,60,3.8,12,0,1,0,4,0,0,0,0,1,12.0,12.0,56.1%
25,Darrynton Evans(TEN),8,30,3.8,9,0,0,2,2,27,13.5,1,0,1,11.7,11.7,0.9%
26,Ty Johnson(NYJ),3,16,5.3,7,0,0,6,6,39,6.5,1,0,1,11.5,11.5,15.8%
27,James Robinson(JAC),16,35,2.2,11,0,0,3,3,18,6.0,1,0,1,11.3,11.3,76.3%
28,Miles Sanders(PHI),17,64,3.8,10,0,0,1,2,26,26.0,0,0,1,9.0,9.0,77.0%
29,Latavius Murray(BAL),4,3,0.8,3,0,0,2,3,26,13.0,1,0,1,8.9,8.9,22.2%
30,Matt Breida(BUF),12,86,7.2,24,0,0,0,0,0,0,0,0,1,8.6,8.6,8.2%
31,Clyde Edwards-Helaire(KC),14,79,5.6,16,0,0,1,2,4,4.0,0,0,1,8.3,8.3,86.8%
32,Sony Michel(LAR),10,74,7.4,17,0,0,1,1,8,8.0,0,0,1,8.2,8.2,89.4%
33,Zack Moss(BUF),13,81,6.2,26,0,0,0,0,0,0,0,0,1,8.1,8.1,36.8%
34,Austin Ekeler(LAC),13,60,4.6,27,0,0,4,4,19,4.8,0,0,1,7.9,7.9,99.9%
35,Gus Edwards(BAL),9,42,4.7,7,0,0,2,2,36,18.0,0,0,1,7.8,7.8,9.6%
