Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Aaron Jones(GB),18,168,9.3,75,0,2,4,8,68,17.0,1,0,1,41.6,41.6,98.9%
2,Alvin Kamara(NO),13,79,6.1,21,0,2,9,9,95,10.6,0,0,1,29.4,29.4,100.0%
3,Nick Chubb(CLE),22,124,5.6,26,0,2,1,1,9,9.0,0,0,1,25.3,25.3,99.8%
4,Leonard Fournette(TB),12,103,8.6,46,0,2,4,5,13,3.3,0,0,1,23.6,23.6,74.8%
5,Kareem Hunt(CLE),10,86,8.6,33,0,1,2,2,15,7.5,1,0,1,22.1,22.1,82.1%
6,Christian McCaffrey(CAR),18,59,3.3,9,0,2,4,5,29,7.3,0,0,1,20.8,20.8,47.2%
7,David Montgomery(CHI),16,82,5.1,23,0,0,3,3,45,15.0,1,0,1,18.7,18.7,98.7%
8,Darrell Henderson Jr.(LAR),12,81,6.8,40,0,1,2,3,40,20.0,0,0,1,18.1,18.1,76.0%
9,James Conner(ARI),16,106,6.6,59,0,1,2,2,15,7.5,0,0,1,18.1,18.1,94.6%
10,James Robinson(JAC),16,102,6.4,39,0,1,3,4,18,6.0,0,0,1,18.0,18.0,76.3%
11,Miles Sanders(PHI),20,95,4.8,15,0,1,3,7,36,12.0,0,1,1,17.1,17.1,77.0%
12,Jonathan Taylor(IND),26,101,3.9,13,0,1,2,2,9,4.5,0,0,1,17.0,17.0,100.0%
13,Chris Carson(SEA),17,72,4.2,13,0,0,3,3,36,12.0,1,0,1,16.8,16.8,31.7%
14,Raheem Mostert(SF),8,92,11.5,80,0,1,2,2,15,7.5,0,0,1,16.7,16.7,13.0%
15,Ezekiel Elliott(DAL),22,89,4.0,11,0,1,6,7,33,5.5,0,1,1,16.2,16.2,99.7%
16,Dalvin Cook(MIN),14,63,4.5,16,0,1,2,2,8,4.0,0,0,1,15.1,15.1,100.0%
17,Austin Ekeler(LAC),16,93,5.8,13,0,0,4,4,55,13.8,0,0,1,14.8,14.8,99.9%
18,Melvin Gordon III(DEN),19,70,3.7,17,0,0,2,3,14,7.0,1,0,1,14.4,14.4,87.8%
19,Jerick McKinnon(KC),3,77,25.7,55,0,1,0,1,0,0,0,0,1,13.7,13.7,0.8%
20,Mark Ingram II(NO),9,55,6.1,30,0,1,2,3,22,11.0,0,0,1,13.7,13.7,39.1%
21,Dion Lewis(FA),10,20,2.0,6,0,1,4,5,36,9.0,0,0,1,11.6,11.6,2.0%
22,Joshua Kelley(LAC),23,64,2.8,7,0,0,2,2,49,24.5,0,0,1,11.3,11.3,1.1%
23,Antonio Gibson(WAS),13,55,4.2,11,0,1,1,2,-3,-3.0,0,0,1,11.2,11.2,95.9%
