rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Jacksonville Jaguars,3,3,4,4,2,0,0,1,39.0,39.0,6.9,JAC,DST,14,2011
2,Detroit Lions,4,3,3,4,2,0,0,1,38.0,38.0,1.1,DET,DST,14,2011
3,Philadelphia Eagles,9,1,2,2,0,1,0,1,27.0,27.0,52.5,PHI,DST,14,2011
4,Green Bay Packers,1,4,1,1,1,0,0,1,27.0,27.0,60.6,GB,DST,14,2011
5,Cincinnati Bengals,5,1,3,3,0,0,0,1,23.0,23.0,14.7,CIN,DST,14,2011
6,New England Patriots,2,1,1,1,1,0,0,1,22.0,22.0,93.2,NE,DST,14,2011
7,Seattle Seahawks,3,1,0,0,0,0,1,1,22.0,22.0,39.4,SEA,DST,14,2011
8,Buffalo Bills,2,0,1,0,1,0,0,1,21.0,21.0,95.9,BUF,DST,14,2011
9,Chicago Bears,5,1,1,2,0,0,0,1,20.0,20.0,35.9,CHI,DST,14,2011
10,New York Jets,5,1,0,0,0,1,0,1,19.0,19.0,3.3,NYJ,DST,14,2011
11,Miami Dolphins,4,1,1,0,0,0,0,1,19.0,19.0,60.2,MIA,DST,14,2011
12,New York Giants,3,0,1,1,0,1,0,1,18.0,18.0,4.5,NYG,DST,14,2011
13,Cleveland Browns,2,1,2,2,0,0,0,1,18.0,18.0,40.8,CLE,DST,14,2011
14,San Francisco 49ers,2,2,1,2,0,0,0,1,18.0,18.0,79.5,SF,DST,14,2011
15,Pittsburgh Steelers,3,2,0,1,0,0,0,1,17.0,17.0,44.6,PIT,DST,14,2011
16,Indianapolis Colts,2,1,1,1,0,0,0,1,16.0,16.0,66.4,IND,DST,14,2011
17,Atlanta Falcons,2,2,0,0,0,0,0,1,16.0,16.0,5.8,ATL,DST,14,2011
18,Baltimore Ravens,4,1,0,3,0,0,0,1,16.0,16.0,51.9,BAL,DST,14,2011
19,Denver Broncos,4,0,1,1,0,0,0,1,16.0,16.0,48.5,DEN,DST,14,2011
20,Arizona Cardinals,5,0,0,0,0,0,0,1,15.0,15.0,60.9,ARI,DST,14,2011
21,Kansas City Chiefs,3,0,1,1,0,0,0,1,15.0,15.0,45.7,KC,DST,14,2011
22,Houston Texans,1,0,2,1,0,0,0,1,15.0,15.0,6.4,HOU,DST,14,2011
23,Carolina Panthers,3,0,0,1,0,1,0,1,15.0,15.0,27.8,CAR,DST,14,2011
24,New Orleans Saints,2,0,0,0,0,0,0,1,12.0,12.0,79.3,NO,DST,14,2011
25,Minnesota Vikings,5,0,0,0,0,0,0,1,12.0,12.0,28.0,MIN,DST,14,2011
26,Dallas Cowboys,0,1,0,0,0,0,0,1,12.0,12.0,82.9,DAL,DST,14,2011
27,Tampa Bay Buccaneers,1,2,0,1,0,0,0,1,12.0,12.0,98.0,TB,DST,14,2011
28,Tennessee Titans,2,0,0,0,0,0,0,1,12.0,12.0,48.4,TEN,DST,14,2011
29,Washington Commanders,1,1,0,0,0,0,0,1,10.0,10.0,27.5,WAS,DST,14,2011
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,14,2011
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,14,2011
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,14,2011
