rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Detroit Lions,7,1,2,3,2,0,0,1,35.0,35.0,1.1,DET,DST,8,2011
2,Buffalo Bills,10,2,0,0,0,0,0,1,25.0,25.0,95.9,BUF,DST,8,2011
3,Cincinnati Bengals,4,1,1,1,1,0,1,1,24.0,24.0,14.7,CIN,DST,8,2011
4,Tennessee Titans,2,2,0,0,0,0,0,1,23.0,23.0,48.4,TEN,DST,8,2011
5,New Orleans Saints,4,0,1,2,1,0,0,1,22.0,22.0,79.3,NO,DST,8,2011
6,Kansas City Chiefs,3,2,2,2,0,0,0,1,21.0,21.0,45.7,KC,DST,8,2011
7,Baltimore Ravens,6,1,0,1,0,0,0,1,18.0,18.0,51.9,BAL,DST,8,2011
8,San Francisco 49ers,4,1,1,3,0,0,0,1,18.0,18.0,79.5,SF,DST,8,2011
9,Arizona Cardinals,3,1,1,2,0,0,1,1,17.0,17.0,60.9,ARI,DST,8,2011
10,New York Giants,5,1,0,0,0,0,0,1,17.0,17.0,4.5,NYG,DST,8,2011
11,New England Patriots,5,1,0,1,0,0,0,1,17.0,17.0,93.2,NE,DST,8,2011
12,Minnesota Vikings,3,0,2,2,0,0,0,1,17.0,17.0,28.0,MIN,DST,8,2011
13,Philadelphia Eagles,4,1,0,0,0,0,0,1,16.0,16.0,52.5,PHI,DST,8,2011
14,Washington Commanders,2,1,1,0,0,0,0,1,16.0,16.0,27.5,WAS,DST,8,2011
15,Jacksonville Jaguars,2,0,2,2,0,0,0,1,16.0,16.0,6.9,JAC,DST,8,2011
16,Carolina Panthers,4,0,1,1,0,0,0,1,16.0,16.0,27.8,CAR,DST,8,2011
17,Houston Texans,1,2,0,0,0,0,0,1,15.0,15.0,6.4,HOU,DST,8,2011
18,Pittsburgh Steelers,3,0,0,1,0,1,0,1,15.0,15.0,44.6,PIT,DST,8,2011
19,Dallas Cowboys,4,0,0,1,0,0,0,1,14.0,14.0,82.9,DAL,DST,8,2011
20,Seattle Seahawks,1,2,0,0,0,0,0,1,12.0,12.0,39.4,SEA,DST,8,2011
21,Cleveland Browns,1,0,0,1,0,0,0,1,11.0,11.0,40.8,CLE,DST,8,2011
22,Miami Dolphins,1,0,0,0,0,0,0,1,11.0,11.0,60.2,MIA,DST,8,2011
23,Denver Broncos,2,0,0,0,0,0,0,1,9.0,9.0,48.5,DEN,DST,8,2011
24,Indianapolis Colts,1,0,0,0,0,0,0,1,8.0,8.0,66.4,IND,DST,8,2011
25,New York Jets,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NYJ,DST,8,2011
26,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,8,2011
27,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,8,2011
28,Green Bay Packers,0,0,0,0,0,0,0,0,0.0,0.0,60.6,GB,DST,8,2011
29,Chicago Bears,0,0,0,0,0,0,0,0,0.0,0.0,35.9,CHI,DST,8,2011
30,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,8,2011
31,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0.0,0.0,98.0,TB,DST,8,2011
32,Atlanta Falcons,0,0,0,0,0,0,0,0,0.0,0.0,5.8,ATL,DST,8,2011
