rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Baltimore Ravens,2,1,3,3,3,0,0,1,35.0,35.0,51.9,BAL,DST,4,2011
2,Detroit Lions,1,3,0,0,2,0,0,1,29.0,29.0,1.1,DET,DST,4,2011
3,Green Bay Packers,1,3,1,1,1,0,0,1,25.0,25.0,60.6,GB,DST,4,2011
4,Buffalo Bills,2,2,0,0,1,0,0,1,22.0,22.0,95.9,BUF,DST,4,2011
5,Tennessee Titans,4,1,0,0,1,0,0,1,22.0,22.0,48.4,TEN,DST,4,2011
6,New York Jets,2,1,2,2,1,0,1,1,21.0,21.0,3.3,NYJ,DST,4,2011
7,Washington Commanders,7,0,1,2,0,0,0,1,19.0,19.0,27.5,WAS,DST,4,2011
8,Chicago Bears,0,1,0,0,1,0,1,1,19.0,19.0,35.9,CHI,DST,4,2011
9,San Francisco 49ers,2,1,2,1,0,0,0,1,18.0,18.0,79.5,SF,DST,4,2011
10,Houston Texans,5,1,0,0,0,0,0,1,18.0,18.0,6.4,HOU,DST,4,2011
11,New York Giants,4,1,1,1,0,0,0,1,18.0,18.0,4.5,NYG,DST,4,2011
12,Jacksonville Jaguars,3,2,0,0,0,0,0,1,17.0,17.0,6.9,JAC,DST,4,2011
13,Tampa Bay Buccaneers,4,0,1,1,0,0,0,1,16.0,16.0,98.0,TB,DST,4,2011
14,Philadelphia Eagles,3,0,1,1,0,0,0,1,16.0,16.0,52.5,PHI,DST,4,2011
15,New Orleans Saints,3,1,0,0,0,0,0,1,15.0,15.0,79.3,NO,DST,4,2011
16,Arizona Cardinals,1,0,2,2,0,0,0,1,15.0,15.0,60.9,ARI,DST,4,2011
17,Atlanta Falcons,0,2,0,0,0,0,0,1,14.0,14.0,5.8,ATL,DST,4,2011
18,New England Patriots,0,2,0,0,0,0,0,1,14.0,14.0,93.2,NE,DST,4,2011
19,Kansas City Chiefs,2,1,0,0,0,0,0,1,14.0,14.0,45.7,KC,DST,4,2011
20,Minnesota Vikings,3,0,0,0,0,0,0,1,13.0,13.0,28.0,MIN,DST,4,2011
21,Denver Broncos,2,2,0,0,0,0,0,1,13.0,13.0,48.5,DEN,DST,4,2011
22,Indianapolis Colts,2,0,0,0,0,0,0,1,12.0,12.0,66.4,IND,DST,4,2011
23,Miami Dolphins,2,0,0,2,0,0,0,1,12.0,12.0,60.2,MIA,DST,4,2011
24,Pittsburgh Steelers,0,0,0,0,0,0,0,1,10.0,10.0,44.6,PIT,DST,4,2011
25,Seattle Seahawks,0,0,0,0,0,0,0,1,10.0,10.0,39.4,SEA,DST,4,2011
26,Carolina Panthers,1,1,0,0,0,0,0,1,10.0,10.0,27.8,CAR,DST,4,2011
27,Dallas Cowboys,0,1,0,0,0,0,0,1,9.0,9.0,82.9,DAL,DST,4,2011
28,Cleveland Browns,0,1,0,0,0,0,0,1,9.0,9.0,40.8,CLE,DST,4,2011
29,Cincinnati Bengals,1,0,0,0,0,0,0,1,8.0,8.0,14.7,CIN,DST,4,2011
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,4,2011
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,4,2011
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,4,2011
