rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Miami Dolphins,2,2,0,1,0,0,0,1,23.0,23.0,60.2,MIA,DST,11,2011
2,Denver Broncos,3,1,1,1,1,0,0,1,23.0,23.0,48.5,DEN,DST,11,2011
3,San Francisco 49ers,2,3,2,1,0,0,0,1,22.0,22.0,79.5,SF,DST,11,2011
4,Seattle Seahawks,5,1,2,2,0,0,0,1,21.0,21.0,39.4,SEA,DST,11,2011
5,Detroit Lions,1,4,0,0,0,0,0,1,19.0,19.0,1.1,DET,DST,11,2011
6,New England Patriots,3,3,0,0,0,0,1,1,19.0,19.0,93.2,NE,DST,11,2011
7,Baltimore Ravens,2,3,0,0,0,0,0,1,18.0,18.0,51.9,BAL,DST,11,2011
8,Carolina Panthers,2,2,1,1,0,0,1,1,18.0,18.0,27.8,CAR,DST,11,2011
9,Minnesota Vikings,4,0,1,0,0,0,0,1,17.0,17.0,28.0,MIN,DST,11,2011
10,Dallas Cowboys,3,1,1,2,0,0,0,1,17.0,17.0,82.9,DAL,DST,11,2011
11,Philadelphia Eagles,3,1,1,1,0,0,0,1,17.0,17.0,52.5,PHI,DST,11,2011
12,New York Giants,1,3,0,0,0,0,0,1,17.0,17.0,4.5,NYG,DST,11,2011
13,Chicago Bears,0,2,1,2,0,0,0,1,16.0,16.0,35.9,CHI,DST,11,2011
14,Green Bay Packers,2,2,0,0,0,0,0,1,16.0,16.0,60.6,GB,DST,11,2011
15,Kansas City Chiefs,3,0,1,1,0,0,0,1,15.0,15.0,45.7,KC,DST,11,2011
16,Tampa Bay Buccaneers,2,1,0,0,0,0,0,1,14.0,14.0,98.0,TB,DST,11,2011
17,Arizona Cardinals,0,1,0,0,0,0,0,1,14.0,14.0,60.9,ARI,DST,11,2011
18,Washington Commanders,4,0,0,1,0,0,0,1,14.0,14.0,27.5,WAS,DST,11,2011
19,Jacksonville Jaguars,2,1,0,0,0,0,0,1,14.0,14.0,6.9,JAC,DST,11,2011
20,Atlanta Falcons,1,1,0,0,0,0,0,1,13.0,13.0,5.8,ATL,DST,11,2011
21,Cincinnati Bengals,1,1,0,0,0,0,0,1,13.0,13.0,14.7,CIN,DST,11,2011
22,Tennessee Titans,0,0,1,1,0,0,0,1,12.0,12.0,48.4,TEN,DST,11,2011
23,Cleveland Browns,1,0,0,1,0,0,0,1,11.0,11.0,40.8,CLE,DST,11,2011
24,New York Jets,1,0,1,1,0,0,0,1,10.0,10.0,3.3,NYJ,DST,11,2011
25,Buffalo Bills,1,0,0,0,0,1,0,1,10.0,10.0,95.9,BUF,DST,11,2011
26,New Orleans Saints,0,0,0,0,0,0,0,0,0.0,0.0,79.3,NO,DST,11,2011
27,Indianapolis Colts,0,0,0,0,0,0,0,0,0.0,0.0,66.4,IND,DST,11,2011
28,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,11,2011
29,Houston Texans,0,0,0,0,0,0,0,0,0.0,0.0,6.4,HOU,DST,11,2011
30,Pittsburgh Steelers,0,0,0,0,0,0,0,0,0.0,0.0,44.6,PIT,DST,11,2011
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,11,2011
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,11,2011
