rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Adam Vinatieri,2,2,100.0,37,0,0,0,0,0,0,0,1,0.0,0.0,0.2,FA,K,4,2009
2,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,4,2009
3,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,4,2009
4,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,4,2009
5,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,4,2009
6,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,4,2009
7,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,4,2009
8,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,4,2009
9,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,4,2009
10,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,4,2009
11,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,4,2009
12,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,4,2009
13,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,4,2009
14,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,4,2009
15,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,4,2009
16,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,4,2009
17,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,4,2009
18,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,4,2009
19,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,4,2009
20,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,4,2009
21,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,4,2009
22,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,4,2009
23,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,4,2009
24,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,4,2009
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,CHI,K,4,2009
26,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,4,2009
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,4,2009
28,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,4,2009
29,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,4,2009
30,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,4,2009
31,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,4,2009
32,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,4,2009
33,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,4,2009
34,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,4,2009
35,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,4,2009
36,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,4,2009
37,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,4,2009
38,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,4,2009
39,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,4,2009
40,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,4,2009
41,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,4,2009
42,Ryan Succop,1,1,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,57.4,TB,K,4,2009
43,Nate Kaeding,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
44,Nick Folk,1,1,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,81.8,NE,K,4,2009
45,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,4,2009
46,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,4,2009
47,Rian Lindell,1,2,50.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
48,Rob Bironas,1,1,100.0,29,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
49,Robbie Gould,2,2,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,22.5,SF,K,4,2009
50,Sebastian Janikowski,2,2,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,20.0,FA,K,4,2009
51,Shaun Suisham,1,1,100.0,42,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
52,Shayne Graham,1,2,50.0,31,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
53,Stephen Gostkowski,2,2,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,K,4,2009
54,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
55,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,4,2009
56,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,4,2009
57,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,4,2009
58,Mike Nugent,2,4,50.0,37,0,0,0,0,0,0,0,1,0.0,0.0,1.0,FA,K,4,2009
59,Matt Prater,1,1,100.0,28,0,0,0,0,0,0,0,1,0.0,0.0,52.8,ARI,K,4,2009
60,Jay Feely,1,1,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
61,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,4,2009
62,Billy Cundiff,2,2,100.0,31,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
63,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,4,2009
64,Dan Carpenter,1,1,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,0.2,FA,K,4,2009
65,David Buehler,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
66,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,4,2009
67,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.4,NYG,K,4,2009
68,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,4,2009
69,Josh Brown,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
70,Josh Scobee,3,4,75.0,50,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
71,Lawrence Tynes,2,3,66.7,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,4,2009
72,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,4,2009
73,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,4,2009
74,Mason Crosby,1,1,100.0,31,0,0,0,0,0,0,0,1,0.0,0.0,40.7,GB,K,4,2009
75,Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,K,4,2009
76,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.2,DAL,K,4,2009
77,Justin Tucker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.0,BAL,K,4,2009
78,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.5,LAC,K,4,2009
79,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,4,2009
80,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,K,4,2009
81,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.3,DEN,K,4,2009
82,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,4,2009
83,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,4,2009
84,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,K,4,2009
85,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,4,2009
86,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,4,2009
