,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jameis Winston(NO),30,41,73.2,395,9.6,4,2,2,5,29,0,0,1,30.9,30.9,5.2%
1,2,Dak Prescott(DAL),17,27,63.0,183,6.8,2,0,3,11,82,1,0,1,29.5,29.5,98.2%
2,3,Aaron Rodgers(GB),25,46,54.3,425,9.2,2,0,3,3,34,0,0,1,28.4,28.4,97.4%
3,4,Matt Ryan(ATL),31,41,75.6,355,8.7,3,0,1,1,13,0,0,1,27.5,27.5,36.3%
4,5,Mitchell Trubisky(BUF),22,31,71.0,316,10.2,3,1,2,8,47,0,0,1,27.3,27.3,0.4%
5,6,Patrick Mahomes II(KC),23,36,63.9,352,9.8,4,2,0,2,9,0,0,1,27.0,27.0,100.0%
6,7,Brock Osweiler(FA),28,44,63.6,380,8.6,3,2,0,2,8,0,0,1,26.0,26.0,0.0%
7,8,Carson Wentz(IND),26,36,72.2,278,7.7,3,0,1,2,14,0,0,1,24.5,24.5,44.0%
8,9,Cam Newton(CAR),27,40,67.5,275,6.9,2,1,1,9,43,0,0,1,23.3,23.3,20.3%
9,10,Andrew Luck(FA),23,43,53.5,301,7.0,4,3,0,2,7,0,0,1,22.7,22.7,2.2%
10,11,Tom Brady(FA),24,35,68.6,340,9.7,1,0,2,3,2,1,1,1,21.8,21.8,99.1%
11,12,Russell Wilson(SEA),17,23,73.9,222,9.7,3,1,1,6,20,0,0,1,20.9,20.9,90.4%
12,13,Ben Roethlisberger(FA),32,46,69.6,369,8.0,1,0,0,1,-1,0,0,1,20.6,20.6,23.8%
13,14,Case Keenum(CLE),25,41,61.0,322,7.9,2,1,2,1,6,0,0,1,19.5,19.5,0.9%
14,15,Sam Darnold(CAR),24,30,80.0,280,9.3,2,1,2,6,8,0,0,1,18.0,18.0,5.5%
15,16,C.J. Beathard(JAC),16,23,69.6,245,10.7,2,1,2,3,21,0,0,1,17.9,17.9,0.0%
16,17,Andy Dalton(CHI),26,42,61.9,229,5.5,2,0,3,0,0,0,0,1,17.2,17.2,1.6%
17,18,Kirk Cousins(MIN),24,34,70.6,233,6.9,1,1,4,4,14,1,1,1,16.6,16.6,70.7%
18,19,Alex Smith(FA),21,36,58.3,163,4.5,2,0,3,6,13,0,0,1,15.8,15.8,5.0%
19,20,Philip Rivers(FA),11,20,55.0,207,10.4,2,1,1,0,0,0,0,1,14.3,14.3,20.6%
20,21,Baker Mayfield(CLE),22,46,47.8,238,5.2,1,2,5,2,8,0,0,1,12.3,12.3,26.4%
21,22,Joe Flacco(NYJ),25,37,67.6,238,6.4,1,1,0,3,4,0,0,1,11.9,11.9,0.3%
22,23,Blake Bortles(NO),15,26,57.7,149,5.7,1,1,3,4,22,0,0,1,10.2,10.2,0.1%
23,24,Eli Manning(FA),24,43,55.8,281,6.5,0,1,4,0,0,0,0,1,9.2,9.2,2.3%
24,25,Josh Rosen(ATL),21,31,67.7,240,7.7,0,1,4,0,0,0,0,1,7.6,7.6,0.0%
25,26,Jared Goff(DET),14,28,50.0,201,7.2,0,1,5,4,14,0,0,1,7.4,7.4,5.3%
26,27,Marcus Mariota(LV),10,15,66.7,117,7.8,0,0,11,2,25,0,0,1,7.2,7.2,0.2%
27,28,Josh Allen(BUF),10,17,58.8,84,4.9,0,0,2,4,20,0,0,1,5.4,5.4,100.0%
28,29,Deshaun Watson(HOU),15,25,60.0,177,7.1,1,2,7,2,2,0,1,1,5.3,5.3,5.0%
29,30,Derek Carr(LV),23,31,74.2,142,4.6,0,0,6,4,31,0,2,1,4.8,4.8,58.1%
30,31,Nathan Peterman(FA),6,12,50.0,61,5.1,1,2,0,1,2,0,0,1,2.6,2.6,0.1%
31,32,Lamar Jackson(BAL),0,0,0,0,0,0,0,0,1,22,0,0,1,2.2,2.2,94.0%
32,33,Geno Smith(SEA),1,1,100.0,8,8.0,0,0,0,2,-2,0,0,1,0.1,0.1,0.6%
33,34,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,35,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
35,36,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
36,37,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
38,39,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
39,40,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
