rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Larry Fitzgerald,3.0,15.0,43.0,14.3,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.3,WR,1,2010,ARI
2.0,Dez Bryant,8.0,13.0,56.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,2.6,WR,1,2010,DAL
3.0,DeSean Jackson,4.0,11.0,30.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.4,WR,1,2010,PHI
273.0,Jason Avant,4.0,7.0,41.0,10.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,PHI
275.0,Jerricho Cotchery,2.0,5.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NYJ
277.0,Jeremy Maclin,4.0,5.0,38.0,9.5,17.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,PHI
278.0,Jordy Nelson,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,1,2010,GB
279.0,James Jones,2.0,3.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,GB
280.0,Jacoby Jones,2.0,6.0,29.0,14.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,HOU
281.0,Hakeem Nicks,4.0,8.0,75.0,18.8,26.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NYG
282.0,Greg Jennings,5.0,10.0,82.0,16.4,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,GB
283.0,Eric Weems,4.0,4.0,36.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,ATL
284.0,Josh Cribbs,2.0,2.0,11.0,5.5,6.0,0.0,0.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,CLE
286.0,Mario Manningham,4.0,4.0,85.0,21.3,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NYG
287.0,Malcom Floyd,3.0,12.0,48.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,SD
288.0,Louis Murphy,4.0,7.0,28.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,OAK
289.0,Lance Moore,3.0,4.0,23.0,7.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NO
290.0,Kevin Walter,2.0,2.0,29.0,14.5,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,HOU
291.0,Josh Morgan,3.0,5.0,32.0,10.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,SF
295.0,Kassim Osgood,1.0,1.0,24.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,JAC
297.0,Eddie Royal,8.0,10.0,98.0,12.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,DEN
298.0,Marques Colston,5.0,6.0,62.0,12.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NO
299.0,Brandon Lloyd,5.0,8.0,117.0,23.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,DEN
300.0,Calvin Johnson,4.0,10.0,45.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,1,2010,DET
301.0,Brian Robiskie,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,CLE
304.0,Braylon Edwards,1.0,3.0,9.0,9.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NYJ
305.0,Brandon Tate,4.0,5.0,36.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NE
306.0,Brandon Marshall,8.0,13.0,53.0,6.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,WR,1,2010,MIA
307.0,Brad Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,NYJ
309.0,Ben Obomanu,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,SEA
310.0,Austin Collie,11.0,12.0,163.0,14.8,73.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,WR,1,2010,IND
311.0,Anquan Boldin,7.0,10.0,110.0,15.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,1,2010,BAL
312.0,Andre Johnson,3.0,5.0,33.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,HOU
313.0,Dwayne Bowe,1.0,5.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,1,2010,KC
