,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Justin Tucker(BAL),4,4,100.0,48,0,2,0,2,0,2,2,1,16.0,16.0,98.0%
1,2,Dan Bailey(FA),4,4,100.0,48,0,0,2,2,0,2,2,1,16.0,16.0,0.0%
2,3,Zane Gonzalez(CAR),4,5,80.0,31,0,3,1,0,0,2,2,1,14.0,14.0,2.6%
3,4,Adam Vinatieri(FA),4,4,100.0,32,0,1,3,0,0,1,1,1,13.0,13.0,0.2%
4,5,Ka'imi Fairbairn(HOU),2,2,100.0,50,0,1,0,0,1,5,7,1,13.0,13.0,0.8%
5,6,Randy Bullock(TEN),3,3,100.0,48,0,2,0,1,0,2,2,1,12.0,12.0,10.8%
6,7,Greg Zuerlein(DAL),3,4,75.0,47,0,0,2,1,0,2,2,1,12.0,12.0,74.2%
7,8,Chris Boswell(PIT),3,3,100.0,41,0,1,1,1,0,2,2,1,12.0,12.0,51.0%
8,9,Mason Crosby(GB),2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,40.7%
9,10,Brandon McManus(DEN),2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,10.0,44.3%
10,11,Josh Lambo(FA),2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,3.2%
11,12,Mike Nugent(FA),2,2,100.0,37,0,1,1,0,0,3,4,1,9.0,9.0,1.0%
12,13,Chase McLaughlin(CLE),2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,7.1%
13,14,Robbie Gould(SF),1,4,25.0,44,0,0,0,1,0,4,4,1,8.0,8.0,22.5%
14,15,Wil Lutz(NO),1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,3.3%
15,16,Jake Elliott(PHI),1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,22.5%
16,17,Harrison Butker(KC),2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,76.6%
17,18,Daniel Carlson(LV),1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,74.3%
18,19,Matt Gay(LAR),1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,89.8%
19,20,Jason Myers(SEA),1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,7.0,22.1%
20,21,Brett Maher(NO),1,3,33.3,36,0,0,1,0,0,3,3,1,6.0,6.0,1.9%
21,22,Matt Bryant(FA),1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,1.1%
22,23,Aldrick Rosas(FA),1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,1.8%
23,24,Joey Slye(WAS),0,2,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,1.6%
24,25,Austin Seibert(DET),1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,0.1%
25,26,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2%
26,27,Stephen Hauschka(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
27,28,Dustin Hopkins(LAC),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,14.5%
28,29,Cairo Santos(CHI),0,4,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.1%
29,30,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
30,31,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
31,32,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
32,33,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,35,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6%
35,36,Sam Ficken(TEN),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
36,37,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
37,38,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,40,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
40,41,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%
41,42,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
42,43,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
43,44,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
45,46,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
46,47,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
48,49,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
49,50,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
52,53,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
53,54,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%
55,56,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
56,57,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Ryan Succop(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4%
59,60,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4%
67,68,Matt Prater(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8%
68,69,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
71,72,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Kai Forbath(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%
