,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Harrison Butker(KC),4,4,100.0,54,0,1,0,2,1,2,2,1,18.0,18.0,76.6%
1,2,Michael Badgley(IND),4,5,80.0,43,0,1,1,2,0,2,2,1,16.0,16.0,19.9%
2,3,Chris Boswell(PIT),4,4,100.0,51,0,2,1,0,1,2,2,1,16.0,16.0,51.0%
3,4,Brett Maher(NO),3,4,75.0,52,0,1,1,0,1,4,4,1,15.0,15.0,1.9%
4,5,Sam Ficken(TEN),3,4,75.0,52,0,1,0,1,1,1,1,1,13.0,13.0,0.1%
5,6,Austin Seibert(DET),4,4,100.0,39,0,1,3,0,0,1,1,1,13.0,13.0,0.1%
6,7,Matt Gay(LAR),2,3,66.7,45,0,0,0,2,0,4,4,1,12.0,12.0,89.8%
7,8,Aldrick Rosas(FA),4,4,100.0,29,0,4,0,0,0,0,1,1,12.0,12.0,1.8%
8,9,Ka'imi Fairbairn(HOU),2,3,66.7,52,0,0,0,1,1,2,3,1,11.0,11.0,0.8%
9,10,Jake Elliott(PHI),3,3,100.0,38,0,2,1,0,0,1,2,1,10.0,10.0,22.5%
10,11,Dustin Hopkins(LAC),3,3,100.0,39,0,1,2,0,0,0,0,1,9.0,9.0,14.5%
11,12,Jason Myers(SEA),2,4,50.0,37,0,1,1,0,0,2,3,1,8.0,8.0,22.1%
12,13,Nick Folk(NE),2,2,100.0,22,1,1,0,0,0,2,2,1,8.0,8.0,81.8%
13,14,Stephen Hauschka(FA),1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,0.0%
14,15,Daniel Carlson(LV),1,2,50.0,32,0,0,1,0,0,4,4,1,7.0,7.0,74.3%
15,16,Justin Tucker(BAL),1,1,100.0,39,0,0,1,0,0,4,5,1,7.0,7.0,98.0%
16,17,Brandon McManus(DEN),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,44.3%
17,18,Jason Sanders(MIA),1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,22.6%
18,19,Matt Prater(ARI),1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,52.8%
19,20,Joey Slye(WAS),1,2,50.0,35,0,0,1,0,0,3,4,1,6.0,6.0,1.6%
20,21,Mason Crosby(GB),1,1,100.0,54,0,0,0,0,1,0,0,1,5.0,5.0,40.7%
21,22,Dan Bailey(FA),1,1,100.0,29,0,1,0,0,0,2,3,1,5.0,5.0,0.0%
22,23,Zane Gonzalez(CAR),1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,2.6%
23,24,Adam Vinatieri(FA),1,2,50.0,25,0,1,0,0,0,1,2,1,4.0,4.0,0.2%
24,25,Robbie Gould(SF),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.5%
25,26,Josh Lambo(FA),1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,3.2%
26,27,Ryan Succop(TB),0,3,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,57.4%
27,28,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.2%
28,29,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
29,30,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
30,31,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
31,32,Wil Lutz(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3%
32,33,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
33,34,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
34,35,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
35,36,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%
36,37,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
37,38,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,39,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
39,40,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
40,41,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,42,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,43,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
43,44,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
44,45,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
45,46,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%
46,47,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
48,49,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
51,52,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
52,53,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4%
63,64,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Greg Zuerlein(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2%
66,67,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%
68,69,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Randy Bullock(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8%
70,71,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
71,72,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Kai Forbath(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%
