,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Joey Slye(WAS),4,4,100.0,54,0,0,2,0,2,0,0,1,16.0,16.0,1.6%
1,2,Eddy Pineiro(NYJ),3,3,100.0,53,0,0,0,1,2,1,1,1,15.0,15.0,0.2%
2,3,Austin Seibert(DET),3,3,100.0,48,0,1,0,2,0,2,2,1,13.0,13.0,0.1%
3,4,Justin Tucker(BAL),3,3,100.0,51,0,1,1,0,1,2,2,1,13.0,13.0,98.0%
4,5,Wil Lutz(NO),3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,3.3%
5,6,Robbie Gould(SF),2,3,66.7,38,0,0,2,0,0,5,5,1,11.0,11.0,22.5%
6,7,Greg Zuerlein(DAL),2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,74.2%
7,8,Zane Gonzalez(CAR),3,3,100.0,22,0,3,0,0,0,0,0,1,9.0,9.0,2.6%
8,9,Matt Gay(LAR),2,3,66.7,40,0,0,1,1,0,2,2,1,9.0,9.0,89.8%
9,10,Chris Boswell(PIT),2,2,100.0,41,0,0,1,1,0,2,2,1,9.0,9.0,51.0%
10,11,Brandon McManus(DEN),2,2,100.0,43,0,0,0,2,0,0,0,1,8.0,8.0,44.3%
11,12,Matt Bryant(FA),1,2,50.0,50,0,0,0,0,1,3,3,1,8.0,8.0,1.1%
12,13,Jake Elliott(PHI),2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,22.5%
13,14,Ka'imi Fairbairn(HOU),2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,0.8%
14,15,Stephen Gostkowski(FA),1,2,50.0,28,0,1,0,0,0,4,6,1,7.0,7.0,0.1%
15,16,Josh Lambo(FA),2,2,100.0,40,0,0,1,1,0,0,0,1,7.0,7.0,3.2%
16,17,Brett Maher(NO),1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,1.9%
17,18,Cairo Santos(CHI),1,2,50.0,49,0,0,0,1,0,2,2,1,6.0,6.0,2.1%
18,19,Randy Bullock(TEN),1,2,50.0,37,0,0,1,0,0,2,2,1,5.0,5.0,10.8%
19,20,Sam Ficken(TEN),1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,0.1%
