,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Harrison Butker(KC),4,5,80.0,43,0,0,2,2,0,2,3,1,16.0,16.0,76.6%
1,2,Younghoe Koo(ATL),4,4,100.0,48,0,0,3,1,0,2,2,1,15.0,15.0,40.9%
2,3,Matt Gay(LAR),3,3,100.0,45,0,0,1,2,0,3,3,1,14.0,14.0,89.8%
3,4,Jason Sanders(MIA),3,3,100.0,48,0,0,0,3,0,1,1,1,13.0,13.0,22.6%
4,5,Chase McLaughlin(CLE),3,4,75.0,47,0,0,1,2,0,1,1,1,12.0,12.0,7.1%
5,6,Sam Ficken(TEN),2,3,66.7,53,0,0,1,0,1,4,4,1,12.0,12.0,0.1%
6,7,Jason Myers(SEA),2,2,100.0,46,0,0,0,2,0,3,3,1,11.0,11.0,22.1%
7,8,Zane Gonzalez(CAR),2,2,100.0,54,0,0,1,0,1,3,3,1,11.0,11.0,2.6%
8,9,Wil Lutz(NO),3,3,100.0,47,0,2,0,1,0,0,0,1,10.0,10.0,3.3%
9,10,Matt Prater(ARI),2,2,100.0,54,0,1,0,0,1,1,1,1,9.0,9.0,52.8%
10,11,Daniel Carlson(LV),2,3,66.7,40,0,1,0,1,0,2,3,1,9.0,9.0,74.3%
11,12,Austin Seibert(DET),2,2,100.0,47,0,1,0,1,0,1,2,1,8.0,8.0,0.1%
12,13,Dan Bailey(FA),2,2,100.0,27,0,2,0,0,0,2,2,1,8.0,8.0,0.0%
13,14,Randy Bullock(TEN),2,2,100.0,42,0,0,1,1,0,1,1,1,8.0,8.0,10.8%
14,15,Justin Tucker(BAL),0,0,0,0,0,0,0,0,0,7,7,1,7.0,7.0,98.0%
15,16,Mason Crosby(GB),1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,40.7%
16,17,Michael Badgley(IND),1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,19.9%
17,18,Adam Vinatieri(FA),2,2,100.0,39,0,1,1,0,0,0,1,1,6.0,6.0,0.2%
18,19,Joey Slye(WAS),1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,1.6%
19,20,Brett Maher(NO),1,2,50.0,23,0,1,0,0,0,3,3,1,6.0,6.0,1.9%
20,21,Chris Boswell(PIT),1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,51.0%
21,22,Greg Zuerlein(DAL),1,2,50.0,30,0,0,1,0,0,1,1,1,4.0,4.0,74.2%
22,23,Ryan Succop(TB),0,0,0,0,0,0,0,0,0,3,4,1,3.0,3.0,57.4%
23,24,Stephen Hauschka(FA),0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
