,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Matt Prater(ARI),5,5,100.0,54,0,2,0,1,2,1,1,1,21.0,21.0,52.8%
1,2,Joey Slye(WAS),3,5,60.0,49,0,1,0,2,0,4,4,1,15.0,15.0,1.6%
2,3,Brett Maher(NO),3,4,75.0,62,0,0,1,0,2,1,1,1,14.0,14.0,1.9%
3,4,Brandon McManus(DEN),3,3,100.0,53,0,0,1,1,1,1,1,1,13.0,13.0,44.3%
4,5,Justin Tucker(BAL),3,3,100.0,49,0,1,0,2,0,2,2,1,13.0,13.0,98.0%
5,6,Mason Crosby(GB),3,3,100.0,48,0,1,1,1,0,2,2,1,12.0,12.0,40.7%
6,7,Zane Gonzalez(CAR),2,2,100.0,39,0,1,1,0,0,4,4,1,10.0,10.0,2.6%
7,8,Jake Elliott(PHI),2,2,100.0,53,0,0,0,1,1,2,2,1,10.0,10.0,22.5%
8,9,Matt Bryant(FA),2,2,100.0,44,0,1,0,1,0,3,4,1,10.0,10.0,1.1%
9,10,Jason Myers(SEA),2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,8.0,22.1%
10,11,Robbie Gould(SF),2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,22.5%
11,12,Dan Bailey(FA),1,1,100.0,39,0,0,1,0,0,5,5,1,8.0,8.0,0.0%
12,13,Wil Lutz(NO),2,2,100.0,47,0,1,0,1,0,1,1,1,8.0,8.0,3.3%
13,14,Harrison Butker(KC),1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,7.0,76.6%
14,15,Ka'imi Fairbairn(HOU),1,2,50.0,44,0,0,0,1,0,2,3,1,6.0,6.0,0.8%
15,16,Matt Gay(LAR),1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,89.8%
16,17,Sam Ficken(TEN),1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,0.1%
17,18,Josh Lambo(FA),2,2,100.0,32,0,1,1,0,0,0,0,1,6.0,6.0,3.2%
18,19,Chris Boswell(PIT),1,1,100.0,20,0,1,0,0,0,3,3,1,6.0,6.0,51.0%
19,20,Randy Bullock(TEN),1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,10.8%
20,21,Chase McLaughlin(CLE),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,7.1%
21,22,Mike Nugent(FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,1.0%
22,23,Dustin Hopkins(LAC),1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,14.5%
