,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Dustin Hopkins(LAC),4,4,100.0,42,0,1,2,1,0,1,1,1,14.0,14.0,14.5%
1,2,Chase McLaughlin(CLE),3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,14.0,7.1%
2,3,Austin Seibert(DET),2,3,66.7,40,0,1,0,1,0,5,5,1,12.0,12.0,0.1%
3,4,Chris Boswell(PIT),3,3,100.0,47,0,2,0,1,0,1,1,1,11.0,11.0,51.0%
4,5,Wil Lutz(NO),2,2,100.0,41,0,0,1,1,0,4,4,1,11.0,11.0,3.3%
5,6,Matt Prater(ARI),3,4,75.0,49,0,2,0,1,0,1,1,1,11.0,11.0,52.8%
6,7,Younghoe Koo(ATL),3,3,100.0,40,0,1,1,1,0,1,1,1,11.0,11.0,40.9%
7,8,Brett Maher(NO),3,4,75.0,46,0,2,0,1,0,0,0,1,10.0,10.0,1.9%
8,9,Sam Ficken(TEN),2,3,66.7,35,0,1,1,0,0,4,4,1,10.0,10.0,0.1%
9,10,Joey Slye(WAS),2,3,66.7,52,0,0,0,1,1,1,3,1,10.0,10.0,1.6%
10,11,Josh Lambo(FA),2,2,100.0,50,0,0,0,1,1,0,0,1,9.0,9.0,3.2%
11,12,Nick Folk(NE),2,4,50.0,44,0,0,0,2,0,1,1,1,9.0,9.0,81.8%
12,13,Justin Tucker(BAL),1,1,100.0,34,0,0,1,0,0,6,6,1,9.0,9.0,98.0%
13,14,Ka'imi Fairbairn(HOU),2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,0.8%
14,15,Stephen Hauschka(FA),2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,8.0,0.0%
15,16,Eddy Pineiro(NYJ),2,2,100.0,26,0,2,0,0,0,1,2,1,7.0,7.0,0.2%
16,17,Greg Zuerlein(DAL),2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,74.2%
17,18,Jason Sanders(MIA),1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,22.6%
18,19,Ryan Succop(TB),0,0,0,0,0,0,0,0,0,6,6,1,6.0,6.0,57.4%
