rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Frank Gore,23.0,107.0,4.7,34.0,0.0,2.0,2.0,4.0,25.0,12.5,0.0,0.0,1.0,25.2,25.2,12.2,SF,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,MIN,RB,17,2009
2.0,Adrian Peterson,9.0,54.0,6.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.5,11.5,4.9,CHI,RB,17,2009
3.0,LeSean McCoy,1.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,1.0,0.9,0.9,2.0,PHI,RB,17,2009
168.0,Jalen Parmele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BAL,RB,17,2009
170.0,Felix Jones,15.0,91.0,6.1,49.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,DAL,RB,17,2009
171.0,Donald Brown,4.0,-4.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,IND,RB,17,2009
172.0,Jamaal Charles,25.0,259.0,10.4,56.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.1,KC,RB,17,2009
174.0,Justin Forsett,10.0,74.0,7.4,24.0,0.0,0.0,2.0,3.0,14.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,SEA,RB,17,2009
175.0,Jason Snelling,25.0,147.0,5.9,22.0,0.0,0.0,3.0,3.0,21.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,ATL,RB,17,2009
176.0,Jonathan Stewart,16.0,125.0,7.8,67.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CAR,RB,17,2009
177.0,John Kuhn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,GB,RB,17,2009
178.0,Jerome Harrison,33.0,127.0,3.8,17.0,0.0,1.0,2.0,2.0,20.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,CLE,RB,17,2009
179.0,Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,37.0,18.5,0.0,0.0,1.0,0.0,0.0,0.0,DET,RB,17,2009
180.0,Knowshon Moreno,14.0,50.0,3.6,18.0,0.0,2.0,3.0,3.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,DEN,RB,17,2009
181.0,Brian Leonard,1.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CIN,RB,17,2009
