,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,60,60,95,3,0,62,62,5.8,9.7
1,Adrian Peterson,RB,DET,1,12,12,27,125,8,133,133,11.8,98.3
2,Ben Roethlisberger,QB,PIT,1,58,58,89,5,0,43,43,11.0,19.0
3,Danny Amendola,WR,DET,1,20,20,44,0,10,10,10,3.1,15.5
4,Frank Gore,RB,NYJ,1,25,25,35,44,16,60,60,7.0,28.0
5,Joe Flacco,QB,NYJ,1,71,71,100,1,0,63,63,6.4,9.0
6,Julian Edelman,WR,NE,1,43,43,75,0,14,9,19,2.3,5.3
7,Larry Fitzgerald,WR,ARI,1,38,38,61,0,11,8,11,2.2,5.8
8,LeSean McCoy,RB,TB,1,19,19,30,21,5,26,26,0.7,3.7
9,Marcedes Lewis,TE,GB,1,21,21,33,0,10,0,10,0.0,0.0
10,Matt Ryan,QB,ATL,1,80,80,98,5,0,55,55,31.6,39.5
11,Matthew Stafford,QB,DET,1,45,45,100,11,0,80,80,13.3,29.6
12,Philip Rivers,QB,IND,1,63,63,100,2,0,71,71,25.7,40.8
13,Ryan Fitzpatrick,QB,MIA,1,51,51,91,2,0,55,55,18.0,35.3
14,Ted Ginn Jr.,WR,CHI,1,3,3,5,0,0,0,0,0.0,0.0
15,Tom Brady,QB,TB,1,55,55,86,0,0,49,49,14.6,26.5
16,Golden Tate,WR,NYG,1,30,30,61,0,3,3,3,1.1,3.7
17,Andre Roberts,WR,BUF,1,1,1,2,0,0,0,0,0.0,0.0
18,Jimmy Graham,TE,CHI,1,45,45,68,0,18,11,18,3.4,7.6
19,Rob Gronkowski,TE,TB,1,54,54,84,0,15,9,15,13.8,25.6
20,A.J. Green,WR,CIN,1,58,58,79,0,19,14,19,9.6,16.6
21,Blaine Gabbert,QB,TB,1,9,9,14,33,0,44,44,0.2,2.2
