,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,74,74,100,3,0,58,58,22.5,30.4
1,Adrian Peterson,RB,DET,1,12,12,19,42,8,50,50,1.2,10.0
2,Ben Roethlisberger,QB,PIT,1,53,53,98,0,0,60,60,15.3,28.9
3,Chad Henne,QB,KC,1,12,12,18,8,0,42,42,0.7,5.8
4,Danny Amendola,WR,DET,1,41,41,66,0,10,7,10,5.4,13.2
5,Drew Brees,QB,NO,1,70,70,95,4,0,63,63,19.6,28.0
6,Frank Gore,RB,NYJ,1,22,22,39,45,0,45,45,3.0,13.6
7,Greg Olsen,TE,SEA,1,37,37,54,0,11,0,11,0.0,0.0
8,Jared Cook,TE,NO,1,40,40,54,0,18,13,18,11.1,27.8
9,Jason Witten,TE,LV,1,38,38,53,0,5,5,5,2.1,5.5
10,Marcedes Lewis,TE,GB,1,20,20,27,0,0,0,0,0.0,0.0
11,Matt Ryan,QB,ATL,1,70,70,100,9,0,51,51,18.9,27.0
12,Matthew Stafford,QB,DET,1,61,61,98,2,0,70,70,23.4,38.4
13,Philip Rivers,QB,IND,1,77,77,100,3,0,45,45,22.3,29.0
14,Tom Brady,QB,TB,1,70,70,99,1,0,59,59,19.1,27.3
15,Golden Tate,WR,NYG,1,38,38,51,0,8,8,11,9.8,25.8
16,Jimmy Graham,TE,CHI,1,44,44,63,0,16,5,16,1.3,3.0
17,Rob Gronkowski,TE,TB,1,50,50,70,0,8,8,8,10.1,20.2
18,A.J. Green,WR,CIN,1,62,62,84,0,8,3,8,1.9,3.1
19,Julio Jones,WR,ATL,1,58,58,83,0,17,12,17,13.7,23.6
20,Cam Newton,QB,NE,1,65,65,100,14,0,52,52,18.4,28.3
21,Kyle Rudolph,TE,MIN,1,39,39,74,0,3,3,3,1.2,3.1
22,Luke Stocker,TE,ATL,1,34,34,49,0,0,0,0,0.0,0.0
23,Dion Lewis,RB,NYG,1,21,21,28,0,14,10,14,6.8,32.4
24,Lee Smith,TE,BUF,1,8,8,14,0,0,0,0,0.0,0.0
25,Ryan Tannehill,QB,TEN,1,62,62,98,3,0,52,52,18.3,29.5
26,Nick Foles,QB,CHI,1,69,69,99,0,0,59,59,17.9,25.9
27,Kirk Cousins,QB,MIN,1,52,52,98,0,0,27,27,10.4,20.0
28,Russell Wilson,QB,SEA,1,68,68,99,9,0,63,63,28.7,42.2
29,T.Y. Hilton,WR,IND,1,28,28,36,0,7,7,7,0.9,3.2
30,Marvin Jones Jr.,WR,DET,1,60,60,97,0,12,5,12,15.9,26.5
31,Alfred Morris,RB,NYG,1,21,21,28,38,0,38,38,2.8,13.3
32,Derek Carrier,TE,LV,1,1,1,1,0,0,0,0,0.0,0.0
33,Cole Beasley,WR,BUF,1,36,36,61,0,6,6,6,2.4,6.7
34,Travis Kelce,TE,KC,1,50,50,76,0,24,16,24,16.9,33.8
35,Robert Woods,WR,LAR,1,88,88,93,2,9,10,11,21.4,24.3
36,Cordarrelle Patterson,RB,CHI,1,10,10,14,10,20,30,30,0.5,5.0
37,Keenan Allen,WR,LAC,1,85,85,98,0,14,12,15,12.7,14.9
38,Giovani Bernard,RB,CIN,1,47,47,64,32,9,38,40,19.8,42.1
39,Le'Veon Bell,RB,KC,1,17,17,26,35,18,53,53,3.8,22.4
40,Rex Burkhead,RB,NE,1,32,32,49,19,3,22,22,3.1,9.7
41,Levine Toilolo,TE,NYG,1,21,21,28,0,10,5,10,0.9,4.3
42,Vance McDonald,TE,PIT,1,22,22,41,0,0,0,0,0.0,0.0
43,Kyle Juszczyk,RB,SF,1,27,27,39,0,7,7,7,2.1,7.8
44,Luke Willson,TE,SEA,1,3,3,4,0,0,0,0,0.0,0.0
45,Latavius Murray,RB,NO,1,18,18,24,44,17,61,61,3.1,17.2
46,Ryan Griffin,TE,NYJ,1,16,16,28,0,0,0,0,0.0,0.0
47,Demetrius Harris,TE,CHI,1,5,5,7,0,0,0,0,0.0,0.0
48,Jack Doyle,TE,IND,1,45,45,58,0,7,4,7,7.8,17.3
49,Teddy Bridgewater,QB,CAR,1,48,48,89,10,0,58,58,13.0,27.1
50,Derek Carr,QB,LV,1,72,72,100,8,0,42,42,12.5,17.4
51,Mike Evans,WR,TB,1,63,63,89,0,11,8,11,11.5,18.3
52,Davante Adams,WR,GB,1,70,70,95,0,16,10,16,23.3,33.3
53,Allen Robinson II,WR,CHI,1,68,68,97,0,10,9,10,14.7,21.6
54,Jarvis Landry,WR,CLE,1,38,38,78,0,29,11,29,5.2,13.7
55,Eric Ebron,TE,PIT,1,46,46,85,0,11,9,11,10.8,23.5
56,Trey Burton,TE,IND,1,39,39,51,3,10,10,13,7.1,18.2
57,James White,RB,NE,1,31,31,48,6,13,13,19,3.5,11.3
58,Jimmy Garoppolo,QB,SF,1,41,41,59,10,0,49,49,2.8,6.8
59,Jerick McKinnon,RB,SF,1,35,35,50,9,11,20,20,9.9,28.3
60,John Brown,WR,BUF,1,47,47,80,0,4,2,4,2.1,4.5
61,Richard Rodgers,TE,PHI,1,16,16,25,0,0,0,0,0.0,0.0
62,Willie Snead IV,WR,BAL,1,59,59,71,0,12,8,12,10.6,18.0
63,Keith Smith,RB,ATL,1,17,17,24,0,6,0,6,0.0,0.0
64,Adam Thielen,WR,MIN,1,47,47,89,0,9,6,9,2.7,5.7
65,Cameron Brate,TE,TB,1,12,12,17,0,17,17,17,3.5,29.2
66,Josh Hill,TE,NO,1,22,22,30,0,5,5,5,0.7,3.2
67,Amari Cooper,WR,DAL,1,59,59,74,0,8,2,8,0.5,0.8
68,DeVante Parker,WR,MIA,1,29,29,59,0,7,3,7,6.3,21.7
69,Melvin Gordon III,RB,DEN,1,36,36,55,22,19,39,42,4.7,13.1
70,Todd Gurley II,RB,ATL,1,36,36,51,50,0,50,50,10.6,29.4
71,Tevin Coleman,RB,SF,1,6,6,9,50,0,50,50,2.0,33.3
72,Mike Davis,RB,CAR,1,46,46,85,28,4,30,33,7.7,16.7
73,Malcolm Brown,RB,LAR,1,57,57,60,18,4,21,21,5.7,10.0
74,Jesse James,TE,DET,1,20,20,32,0,5,5,5,2.3,11.5
75,Tyler Kroft,TE,BUF,1,37,37,63,0,3,3,3,1.1,3.0
76,Nick Boyle,TE,BAL,1,50,50,60,0,2,0,2,0.0,0.0
77,MyCole Pruitt,TE,TEN,1,17,17,27,0,6,0,6,0.0,0.0
78,Blake Bell,TE,DAL,1,41,41,51,0,0,0,0,0.0,0.0
79,Nelson Agholor,WR,LV,1,56,56,78,0,4,0,4,0.0,0.0
80,Tyler Lockett,WR,SEA,1,59,59,86,0,8,7,8,3.3,5.6
81,Stefon Diggs,WR,BUF,1,53,53,90,0,17,11,17,9.2,17.4
82,Chris Manhertz,TE,CAR,1,19,19,35,0,5,5,5,0.6,3.2
83,Darren Waller,TE,LV,1,57,57,79,0,11,9,11,2.7,4.7
84,Michael Burton,RB,NO,1,11,11,15,9,0,9,9,0.1,0.9
85,Damiere Byrd,WR,NE,1,65,65,100,0,6,5,6,3.9,6.0
86,Adam Humphries,WR,TEN,1,12,12,19,0,17,0,17,0.0,0.0
87,Beau Brinkley,TE,TEN,1,1,1,2,0,0,0,0,0.0,0.0
88,Ezekiel Elliott,RB,DAL,1,62,62,78,31,3,32,34,7.3,11.8
89,Jared Goff,QB,LAR,1,95,95,100,0,0,64,64,12.2,12.8
90,Derrick Henry,RB,TEN,1,33,33,52,55,3,55,58,17.2,52.1
91,Carson Wentz,QB,PHI,1,63,63,100,6,0,49,49,10.6,16.8
92,Tyler Boyd,WR,CIN,1,55,55,74,4,13,15,16,13.6,24.7
93,Devontae Booker,RB,LV,1,10,10,14,50,10,60,60,4.6,46.0
94,Pharoh Cooper,WR,CAR,1,2,2,4,0,0,0,0,0.0,0.0
95,Hunter Henry,TE,LAC,1,84,84,97,0,5,5,5,3.3,3.9
96,Sterling Shepard,WR,NYG,1,52,52,69,0,19,15,19,7.4,14.2
97,Rashard Higgins,WR,CLE,1,35,35,71,0,9,3,9,1.4,4.0
