,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,62,62,94,2,0,52,52,28.9,46.6
1,Adrian Peterson,RB,DET,1,20,20,27,40,25,55,65,4.3,21.5
2,Alex Smith,QB,WAS,1,44,44,81,0,0,73,73,14.0,31.8
3,Ben Roethlisberger,QB,PIT,1,65,65,94,2,0,66,66,25.0,38.5
4,Chase Daniel,QB,DET,1,15,15,20,7,0,93,93,7.3,48.7
5,Danny Amendola,WR,DET,1,48,48,64,2,21,17,23,7.9,16.5
6,Drew Brees,QB,NO,1,60,60,82,3,0,57,57,22.7,37.8
7,Frank Gore,RB,NYJ,1,23,23,50,52,9,61,61,5.9,25.7
8,Greg Olsen,TE,SEA,1,26,26,40,0,12,8,12,1.3,5.0
9,Jared Cook,TE,NO,1,26,26,36,0,12,8,12,1.0,3.8
10,Jason Witten,TE,LV,1,21,21,41,0,5,5,5,0.0,0.0
11,Joe Flacco,QB,NYJ,1,46,46,100,0,0,54,54,21.5,46.7
12,Larry Fitzgerald,WR,ARI,1,51,51,74,0,10,8,10,5.4,10.6
13,Marcedes Lewis,TE,GB,1,32,32,48,0,3,3,3,6.1,19.1
14,Matt Ryan,QB,ATL,1,71,71,100,4,0,54,54,23.4,33.0
15,Matthew Stafford,QB,DET,1,60,60,80,0,0,53,53,10.4,17.3
16,Philip Rivers,QB,IND,1,67,67,99,0,0,64,64,8.1,12.1
17,Tom Brady,QB,TB,1,49,49,98,0,0,78,78,5.4,11.0
18,Dez Bryant,WR,BAL,1,2,2,3,0,0,0,0,0.0,0.0
19,Emmanuel Sanders,WR,NO,1,22,22,30,0,23,18,23,9.8,44.5
20,Jimmy Graham,TE,CHI,1,50,50,65,0,12,12,12,11.5,23.0
21,Rob Gronkowski,TE,TB,1,27,27,54,0,22,4,22,0.2,0.7
22,Antonio Brown,WR,TB,1,39,39,78,0,13,8,13,3.1,7.9
23,Blaine Gabbert,QB,TB,1,1,1,2,100,0,100,100,-0.1,-10.0
24,Julio Jones,WR,ATL,1,63,63,89,0,11,8,11,11.4,18.1
25,Cam Newton,QB,NE,1,81,81,100,12,0,56,56,24.6,30.4
26,Randall Cobb,WR,HOU,1,37,37,57,0,8,8,8,2.1,5.7
