Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Ryan Fitzpatrick(WAS),20,30,66.7,220,7.3,3,0,3,2,4,0,0,1,21.2,21.2,6.1%
2,Alex Smith(FA),25,39,64.1,309,7.9,3,2,2,3,16,0,1,1,20.0,20.0,5.0%
3,Aaron Rodgers(GB),27,46,58.7,293,6.4,1,1,4,4,30,0,0,1,16.7,16.7,97.4%
4,Joe Flacco(NYJ),14,25,56.0,196,7.8,0,0,1,5,20,1,0,1,15.8,15.8,0.3%
5,Drew Brees(FA),24,39,61.5,279,7.2,2,3,1,2,2,0,0,1,13.4,13.4,35.7%
6,Matt Ryan(ATL),16,28,57.1,187,6.7,1,0,2,5,5,0,1,1,10.0,10.0,36.3%
7,Matt Schaub(FA),16,34,47.1,196,5.8,0,1,3,1,-1,0,1,1,3.7,3.7,0.0%
8,Josh Johnson(BAL),2,2,100.0,4,2.0,0,0,0,0,0,0,0,1,0.2,0.2,1.1%
9,Drew Stanton(FA),1,1,100.0,11,11.0,0,0,0,3,-3,0,0,1,0.1,0.1,0.0%
10,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
11,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
12,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
13,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
14,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
15,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
16,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
17,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
