Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),4,7,96,24.0,52,0,2,0,0,0,0,1,21.6,21.6,97.7%
2,Jason Witten(FA),3,3,85,28.3,59,0,1,0,0,0,0,1,14.5,14.5,0.1%
3,Kyle Rudolph(FA),3,5,7,2.3,4,0,1,0,0,0,0,1,6.7,6.7,0.3%
4,Marcedes Lewis(GB),7,11,64,9.1,18,0,0,0,0,0,0,1,6.4,6.4,0.2%
5,Jared Cook(LAC),5,9,51,10.2,22,0,0,0,0,0,0,1,5.1,5.1,50.2%
6,Greg Olsen(FA),3,9,23,7.7,8,0,0,0,0,0,0,1,2.3,2.3,7.0%
7,Bruce Miller(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
8,Luke Stocker(MIN),1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
9,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
10,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
11,Alex Smith(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
12,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
13,Chris Myarick(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
14,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
15,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
16,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
17,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
18,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
19,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
20,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
21,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
22,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
24,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
25,Stephen Carlson(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
26,Carson Meier(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
27,Austin Fort(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
