rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,New England Patriots,1,3,1,2,2,0,1,1,21.0,21.0,93.2,NE,DST,11,2012
2,Green Bay Packers,5,2,2,1,1,0,0,1,20.0,20.0,60.6,GB,DST,11,2012
3,Washington Commanders,4,2,1,3,0,0,0,1,17.0,17.0,27.5,WAS,DST,11,2012
4,San Francisco 49ers,6,2,0,2,0,1,0,1,16.0,16.0,79.5,SF,DST,11,2012
5,New Orleans Saints,3,2,0,0,1,0,0,1,14.0,14.0,79.3,NO,DST,11,2012
6,Arizona Cardinals,1,5,1,2,0,0,0,1,14.0,14.0,60.9,ARI,DST,11,2012
7,Cincinnati Bengals,4,0,1,2,0,0,0,1,13.0,13.0,14.7,CIN,DST,11,2012
8,Baltimore Ravens,3,1,2,2,0,0,1,1,13.0,13.0,51.9,BAL,DST,11,2012
9,Carolina Panthers,1,2,1,1,1,0,0,1,13.0,13.0,27.8,CAR,DST,11,2012
10,Atlanta Falcons,3,0,1,1,1,0,0,1,12.0,12.0,5.8,ATL,DST,11,2012
11,Denver Broncos,4,2,1,3,0,0,0,1,11.0,11.0,48.5,DEN,DST,11,2012
12,New York Jets,1,1,2,3,0,0,0,1,11.0,11.0,3.3,NYJ,DST,11,2012
13,Buffalo Bills,3,2,1,1,0,0,1,1,10.0,10.0,95.9,BUF,DST,11,2012
14,Cleveland Browns,7,0,1,1,0,0,0,1,9.0,9.0,40.8,CLE,DST,11,2012
15,Detroit Lions,3,1,0,1,0,0,0,1,6.0,6.0,1.1,DET,DST,11,2012
16,Pittsburgh Steelers,2,0,0,1,0,0,0,1,6.0,6.0,44.6,PIT,DST,11,2012
17,Dallas Cowboys,2,0,1,2,0,0,0,1,5.0,5.0,82.9,DAL,DST,11,2012
18,Tampa Bay Buccaneers,2,0,1,0,0,0,0,1,5.0,5.0,98.0,TB,DST,11,2012
19,Miami Dolphins,3,0,0,2,0,0,1,1,4.0,4.0,60.2,MIA,DST,11,2012
20,Jacksonville Jaguars,2,2,1,2,0,0,0,1,4.0,4.0,6.9,JAC,DST,11,2012
21,Kansas City Chiefs,2,0,0,1,0,0,0,1,1.0,1.0,45.7,KC,DST,11,2012
22,Chicago Bears,2,0,0,0,0,0,0,1,1.0,1.0,35.9,CHI,DST,11,2012
23,Philadelphia Eagles,2,0,0,1,0,0,0,1,1.0,1.0,52.5,PHI,DST,11,2012
24,Tennessee Titans,0,0,0,0,0,0,0,0,0.0,0.0,48.4,TEN,DST,11,2012
25,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,11,2012
26,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,11,2012
27,Seattle Seahawks,0,0,0,0,0,0,0,0,0.0,0.0,39.4,SEA,DST,11,2012
28,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,11,2012
29,New York Giants,0,0,0,0,0,0,0,0,0.0,0.0,4.5,NYG,DST,11,2012
30,Minnesota Vikings,0,0,0,0,0,0,0,0,0.0,0.0,28.0,MIN,DST,11,2012
31,Houston Texans,2,0,1,1,0,0,0,1,0.0,0.0,6.4,HOU,DST,11,2012
32,Indianapolis Colts,0,0,0,1,0,0,0,1,-4.0,-4.0,66.4,IND,DST,11,2012
