rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Seattle Seahawks,3,4,4,2,2,0,0,1,41.0,41.0,39.4,SEA,DST,14,2012
2,Tennessee Titans,4,2,0,1,1,0,0,1,14.0,14.0,48.4,TEN,DST,14,2012
3,Minnesota Vikings,2,2,0,1,1,0,0,1,13.0,13.0,28.0,MIN,DST,14,2012
4,Green Bay Packers,1,1,1,0,1,0,0,1,12.0,12.0,60.6,GB,DST,14,2012
5,Indianapolis Colts,1,2,0,0,1,0,0,1,12.0,12.0,66.4,IND,DST,14,2012
6,New York Jets,3,2,0,0,0,0,0,1,11.0,11.0,3.3,NYJ,DST,14,2012
7,Cleveland Browns,5,1,0,0,0,0,1,1,11.0,11.0,40.8,CLE,DST,14,2012
8,Denver Broncos,1,1,1,1,0,0,0,1,9.0,9.0,48.5,DEN,DST,14,2012
9,New York Giants,1,2,2,2,0,0,1,1,9.0,9.0,4.5,NYG,DST,14,2012
10,Tampa Bay Buccaneers,6,0,1,0,0,0,0,1,8.0,8.0,98.0,TB,DST,14,2012
11,San Francisco 49ers,2,0,1,1,0,0,0,1,8.0,8.0,79.5,SF,DST,14,2012
12,Dallas Cowboys,5,1,0,0,0,0,0,1,8.0,8.0,82.9,DAL,DST,14,2012
13,Cincinnati Bengals,3,1,0,0,0,0,0,1,6.0,6.0,14.7,CIN,DST,14,2012
14,New Orleans Saints,0,2,0,0,1,0,0,1,6.0,6.0,79.3,NO,DST,14,2012
15,Jacksonville Jaguars,1,0,2,2,0,0,0,1,6.0,6.0,6.9,JAC,DST,14,2012
16,Washington Commanders,2,1,1,1,0,0,0,1,5.0,5.0,27.5,WAS,DST,14,2012
17,Detroit Lions,3,0,1,2,0,0,0,1,5.0,5.0,1.1,DET,DST,14,2012
18,Carolina Panthers,2,1,0,0,0,0,0,1,5.0,5.0,27.8,CAR,DST,14,2012
19,New England Patriots,2,1,0,1,0,0,0,1,5.0,5.0,93.2,NE,DST,14,2012
20,Miami Dolphins,4,0,0,1,0,0,0,1,4.0,4.0,60.2,MIA,DST,14,2012
21,Chicago Bears,1,1,0,1,0,0,0,1,4.0,4.0,35.9,CHI,DST,14,2012
22,Buffalo Bills,1,1,0,1,0,0,0,1,4.0,4.0,95.9,BUF,DST,14,2012
23,Baltimore Ravens,3,0,1,1,0,0,0,1,4.0,4.0,51.9,BAL,DST,14,2012
24,Kansas City Chiefs,3,0,0,1,0,0,0,1,2.0,2.0,45.7,KC,DST,14,2012
25,Philadelphia Eagles,2,0,0,0,0,0,0,1,2.0,2.0,52.5,PHI,DST,14,2012
26,Atlanta Falcons,1,0,0,1,0,0,0,1,0.0,0.0,5.8,ATL,DST,14,2012
27,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,14,2012
28,Pittsburgh Steelers,1,0,0,0,0,0,0,1,0.0,0.0,44.6,PIT,DST,14,2012
29,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,14,2012
30,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,14,2012
31,Houston Texans,1,1,0,2,0,0,0,1,-1.0,-1.0,6.4,HOU,DST,14,2012
32,Arizona Cardinals,1,1,0,0,0,0,0,1,-1.0,-1.0,60.9,ARI,DST,14,2012
