Player,REC,YDS,TDS,FL,FPTS
Travis KelceKC,7.1,89.4,0.8,0.1,13.4
Darren WallerLV,6.8,80.3,0.6,0.1,11.4
George KittleSF,5.4,69.0,0.5,0.1,10.1
Mark AndrewsBAL,4.9,59.1,0.6,0.0,9.5
T.J. HockensonDET,4.9,57.5,0.5,0.0,8.5
Rob GronkowskiTB,3.5,44.3,0.6,0.0,8.2
Noah FantSEA,4.6,54.8,0.5,0.0,8.2
Robert TonyanGB,3.3,38.4,0.6,0.0,7.1
Logan ThomasWAS,4.3,43.7,0.4,0.0,7.0
Tyler HigbeeLAR,4.0,44.1,0.4,0.0,6.7
Jared CookLAC,3.7,45.6,0.4,0.0,6.7
Dallas GoedertPHI,3.7,40.5,0.4,0.0,6.7
Jonnu SmithNE,3.2,34.2,0.4,0.0,5.8
Kyle PittsATL,4.2,45.5,0.2,0.0,5.8
Austin HooperCLE,3.3,35.7,0.3,0.0,5.2
Cole KmetCHI,3.5,36.2,0.2,0.0,5.0
Hunter HenryNE,3.0,34.5,0.2,0.0,4.8
Mike GesickiMIA,2.9,34.2,0.2,0.0,4.8
Hayden HurstATL,3.2,32.6,0.2,0.0,4.4
Dawson KnoxBUF,2.5,29.4,0.2,0.0,4.2
Zach ErtzARI,2.9,30.0,0.2,0.0,4.0
Adam TrautmanNO,2.5,28.2,0.2,0.0,3.9
Anthony FirkserTEN,2.7,30.7,0.1,0.0,3.9
Dalton SchultzDAL,2.8,28.6,0.2,0.0,3.8
David NjokuCLE,1.9,25.8,0.2,0.0,3.6
Albert OkwuegbunamDEN,2.3,26.2,0.2,0.1,3.6
Tyler ConklinMIN,2.7,29.0,0.1,0.0,3.6
C.J. UzomahCIN,2.5,25.7,0.1,0.0,3.4
Blake JarwinDAL,2.3,24.7,0.2,0.0,3.4
Dan ArnoldJAC,1.8,22.7,0.2,0.0,3.3
Tyler KroftNYJ,2.3,24.3,0.1,0.0,3.2
Pharaoh BrownHOU,2.0,24.4,0.1,0.0,3.1
Juwan JohnsonNO,1.8,22.6,0.1,0.0,3.0
James O'ShaughnessyJAC,2.5,25.1,0.1,0.0,3.0
Will DisslySEA,1.8,19.8,0.2,0.0,2.9
Jordan AkinsHOU,2.1,22.2,0.1,0.0,2.9
Pat FreiermuthPIT,1.7,18.5,0.1,0.0,2.6
Mo Alie-CoxIND,1.8,19.8,0.1,0.0,2.6
Harrison BryantCLE,1.2,13.8,0.2,0.0,2.2
Donald Parham Jr.LAC,1.3,15.8,0.1,0.0,2.0
Jimmy GrahamCHI,1.2,13.8,0.1,0.0,2.0
Geoff SwaimTEN,1.3,13.3,0.1,0.0,1.8
