Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Russell Wilson(DEN),29,43,67.4,378,8.8,5,0,3,1,21,0,0,1,39.2,39.2,90.4%
2,Jimmy Garoppolo(SF),28,37,75.7,317,8.6,4,0,1,3,2,0,0,1,28.9,28.9,23.3%
3,Lamar Jackson(BAL),17,23,73.9,163,7.1,1,0,1,16,61,2,0,1,28.6,28.6,94.0%
4,Matthew Stafford(LAR),26,41,63.4,406,9.9,3,1,2,3,6,0,1,1,25.8,25.8,97.2%
5,Ryan Tannehill(TEN),27,39,69.2,331,8.5,1,2,4,4,38,1,0,1,25.0,25.0,62.7%
6,Ryan Fitzpatrick(WAS),24,36,66.7,288,8.0,3,0,4,5,2,0,0,1,23.7,23.7,6.1%
7,Kyler Murray(ARI),17,24,70.8,241,10.0,2,0,3,5,34,0,0,1,23.0,23.0,99.3%
8,Dak Prescott(DAL),22,35,62.9,257,7.3,3,1,0,3,12,0,0,1,22.5,22.5,98.2%
9,Kirk Cousins(MIN),19,38,50.0,220,5.8,3,0,1,1,5,0,0,1,21.3,21.3,70.7%
10,Jameis Winston(NO),29,44,65.9,335,7.6,2,0,2,2,8,0,1,1,20.2,20.2,5.2%
11,Deshaun Watson(HOU),22,28,78.6,201,7.2,2,0,1,7,37,0,0,1,19.7,19.7,5.0%
12,Derek Carr(LV),20,31,64.5,289,9.3,2,0,1,0,0,0,0,1,19.6,19.6,58.1%
13,Josh Allen(BUF),14,20,70.0,160,8.0,1,0,2,8,12,1,0,1,17.6,17.6,100.0%
14,Baker Mayfield(CLE),27,42,64.3,273,6.5,1,0,2,3,22,0,0,1,17.1,17.1,26.4%
15,Brandon Allen(CIN),12,20,60.0,193,9.7,2,0,3,5,13,0,0,1,17.0,17.0,0.4%
16,Brian Hoyer(NE),17,26,65.4,168,6.5,3,1,4,1,6,0,1,1,16.3,16.3,0.0%
17,Kyle Allen(WAS),17,32,53.1,232,7.3,2,1,3,3,-4,0,0,1,15.9,15.9,0.1%
18,Carson Wentz(WAS),26,39,66.7,239,6.1,1,0,4,4,15,0,0,1,15.1,15.1,44.0%
19,Matt Moore(FA),25,35,71.4,275,7.9,1,0,5,0,0,0,0,1,15.0,15.0,0.0%
20,Tom Brady(FA),30,46,65.2,285,6.2,1,1,2,0,0,0,0,1,14.4,14.4,99.1%
21,Sam Darnold(CAR),27,39,69.2,260,6.7,1,1,3,2,1,0,0,1,13.5,13.5,5.5%
22,Aaron Rodgers(GB),23,35,65.7,161,4.6,1,0,3,1,5,0,0,1,12.9,12.9,97.4%
23,Daniel Jones(NYG),26,41,63.4,210,5.1,1,1,5,6,54,0,2,1,12.8,12.8,13.6%
24,Philip Rivers(FA),21,28,75.0,294,10.5,0,0,2,3,0,0,0,1,11.8,11.8,20.6%
25,Mason Rudolph(PIT),26,35,74.3,191,5.5,1,1,1,3,5,0,0,1,11.1,11.1,0.3%
26,Gardner Minshew II(PHI),27,47,57.4,309,6.6,0,2,3,4,34,0,2,1,9.8,9.8,2.2%
27,Dwayne Haskins(PIT),15,22,68.2,144,6.5,0,0,4,3,14,0,0,1,7.2,7.2,0.1%
28,Mitchell Trubisky(BUF),10,21,47.6,125,6.0,0,0,3,2,15,0,0,1,6.5,6.5,0.4%
29,Jacoby Brissett(MIA),4,5,80.0,59,11.8,0,0,1,2,4,0,0,1,2.8,2.8,0.6%
30,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
31,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
33,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
36,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
38,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
39,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
43,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
46,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
50,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
53,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
54,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
59,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
60,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
62,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
63,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
64,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
65,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
66,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
67,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
68,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
70,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
73,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
74,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
77,Cam Newton(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3%
78,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Case Keenum(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
81,Nick Foles(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
82,Andy Dalton(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
83,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9%
84,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Colt McCoy(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
87,Chase Daniel(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
88,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Chad Henne(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
91,Matt Ryan(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3%
92,Joe Flacco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
93,Josh Johnson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
94,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,Nate Sudfeld(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,Kevin Hogan(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
97,Patrick Mahomes II(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0%
98,Jared Goff(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3%
99,Jeff Driskel(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,Taysom Hill(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2%
101,Josh Rosen(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,Logan Woodside(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,Mike White(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
104,Joshua Dobbs(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,Davis Webb(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,C.J. Beathard(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
107,Cooper Rush(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
108,Nick Mullens(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
