Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Deshaun Watson(HOU),28,33,84.8,426,12.9,5,0,0,4,47,0,0,1,41.7,41.7,5.0%
2,Matt Ryan(ATL),32,46,69.6,330,7.2,3,1,2,3,7,1,0,1,32.9,32.9,36.3%
3,Russell Wilson(DEN),17,23,73.9,268,11.7,4,0,1,8,32,0,0,1,29.9,29.9,90.4%
4,Teddy Bridgewater(DEN),26,34,76.5,314,9.2,4,1,0,5,7,0,0,1,28.3,28.3,15.6%
5,Dak Prescott(DAL),27,44,61.4,463,10.5,2,3,3,4,27,0,0,1,26.2,26.2,98.2%
6,Kyler Murray(ARI),20,32,62.5,253,7.9,0,0,1,10,93,1,0,1,25.4,25.4,99.3%
7,Tom Brady(FA),28,42,66.7,348,8.3,3,1,4,0,0,0,0,1,24.9,24.9,99.1%
8,Gardner Minshew II(PHI),26,44,59.1,374,8.5,2,0,2,7,42,0,3,1,21.2,21.2,2.2%
9,Kirk Cousins(MIN),22,27,81.5,306,11.3,2,0,3,3,3,0,0,1,20.5,20.5,70.7%
10,Andy Dalton(CHI),27,38,71.1,262,6.9,2,0,1,2,5,0,0,1,19.0,19.0,1.6%
11,Jared Goff(DET),29,49,59.2,395,8.1,1,1,0,1,1,0,0,1,18.9,18.9,5.3%
12,Josh Allen(BUF),23,32,71.9,219,6.8,2,1,4,10,27,0,0,1,18.5,18.5,100.0%
13,Patrick Mahomes II(KC),22,39,56.4,321,8.2,1,0,4,3,17,0,0,1,18.5,18.5,100.0%
14,Jameis Winston(NO),15,27,55.6,204,7.6,2,0,6,3,13,0,0,1,17.5,17.5,5.2%
15,Chase Daniel(LAC),22,30,73.3,231,7.7,2,2,4,1,2,0,0,1,15.4,15.4,0.1%
16,Jimmy Garoppolo(SF),20,29,69.0,181,6.2,2,0,2,4,-3,0,0,1,14.9,14.9,23.3%
17,Lamar Jackson(BAL),19,28,67.9,161,5.8,1,3,5,14,70,0,0,1,14.4,14.4,94.0%
18,Carson Wentz(WAS),17,29,58.6,189,6.5,1,0,1,2,5,0,0,1,12.1,12.1,44.0%
