,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
76,KhaDarel HodgeDET,2.1,27.4,0.1,0.0,0.1,0.0,0.0,3.5
77,Demarcus RobinsonKC,1.9,22.9,0.2,0.0,0.0,0.0,0.0,3.5
78,Keelan Cole Sr.NYJ,2.0,28.4,0.1,0.0,0.1,0.0,0.0,3.5
79,Kenny StillsNO,1.7,23.1,0.2,0.1,0.4,0.0,0.0,3.4
80,Danny AmendolaHOU,2.6,27.5,0.1,0.0,0.1,0.0,0.0,3.4
81,Freddie SwainSEA,2.1,26.1,0.1,0.2,1.5,0.0,0.0,3.4
82,Olamide ZaccheausATL,1.9,26.3,0.1,0.0,0.1,0.0,0.0,3.3
83,Byron PringleKC,1.7,22.1,0.2,0.0,0.0,0.0,0.0,3.1
84,Chris ConleyHOU,1.7,23.0,0.1,0.0,0.2,0.0,0.0,3.0
85,Nick Westbrook-IkhineTEN,1.9,23.1,0.1,0.0,0.0,0.0,0.0,3.0
86,Tajae SharpeATL,1.7,21.8,0.1,0.0,0.0,0.0,0.0,2.9
87,Mack HollinsMIA,2.0,21.3,0.1,0.0,0.0,0.0,0.0,2.8
88,Mohamed Sanu Sr.SF,1.9,20.9,0.1,0.0,0.0,0.0,0.0,2.7
89,Denzel MimsNYJ,1.5,22.0,0.1,0.0,0.0,0.0,0.0,2.7
90,Malik TaylorGB,1.7,19.1,0.1,0.0,0.1,0.0,0.0,2.7
91,Albert WilsonMIA,2.2,21.7,0.1,0.1,0.8,0.0,0.0,2.6
92,Juwan JohnsonNO,1.4,13.7,0.2,0.0,0.0,0.0,0.0,2.6
93,Joshua PalmerLAC,1.4,15.6,0.2,0.1,0.3,0.0,0.0,2.5
94,Amari RodgersGB,1.7,21.8,0.1,0.0,0.0,0.0,0.0,2.5
95,Chris MooreHOU,1.7,19.3,0.1,0.0,0.0,0.0,0.0,2.5
96,DeAndre CarterWAS,1.4,18.6,0.1,0.2,1.9,0.0,0.0,2.4
97,Marcus JohnsonTEN,1.3,17.5,0.1,0.1,0.5,0.0,0.0,2.4
98,Preston WilliamsMIA,1.4,18.9,0.1,0.1,0.8,0.0,0.0,2.3
99,Marquise GoodwinCHI,1.3,18.6,0.1,0.1,0.6,0.0,0.0,2.2
100,Kendall HintonDEN,1.5,17.7,0.1,0.1,0.2,0.0,0.0,2.2
101,Collin JohnsonNYG,1.4,16.8,0.1,0.0,0.0,0.0,0.0,2.2
102,Chester RogersTEN,1.4,17.2,0.1,0.0,0.4,0.0,0.0,2.2
103,Tavon AustinJAC,1.7,18.0,0.1,0.0,0.0,0.0,0.0,2.2
104,Ty MontgomeryNO,1.4,13.6,0.1,0.5,2.0,0.0,0.0,2.0
105,Marquez StevensonBUF,0.8,13.0,0.1,0.1,0.2,0.0,0.0,1.9
106,Ray-Ray McCloudPIT,1.5,14.8,0.1,0.0,0.1,0.0,0.0,1.9
107,Shi SmithCAR,1.2,14.7,0.1,0.0,0.5,0.0,0.0,1.9
108,Trent SherfieldSF,1.1,14.6,0.1,0.0,0.0,0.0,0.0,1.9
109,Jaelon DardenTB,1.0,12.4,0.1,0.2,1.1,0.0,0.0,1.9
110,Jauan JenningsSF,1.1,13.4,0.1,0.0,0.1,0.0,0.0,1.8
111,Anthony SchwartzCLE,0.9,12.1,0.1,0.1,0.8,0.0,0.0,1.8
112,Cam SimsWAS,1.0,13.4,0.1,0.0,0.3,0.0,0.0,1.8
113,Ashton DulinIND,1.0,11.6,0.1,0.0,0.1,0.0,0.0,1.7
114,Dede WestbrookMIN,1.2,12.7,0.1,0.0,0.3,0.0,0.0,1.7
115,N'Keal HarryNE,1.2,12.9,0.1,0.0,0.0,0.0,0.0,1.7
116,Tom KennedyDET,0.9,11.5,0.1,0.0,0.1,0.0,0.0,1.5
117,Josh GordonKC,0.8,11.4,0.1,0.0,0.0,0.0,0.0,1.4
118,Noah BrownDAL,0.9,10.8,0.0,0.0,0.1,0.0,0.0,1.4
119,Trinity BensonDET,0.8,9.8,0.1,0.0,0.0,0.0,0.0,1.3
120,Dax MilneWAS,0.9,10.4,0.1,0.0,0.0,0.0,0.0,1.3
121,Damiere ByrdCHI,0.8,10.9,0.0,0.1,0.1,0.0,0.0,1.2
122,Isaiah FordMIA,0.8,9.1,0.0,0.0,0.0,0.0,0.0,1.2
123,Ben SkowronekLAR,0.6,8.0,0.1,0.0,0.1,0.0,0.0,1.1
124,Greg WardPHI,0.6,7.3,0.1,0.0,0.0,0.0,0.0,1.1
125,Kevin WhiteNO,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1
126,Penny HartSEA,0.7,7.7,0.0,0.0,0.2,0.0,0.0,1.0
127,Christian BlakeATL,0.6,7.2,0.0,0.0,0.0,0.0,0.0,1.0
128,Isaiah McKenzieBUF,0.4,5.2,0.0,0.4,2.3,0.0,0.0,0.9
129,Travis BenjaminSF,0.6,9.0,0.0,0.0,0.0,0.0,0.0,0.9
130,Antoine WesleyARI,0.6,6.3,0.0,0.0,0.0,0.0,0.0,0.8
131,Frank DarbyATL,0.5,6.3,0.0,0.0,0.2,0.0,0.0,0.8
132,Laquon TreadwellJAC,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.8
133,Tyrie ClevelandDEN,0.5,6.5,0.0,0.0,0.1,0.0,0.0,0.8
134,Jeff SmithNYJ,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.7
135,Auden TateCIN,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.7
136,Ihmir Smith-MarsetteMIN,0.3,4.3,0.0,0.0,0.4,0.0,0.0,0.7
137,Jakeem Grant Sr.CHI,0.4,5.2,0.0,0.0,0.4,0.0,0.0,0.6
138,Alex EricksonCAR,0.5,4.5,0.0,0.1,0.3,0.0,0.0,0.6
139,Andre RobertsLAC,0.2,4.3,0.0,0.0,0.2,0.0,0.0,0.6
140,Dan ChisenaMIN,0.3,4.6,0.0,0.0,0.1,0.0,0.0,0.6
141,Malik TurnerDAL,0.3,4.3,0.0,0.0,0.1,0.0,0.0,0.5
142,Jake KumerowBUF,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5
143,Juwann WinfreeGB,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.5
144,J.J. Arcega-WhitesidePHI,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.4
145,Kirk MerrittNO,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
146,Trenton IrwinCIN,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.4
147,Marcus KempKC,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.3
148,Gunner OlszewskiNE,0.1,2.4,0.0,0.0,0.3,0.0,0.0,0.3
149,Matthew SlaterNE,0.1,2.6,0.0,0.0,0.2,0.0,0.0,0.3
150,Antonio Gandy-GoldenWAS,0.2,1.9,0.0,0.0,0.3,0.0,0.0,0.2
151,Stanley Morgan Jr.CIN,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.2
