,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Cooper KuppLAR,7.6,104.4,0.9,0.2,0.7,0.0,0.1,15.8
1,Stefon DiggsBUF,7.0,92.9,0.8,0.0,0.2,0.0,0.1,14.0
2,Tyreek HillKC,6.5,86.4,0.8,1.0,6.4,0.0,0.1,14.0
3,Justin JeffersonMIN,6.8,96.7,0.6,0.0,0.2,0.0,0.1,13.2
4,Deebo SamuelSF,6.0,87.5,0.6,1.1,7.7,0.0,0.1,13.2
5,Ja'Marr ChaseCIN,5.6,85.3,0.7,0.2,1.4,0.0,0.0,12.8
6,D.K. MetcalfSEA,5.4,80.8,0.7,0.0,0.5,0.0,0.0,12.3
7,Mike EvansTB,5.5,79.2,0.7,0.0,0.0,0.0,0.0,12.2
8,A.J. BrownTEN,5.6,82.2,0.6,0.3,1.4,0.0,0.1,12.0
9,CeeDee LambDAL,6.1,82.5,0.6,0.5,2.9,0.0,0.1,12.0
10,Davante AdamsGB,7.1,90.8,0.5,0.0,0.0,0.0,0.1,11.8
11,Calvin RidleyATL,5.6,77.0,0.7,0.2,1.0,0.0,0.1,11.5
12,DJ MooreCAR,5.9,81.1,0.5,0.4,2.6,0.0,0.1,11.5
13,Amari CooperDAL,5.5,74.6,0.6,0.1,0.3,0.0,0.1,11.1
14,Mike WilliamsLAC,5.0,72.1,0.6,0.0,0.1,0.0,0.0,11.0
15,Diontae JohnsonPIT,6.5,73.1,0.6,0.2,1.6,0.0,0.1,10.8
16,Terry McLaurinWAS,5.4,74.7,0.6,0.1,0.3,0.0,0.0,10.7
17,Courtland SuttonDEN,5.3,75.4,0.5,0.0,0.1,0.0,0.0,10.5
18,Cordarrelle PattersonATL,4.0,45.5,0.2,8.7,28.2,0.3,0.1,10.2
19,Marvin Jones Jr.JAC,5.2,69.0,0.5,0.0,0.0,0.0,0.0,10.1
20,Michael Pittman Jr.IND,5.1,66.7,0.5,0.2,0.9,0.0,0.0,9.8
21,Brandin CooksHOU,5.9,74.2,0.4,0.1,0.5,0.0,0.1,9.8
22,Cole BeasleyBUF,5.3,62.5,0.6,0.0,0.0,0.0,0.1,9.7
23,DeVonta SmithPHI,5.0,71.2,0.4,0.0,0.4,0.0,0.0,9.5
24,Chase ClaypoolPIT,4.4,62.7,0.5,0.5,2.9,0.0,0.0,9.5
25,Keenan AllenLAC,6.4,70.8,0.4,0.0,0.3,0.0,0.1,9.2
26,Jaylen WaddleMIA,5.8,58.1,0.4,0.3,1.6,0.0,0.1,8.4
27,Jarvis LandryCLE,4.6,55.3,0.4,0.3,2.5,0.0,0.0,8.3
28,Tyler LockettSEA,4.8,62.6,0.3,0.1,0.3,0.0,0.0,8.2
29,A.J. GreenARI,3.6,50.0,0.5,0.0,0.0,0.0,0.0,7.8
30,Julio JonesTEN,4.1,58.8,0.3,0.0,0.0,0.0,0.0,7.8
31,Jerry JeudyDEN,4.3,59.8,0.3,0.2,0.7,0.0,0.0,7.7
32,Jakobi MeyersNE,5.9,64.0,0.2,0.0,0.3,0.0,0.0,7.5
33,Marquez CallawayNO,3.7,52.9,0.3,0.1,0.4,0.0,0.0,7.3
34,Kalif RaymondDET,4.2,56.2,0.2,0.2,1.1,0.0,0.0,7.1
35,Tre'Quan SmithNO,3.1,42.2,0.5,0.1,0.8,0.0,0.0,7.1
36,Laviska Shenault Jr.JAC,4.8,52.6,0.2,0.8,4.1,0.0,0.0,7.0
37,Jamison CrowderNYJ,4.9,54.2,0.3,0.0,0.1,0.0,0.0,6.9
38,DeVante ParkerMIA,4.2,53.2,0.3,0.0,0.0,0.0,0.0,6.8
39,Christian KirkARI,3.8,46.9,0.3,0.2,1.3,0.0,0.0,6.6
40,Randall CobbGB,3.6,42.9,0.4,0.1,0.2,0.0,0.0,6.5
41,Amon-Ra St. BrownDET,4.4,50.9,0.2,0.0,0.1,0.0,0.0,6.3
42,Robby AndersonCAR,4.0,47.3,0.2,0.1,0.7,0.0,0.0,6.3
43,Darnell MooneyCHI,4.1,50.3,0.2,0.2,1.1,0.0,0.0,6.2
44,Tyler BoydCIN,4.3,48.3,0.2,0.1,0.9,0.0,0.1,6.2
45,Odell Beckham Jr.LAR,3.3,46.5,0.2,0.4,2.2,0.0,0.0,6.2
46,Allen Robinson IICHI,4.1,49.9,0.2,0.0,0.0,0.0,0.0,6.2
47,T.Y. HiltonIND,3.7,47.6,0.2,0.0,0.0,0.0,0.0,6.1
48,Van JeffersonLAR,3.1,43.9,0.3,0.0,0.1,0.0,0.0,6.1
49,Tim PatrickDEN,3.4,45.2,0.3,0.1,0.8,0.0,0.0,6.0
50,Darius SlaytonNYG,3.2,45.5,0.2,0.0,0.0,0.0,0.0,6.0
51,Mecole HardmanKC,3.2,41.2,0.2,0.6,4.0,0.0,0.1,5.9
52,Nelson AgholorNE,3.3,43.2,0.2,0.2,1.0,0.0,0.0,5.7
53,Zach PascalIND,3.0,39.0,0.3,0.0,0.0,0.0,0.0,5.5
54,K.J. OsbornMIN,3.4,41.5,0.2,0.1,0.5,0.0,0.0,5.5
55,Russell GageATL,3.9,42.7,0.2,0.0,0.3,0.0,0.0,5.4
56,Allen LazardGB,2.9,38.7,0.3,0.1,0.5,0.0,0.0,5.4
57,Brandon AiyukSF,2.9,37.5,0.2,0.5,3.5,0.0,0.0,5.3
58,Quez WatkinsPHI,2.8,40.0,0.1,0.0,0.0,0.0,0.0,4.8
59,Tyler JohnsonTB,2.6,35.0,0.2,0.0,0.1,0.0,0.0,4.7
60,Elijah MooreNYJ,2.9,35.4,0.1,0.2,1.1,0.0,0.0,4.6
61,Cedrick Wilson Jr.DAL,2.6,32.5,0.2,0.1,0.7,0.0,0.0,4.6
62,Kendrick BourneNE,2.7,34.9,0.2,0.1,0.7,0.0,0.0,4.6
63,Donovan Peoples-JonesCLE,2.2,33.5,0.2,0.0,0.0,0.0,0.1,4.4
64,Jalen ReagorPHI,2.6,32.6,0.2,0.3,1.9,0.0,0.0,4.4
65,Marquez Valdes-ScantlingGB,1.9,30.4,0.2,0.1,0.2,0.0,0.0,4.3
66,Kenny GolladayNYG,2.2,32.8,0.1,0.0,0.0,0.0,0.0,4.1
67,Equanimeous St. BrownGB,2.0,28.5,0.2,0.0,0.3,0.0,0.0,3.8
68,Nico CollinsHOU,2.6,31.4,0.1,0.0,0.1,0.0,0.0,3.8
69,Gabriel DavisBUF,1.5,24.3,0.2,0.0,0.0,0.0,0.0,3.8
70,Adam HumphriesWAS,3.0,31.7,0.1,0.0,0.1,0.0,0.0,3.8
71,Deonte HartyNO,2.1,26.8,0.2,0.1,1.1,0.0,0.0,3.7
72,Josh ReynoldsDET,2.2,27.5,0.2,0.0,0.1,0.0,0.0,3.7
73,Jalen GuytonLAC,1.9,27.7,0.1,0.2,1.6,0.0,0.0,3.7
74,Dyami BrownWAS,2.6,25.0,0.2,0.1,0.0,0.0,0.0,3.7
75,Rashard HigginsCLE,2.1,28.1,0.1,0.0,0.0,0.0,0.0,3.6
