,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
53,Laquon TreadwellJAC,3.6,42.3,0.1,0.0,0.0,0.0,0.0,4.8
54,Keelan Cole Sr.NYJ,3.1,39.2,0.1,0.0,0.0,0.0,0.0,4.8
55,Byron PringleKC,2.8,36.5,0.2,0.0,0.1,0.0,0.0,4.7
56,Olamide ZaccheausATL,2.8,37.1,0.2,0.0,0.3,0.0,0.0,4.7
57,Quez WatkinsPHI,2.5,35.7,0.2,0.0,0.2,0.0,0.0,4.6
58,Rashod BatemanBAL,3.3,38.5,0.1,0.0,0.1,0.0,0.0,4.6
59,Nico CollinsHOU,3.2,37.7,0.1,0.0,0.1,0.0,0.0,4.6
60,David Sills VNYG,3.5,35.1,0.2,0.0,0.0,0.0,0.0,4.5
61,Bryan EdwardsLV,2.5,36.5,0.1,0.0,0.1,0.0,0.0,4.5
62,Zach PascalIND,2.6,31.7,0.2,0.1,0.8,0.0,0.0,4.4
63,Zay JonesLV,2.9,34.2,0.2,0.0,0.0,0.0,0.0,4.3
64,Adam HumphriesWAS,3.3,33.4,0.1,0.0,0.1,0.0,0.0,4.2
65,Antoine WesleyARI,2.6,32.1,0.1,0.0,0.1,0.0,0.0,4.1
66,Jalen ReagorPHI,2.3,30.1,0.1,0.2,1.3,0.0,0.0,4.0
67,Kendall HintonDEN,2.5,30.4,0.1,0.0,0.2,0.0,0.0,3.8
68,DeSean JacksonLV,1.9,30.9,0.1,0.0,0.2,0.0,0.0,3.7
69,Joshua PalmerLAC,2.4,27.1,0.2,0.0,0.1,0.0,0.0,3.7
70,Mecole HardmanKC,2.0,26.1,0.1,0.4,2.2,0.0,0.0,3.7
71,Denzel MimsNYJ,2.3,29.3,0.1,0.0,0.0,0.0,0.0,3.5
72,Nick Westbrook-IkhineTEN,2.4,27.3,0.1,0.0,0.0,0.0,0.0,3.5
73,Rashard HigginsCLE,2.0,27.7,0.1,0.0,0.0,0.0,0.0,3.5
74,Chris ConleyHOU,2.2,27.3,0.1,0.0,0.0,0.0,0.0,3.4
75,Isaiah McKenzieBUF,1.8,19.6,0.1,0.8,4.2,0.0,0.0,3.3
76,Lil'Jordan HumphreyNO,1.9,25.7,0.1,0.0,0.0,0.0,0.0,3.2
77,DeAndre CarterWAS,2.0,23.3,0.1,0.5,2.5,0.0,0.0,3.2
78,Tom KennedyDET,2.0,24.5,0.1,0.0,0.2,0.0,0.0,3.2
79,Trinity BensonDET,2.2,25.0,0.1,0.0,0.1,0.0,0.0,3.1
80,D.J. MontgomeryNYJ,2.4,25.6,0.1,0.0,0.0,0.0,0.0,3.1
81,Ray-Ray McCloudPIT,2.3,22.8,0.1,0.3,1.5,0.0,0.0,3.1
82,Jalen GuytonLAC,1.6,22.0,0.1,0.2,1.1,0.0,0.0,3.0
83,Tyler JohnsonTB,2.1,23.1,0.1,0.0,0.2,0.0,0.0,2.9
84,KhaDarel HodgeDET,1.7,22.5,0.1,0.0,0.2,0.0,0.0,2.8
85,Chester RogersTEN,2.2,23.3,0.1,0.0,0.1,0.0,0.0,2.8
86,N'Keal HarryNE,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7
87,Cordarrelle PattersonATL,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7
88,Tavon AustinJAC,1.8,19.3,0.1,0.5,2.9,0.0,0.0,2.7
89,Jauan JenningsSF,1.7,20.5,0.1,0.0,0.0,0.0,0.0,2.7
90,Breshad PerrimanTB,1.4,19.4,0.1,0.0,0.2,0.0,0.0,2.6
91,Gunner OlszewskiNE,1.2,16.9,0.1,0.3,2.0,0.0,0.0,2.6
92,Cyril Grayson Jr.TB,1.5,18.6,0.1,0.1,0.3,0.0,0.0,2.6
93,Sammy WatkinsBAL,1.8,22.1,0.1,0.0,0.1,0.0,0.0,2.6
94,Damiere ByrdCHI,1.6,21.2,0.1,0.0,0.1,0.0,0.0,2.5
95,Devin DuvernayBAL,1.7,17.0,0.1,0.4,2.0,0.0,0.0,2.5
96,Jeff SmithNYJ,1.6,20.0,0.1,0.0,0.1,0.0,0.0,2.5
97,D'Wayne EskridgeSEA,1.5,17.0,0.1,0.3,1.7,0.0,0.0,2.5
98,Cam SimsWAS,1.4,18.0,0.1,0.0,0.0,0.0,0.0,2.5
99,Albert WilsonMIA,1.6,17.7,0.1,0.4,1.6,0.0,0.0,2.4
100,Demarcus RobinsonKC,1.4,16.7,0.1,0.0,0.1,0.0,0.0,2.3
101,Freddie SwainSEA,1.3,16.3,0.1,0.1,0.8,0.0,0.0,2.3
102,Brandon ZylstraCAR,1.6,19.2,0.1,0.0,0.0,0.0,0.0,2.3
103,Marquise GoodwinCHI,1.2,18.4,0.1,0.0,0.1,0.0,0.0,2.3
104,Dez FitzpatrickTEN,1.5,17.0,0.1,0.0,0.1,0.0,0.0,2.2
105,Scotty MillerTB,1.2,14.2,0.1,0.1,0.5,0.0,0.0,2.1
106,Josh GordonKC,1.4,16.3,0.1,0.0,0.0,0.0,0.0,2.1
107,Alex BachmanNYG,1.4,16.3,0.1,0.0,0.1,0.0,0.0,2.0
108,Shi SmithCAR,1.4,16.9,0.0,0.0,0.4,0.0,0.0,2.0
109,Kristian WilkersonNE,1.1,13.6,0.1,0.0,0.1,0.0,0.0,2.0
110,Cedrick Wilson Jr.DAL,1.0,12.9,0.1,0.0,0.1,0.0,0.0,1.9
111,Dede WestbrookMIN,1.4,14.1,0.1,0.0,0.7,0.0,0.0,1.8
112,Ihmir Smith-MarsetteMIN,1.2,13.4,0.1,0.0,0.1,0.0,0.0,1.7
113,Jakeem Grant Sr.CHI,0.7,8.2,0.0,0.9,4.6,0.0,0.0,1.7
114,Keke CouteeIND,0.7,12.1,0.1,0.0,0.1,0.0,0.0,1.6
115,Christian BlakeATL,1.3,12.9,0.1,0.0,0.0,0.0,0.0,1.6
116,Ty MontgomeryNO,1.0,8.2,0.1,0.9,3.6,0.0,0.0,1.6
117,Mack HollinsMIA,1.2,13.8,0.0,0.0,0.0,0.0,0.0,1.6
118,Ashton DulinIND,0.8,9.1,0.1,0.1,0.4,0.0,0.0,1.5
119,Noah BrownDAL,0.8,9.9,0.1,0.0,0.4,0.0,0.0,1.5
120,Dyami BrownWAS,0.9,10.9,0.1,0.0,0.0,0.0,0.0,1.4
121,Kenny StillsNO,0.7,11.0,0.1,0.0,0.1,0.0,0.0,1.4
122,Travis FulghamDEN,0.7,10.7,0.1,0.0,0.0,0.0,0.0,1.4
123,Isaiah FordMIA,0.9,10.0,0.1,0.0,0.0,0.0,0.0,1.3
124,Racey McMathTEN,0.8,9.8,0.0,0.0,0.0,0.0,0.0,1.2
125,Andy IsabellaARI,0.7,9.6,0.0,0.0,0.0,0.0,0.0,1.2
126,Seth WilliamsDEN,0.8,9.9,0.0,0.0,0.1,0.0,0.0,1.2
127,Equanimeous St. BrownGB,0.7,8.5,0.0,0.1,0.3,0.0,0.0,1.1
128,Easop Winston Jr.NO,0.7,8.6,0.0,0.0,0.0,0.0,0.0,1.1
129,Malik TurnerDAL,0.6,7.2,0.1,0.0,0.1,0.0,0.0,1.0
130,Ben SkowronekLAR,0.6,7.8,0.0,0.0,0.2,0.0,0.0,1.0
131,Josh ReynoldsDET,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
132,Anthony SchwartzCLE,0.6,6.8,0.0,0.1,1.3,0.0,0.0,1.0
133,Frank DarbyATL,0.7,7.6,0.0,0.0,0.0,0.0,0.0,0.9
134,Jalen CampHOU,0.8,7.9,0.0,0.0,0.1,0.0,0.0,0.9
135,J.J. KoskiLAR,0.5,5.8,0.0,0.0,0.3,0.0,0.0,0.8
136,Dax MilneWAS,0.6,6.6,0.0,0.0,0.0,0.0,0.0,0.8
137,Austin TrammellATL,0.7,8.0,0.0,0.0,0.0,0.0,0.0,0.8
138,Tylan WallaceBAL,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.8
139,Juwann WinfreeGB,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.7
140,Greg WardPHI,0.4,5.1,0.0,0.0,0.0,0.0,0.0,0.7
141,Tyron JohnsonLV,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7
142,Kirk MerrittNO,0.5,5.4,0.0,0.0,0.1,0.0,0.0,0.7
143,Vyncint SmithTB,0.2,4.7,0.0,0.0,0.1,0.0,0.0,0.7
144,Dezmon PatmonIND,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6
145,Ja'Marcus BradleyCLE,0.2,4.5,0.0,0.0,0.1,0.0,0.0,0.6
146,Amari RodgersGB,0.3,3.5,0.0,0.0,0.3,0.0,0.0,0.5
147,Jake KumerowBUF,0.3,4.6,0.0,0.0,0.1,0.0,0.0,0.5
148,Jeff CottonJAC,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.5
149,Javon McKinleyDET,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.5
150,Trent SherfieldSF,0.3,4.1,0.0,0.0,0.0,0.0,0.0,0.5
151,Penny HartSEA,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4
152,Marquez StevensonBUF,0.3,3.2,0.0,0.0,0.1,0.0,0.0,0.4
153,Brandon PowellLAR,0.3,2.8,0.0,0.0,0.2,0.0,0.0,0.4
154,Andre RobertsLAC,0.1,2.3,0.0,0.0,0.9,0.0,0.0,0.4
155,Trent TaylorCIN,0.3,2.6,0.0,0.0,0.1,0.0,0.0,0.3
156,Matthew SlaterNE,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.3
157,Mike ThomasCIN,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.3
158,Dan ChisenaMIN,0.1,2.4,0.0,0.0,0.1,0.0,0.0,0.3
159,Greg DortchARI,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
160,Alex EricksonCAR,0.1,1.9,0.0,0.0,0.1,0.0,0.0,0.3
161,Stanley Morgan Jr.CIN,0.1,2.1,0.0,0.0,0.0,0.0,0.0,0.2
162,Travis BenjaminSF,0.1,1.8,0.0,0.0,0.1,0.0,0.0,0.2
163,J.J. Arcega-WhitesidePHI,0.1,1.7,0.0,0.0,0.0,0.0,0.0,0.2
164,Kawaan BakerNO,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
165,Marcus KempKC,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
