,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
23,DeVante ParkerMIA,5.7,72.0,0.4,0.0,0.0,0.0,0.1,9.4
24,Jakobi MeyersNE,5.9,69.8,0.4,0.1,0.4,0.0,0.1,9.4
25,Tyler BoydCIN,5.6,63.4,0.5,0.2,1.0,0.0,0.1,9.3
26,Allen Robinson IICHI,5.0,62.7,0.5,0.0,0.0,0.0,0.1,9.3
27,Michael Pittman Jr.IND,5.1,64.1,0.4,0.3,1.5,0.0,0.1,9.1
28,Odell Beckham Jr.LAR,4.4,61.4,0.4,0.4,2.7,0.0,0.0,9.0
29,DeVonta SmithPHI,4.5,61.1,0.4,0.1,0.5,0.0,0.0,8.7
30,Laviska Shenault Jr.JAC,4.8,55.8,0.4,1.0,5.0,0.0,0.0,8.6
31,Courtland SuttonDEN,4.9,68.9,0.2,0.2,0.8,0.0,0.0,8.4
32,Jaylen WaddleMIA,5.8,65.3,0.3,0.1,0.8,0.0,0.1,8.2
33,Hunter RenfrowLV,4.5,55.0,0.5,0.0,0.0,0.0,0.0,8.1
34,Chase ClaypoolPIT,4.3,56.2,0.3,0.5,2.5,0.0,0.0,7.9
35,Cole BeasleyBUF,5.1,57.0,0.3,0.0,0.0,0.0,0.0,7.7
36,Robby AndersonCAR,4.4,55.0,0.3,0.3,2.0,0.0,0.0,7.6
37,Tim PatrickDEN,4.3,58.1,0.3,0.1,0.8,0.0,0.0,7.4
38,A.J. GreenARI,3.5,45.9,0.4,0.0,0.0,0.0,0.0,7.2
39,Jamison CrowderNYJ,4.2,49.7,0.3,0.2,0.7,0.0,0.0,7.0
40,Darnell MooneyCHI,4.3,53.0,0.2,0.4,1.9,0.0,0.0,6.9
41,Brandon AiyukSF,3.6,43.4,0.3,0.5,3.6,0.0,0.0,6.6
42,Marquez CallawayNO,3.7,49.4,0.2,0.1,0.6,0.0,0.0,6.5
43,Randall CobbGB,3.3,39.5,0.4,0.2,0.9,0.0,0.0,6.4
44,Nelson AgholorNE,3.4,47.0,0.3,0.3,1.5,0.0,0.0,6.4
45,JuJu Smith-SchusterPIT,4.6,48.3,0.2,0.2,0.8,0.0,0.0,6.4
46,Van JeffersonLAR,3.2,43.8,0.3,0.0,0.1,0.0,0.0,6.2
47,Olamide ZaccheausATL,3.5,47.7,0.2,0.1,0.0,0.0,0.0,6.1
48,Christian KirkARI,3.5,44.1,0.3,0.2,1.1,0.0,0.0,6.1
49,Anthony MillerPIT,4.4,47.0,0.2,0.1,1.0,0.0,0.0,6.0
50,Sammy WatkinsBAL,3.3,45.6,0.2,0.1,0.2,0.0,0.0,6.0
51,Zach PascalIND,3.2,42.9,0.2,0.0,0.1,0.0,0.0,5.7
52,K.J. OsbornMIN,2.9,40.2,0.2,0.2,1.2,0.0,0.0,5.6
53,Deonte HartyNO,3.4,40.4,0.2,0.3,1.6,0.0,0.1,5.5
54,Kalif RaymondDET,3.0,43.4,0.2,0.0,0.4,0.0,0.0,5.4
55,Mecole HardmanKC,2.8,36.1,0.2,0.6,3.7,0.0,0.0,5.3
56,Allen LazardGB,3.0,40.5,0.2,0.1,0.6,0.0,0.0,5.3
57,Jalen ReagorPHI,3.2,37.1,0.2,0.3,1.6,0.0,0.0,4.9
58,Josh ReynoldsDET,2.9,37.4,0.2,0.0,0.3,0.0,0.0,4.8
59,Bryan EdwardsLV,2.3,36.7,0.2,0.0,0.0,0.0,0.0,4.8
60,Chester RogersTEN,3.1,36.7,0.2,0.0,0.3,0.0,0.0,4.7
61,Amon-Ra St. BrownDET,3.0,37.3,0.2,0.0,0.1,0.0,0.0,4.7
62,Tajae SharpeATL,2.6,33.6,0.2,0.0,0.0,0.0,0.0,4.6
63,Danny AmendolaHOU,3.0,33.0,0.2,0.0,0.0,0.0,0.0,4.5
64,Kendrick BourneNE,2.5,33.3,0.2,0.0,0.5,0.0,0.0,4.4
65,Isaiah FordMIA,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.4
66,Rashard HigginsCLE,2.4,35.5,0.1,0.0,0.0,0.0,0.0,4.4
67,Elijah MooreNYJ,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.2
68,Adam HumphriesWAS,3.1,32.9,0.2,0.0,0.1,0.0,0.0,4.2
69,Cedrick Wilson Jr.DAL,2.3,27.4,0.2,0.1,0.6,0.0,0.0,4.2
70,Rashod BatemanBAL,2.1,29.4,0.2,0.1,0.3,0.0,0.1,4.0
71,Chris ConleyHOU,2.5,32.5,0.1,0.0,0.2,0.0,0.0,4.0
72,DeSean JacksonLV,1.7,29.7,0.2,0.0,0.2,0.0,0.0,3.9
73,Quez WatkinsPHI,2.3,31.5,0.1,0.0,0.1,0.0,0.0,3.8
74,Freddie SwainSEA,2.2,26.0,0.1,0.4,2.2,0.0,0.0,3.7
75,Parris CampbellIND,2.4,28.1,0.1,0.1,0.8,0.0,0.0,3.7
76,Albert WilsonMIA,2.9,29.3,0.1,0.1,0.4,0.0,0.0,3.6
77,Josh GordonKC,2.0,25.9,0.2,0.0,0.0,0.0,0.0,3.6
78,Preston WilliamsMIA,2.1,26.6,0.1,0.0,0.0,0.0,0.0,3.5
79,Tavon AustinJAC,2.0,23.3,0.2,0.1,0.5,0.0,0.0,3.4
80,Keelan Cole Sr.NYJ,1.7,25.5,0.1,0.0,0.1,0.0,0.0,3.4
81,Kendall HintonDEN,1.8,20.9,0.2,0.3,2.1,0.0,0.0,3.3
82,Kenny StillsNO,1.5,21.2,0.1,0.2,1.3,0.0,0.0,3.0
83,Marquise GoodwinCHI,1.7,23.9,0.1,0.3,1.4,0.0,0.0,3.0
84,Jalen GuytonLAC,1.5,21.1,0.1,0.5,2.6,0.0,0.0,2.9
85,Mohamed Sanu Sr.SF,2.0,21.3,0.1,0.0,0.0,0.0,0.0,2.9
86,Donovan Peoples-JonesCLE,1.7,23.7,0.1,0.1,0.5,0.0,0.1,2.8
87,Ty MontgomeryNO,1.8,17.5,0.1,0.6,2.7,0.0,0.0,2.7
88,Gabriel DavisBUF,1.1,18.0,0.1,0.0,0.0,0.0,0.0,2.6
89,James Proche IIBAL,1.3,18.9,0.1,0.1,0.2,0.0,0.0,2.6
90,Demarcus RobinsonKC,1.5,18.8,0.1,0.0,0.0,0.0,0.0,2.6
91,Collin JohnsonNYG,1.4,17.5,0.1,0.0,0.0,0.0,0.0,2.4
92,Nick Westbrook-IkhineTEN,1.7,19.5,0.1,0.0,0.0,0.0,0.0,2.3
93,Tyron JohnsonLV,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.1
94,Trinity BensonDET,1.4,17.0,0.1,0.0,0.0,0.0,0.0,2.1
95,N'Keal HarryNE,1.3,15.5,0.1,0.2,1.0,0.0,0.0,2.1
96,Trenton IrwinCIN,1.3,15.0,0.1,0.0,0.0,0.0,0.0,2.1
97,Devin DuvernayBAL,1.2,13.6,0.1,0.1,0.6,0.0,0.0,2.0
98,C.J. BoardNYG,1.1,13.7,0.1,0.1,0.5,0.0,0.0,1.9
99,Christian BlakeATL,1.3,14.2,0.1,0.0,0.0,0.0,0.0,1.9
100,Frank DarbyATL,1.0,13.1,0.1,0.0,0.2,0.0,0.0,1.8
101,Damiere ByrdCHI,1.3,14.7,0.1,0.0,0.1,0.0,0.0,1.8
102,Byron PringleKC,1.0,13.3,0.1,0.0,0.0,0.0,0.0,1.8
103,Tyler JohnsonTB,0.9,12.6,0.1,0.0,0.1,0.0,0.0,1.8
104,Andre RobertsLAC,1.2,13.9,0.1,0.0,0.2,0.0,0.0,1.8
105,Trent SherfieldSF,1.2,13.2,0.1,0.0,0.1,0.0,0.0,1.8
106,Brandon ZylstraCAR,0.9,12.9,0.1,0.0,0.3,0.0,0.0,1.6
107,Anthony SchwartzCLE,1.0,12.3,0.1,0.0,0.4,0.0,0.0,1.6
108,Travis BenjaminSF,1.1,12.7,0.0,0.0,0.6,0.0,0.0,1.6
109,KhaDarel HodgeDET,0.8,11.4,0.1,0.0,0.0,0.0,0.0,1.5
110,Amari RodgersGB,0.8,10.8,0.1,0.0,0.2,0.0,0.0,1.4
111,Dede WestbrookMIN,0.7,8.8,0.1,0.3,1.1,0.0,0.0,1.4
112,Mack HollinsMIA,0.9,11.2,0.0,0.0,0.0,0.0,0.0,1.4
113,DeAndre CarterWAS,0.7,9.6,0.0,0.3,1.2,0.0,0.0,1.3
114,Greg WardPHI,0.9,9.4,0.1,0.0,0.0,0.0,0.0,1.3
115,Antonio Gandy-GoldenWAS,0.8,9.4,0.1,0.0,0.6,0.0,0.0,1.3
116,Davion DavisHOU,0.9,10.5,0.0,0.0,0.0,0.0,0.0,1.3
117,Auden TateCIN,0.8,9.9,0.0,0.0,0.0,0.0,0.0,1.3
118,Isaiah McKenzieBUF,0.5,5.3,0.1,0.5,2.9,0.0,0.0,1.2
119,Mike StrachanIND,0.7,7.9,0.1,0.0,0.1,0.0,0.0,1.2
120,Penny HartSEA,0.6,8.1,0.1,0.0,0.1,0.0,0.0,1.1
121,Noah BrownDAL,0.9,9.7,0.0,0.0,0.2,0.0,0.0,1.1
122,Marcus JohnsonTEN,0.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0
123,Tyrie ClevelandDEN,0.7,7.2,0.0,0.0,0.1,0.0,0.0,1.0
124,Zay JonesLV,0.5,6.8,0.0,0.0,0.0,0.0,0.0,0.9
125,Chris MooreHOU,0.5,6.9,0.0,0.0,0.2,0.0,0.0,0.9
126,Ashton DulinIND,0.5,6.5,0.0,0.1,0.5,0.0,0.0,0.9
127,Ray-Ray McCloudPIT,0.7,7.0,0.0,0.1,0.1,0.0,0.0,0.8
128,Equanimeous St. BrownGB,0.5,5.6,0.0,0.0,0.2,0.0,0.0,0.8
129,Malik TurnerDAL,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7
130,Jakeem Grant Sr.CHI,0.5,6.0,0.0,0.0,0.1,0.0,0.0,0.7
131,Denzel MimsNYJ,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7
132,Andy IsabellaARI,0.2,4.5,0.0,0.0,0.1,0.0,0.0,0.6
133,Alex EricksonCAR,0.3,3.7,0.0,0.1,0.5,0.0,0.0,0.5
134,Jake KumerowBUF,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.5
135,Malik TaylorGB,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5
136,Ben SkowronekLAR,0.3,3.8,0.0,0.0,0.2,0.0,0.0,0.5
137,Joshua PalmerLAC,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
138,Jaydon MickensJAC,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
139,J.J. Arcega-WhitesidePHI,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
140,Dax MilneWAS,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
141,Gunner OlszewskiNE,0.1,2.6,0.0,0.1,0.3,0.0,0.0,0.3
142,Stanley Morgan Jr.CIN,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
143,Matthew SlaterNE,0.1,2.6,0.0,0.0,0.2,0.0,0.0,0.3
144,Marcus KempKC,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
145,Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
146,Cody ThompsonSEA,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
147,Jauan JenningsSF,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
148,Tylan WallaceBAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
