,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Justin JeffersonMIN,6.9,104.9,0.7,0.4,2.3,0.0,0.1,15.0
1,Davante AdamsGB,7.8,102.1,0.8,0.0,0.0,0.0,0.1,14.8
2,Cooper KuppLAR,8.0,100.3,0.7,0.1,0.3,0.0,0.1,14.1
3,Deebo SamuelSF,4.6,67.8,0.5,3.2,24.3,0.2,0.1,13.3
4,Tyreek HillKC,6.5,81.0,0.7,0.8,5.0,0.0,0.1,12.8
5,Stefon DiggsBUF,6.9,85.3,0.7,0.0,0.2,0.0,0.1,12.4
6,Diontae JohnsonPIT,6.7,81.8,0.6,0.2,1.8,0.0,0.1,11.7
7,Cordarrelle PattersonATL,3.0,33.4,0.2,9.9,43.8,0.4,0.1,11.1
8,CeeDee LambDAL,5.5,74.8,0.5,0.6,3.5,0.0,0.1,11.0
9,Mike WilliamsLAC,5.5,76.0,0.6,0.0,0.0,0.0,0.0,11.0
10,Hunter RenfrowLV,6.9,78.2,0.5,0.1,0.4,0.0,0.1,10.5
11,Mike EvansTB,5.0,67.8,0.6,0.0,0.2,0.0,0.0,10.4
12,DJ MooreCAR,5.4,72.5,0.5,0.4,2.2,0.0,0.1,10.3
13,Tyler LockettSEA,5.1,70.5,0.5,0.0,0.0,0.0,0.1,10.2
14,Terry McLaurinWAS,5.6,73.5,0.5,0.1,0.3,0.0,0.1,10.2
15,D.K. MetcalfSEA,4.4,64.1,0.6,0.0,0.1,0.0,0.0,9.8
16,Brandin CooksHOU,5.7,71.9,0.4,0.3,2.0,0.0,0.1,9.8
17,Amari CooperDAL,5.0,66.3,0.5,0.1,0.1,0.0,0.1,9.7
18,Ja'Marr ChaseCIN,4.9,69.7,0.4,0.5,2.2,0.0,0.1,9.6
19,Jarvis LandryCLE,4.9,63.5,0.4,0.5,3.3,0.0,0.1,9.3
20,Julio JonesTEN,4.3,64.0,0.4,0.0,0.0,0.0,0.0,9.0
21,Darnell MooneyCHI,4.6,62.5,0.4,0.2,1.1,0.0,0.0,8.9
22,Marquise BrownBAL,5.4,68.4,0.3,0.1,0.2,0.0,0.1,8.8
23,Jerry JeudyDEN,4.3,58.2,0.4,0.2,0.8,0.0,0.0,8.3
24,Odell Beckham Jr.LAR,3.8,52.4,0.4,0.2,1.3,0.0,0.0,8.0
25,Chase ClaypoolPIT,3.9,57.2,0.2,1.0,5.8,0.0,0.0,7.8
26,Jamison CrowderNYJ,4.7,53.8,0.4,0.0,0.1,0.0,0.1,7.7
27,Brandon AiyukSF,4.3,56.4,0.3,0.5,2.6,0.0,0.1,7.6
28,Van JeffersonLAR,4.2,53.7,0.3,0.0,0.0,0.0,0.0,7.0
29,Marquez Valdes-ScantlingGB,3.0,50.8,0.3,0.1,0.4,0.0,0.0,6.7
30,Cole BeasleyBUF,5.1,52.2,0.3,0.0,0.0,0.0,0.0,6.7
31,Russell GageATL,4.9,53.4,0.2,0.1,0.2,0.0,0.0,6.6
32,Courtland SuttonDEN,3.6,52.1,0.2,0.0,0.1,0.0,0.0,6.5
33,Marvin Jones Jr.JAC,3.9,50.4,0.2,0.0,0.0,0.0,0.0,6.5
34,Kenny GolladayNYG,3.8,53.6,0.2,0.0,0.0,0.0,0.0,6.4
35,Amon-Ra St. BrownDET,5.0,52.5,0.2,0.2,1.1,0.0,0.0,6.4
36,K.J. OsbornMIN,3.9,47.5,0.2,0.1,0.2,0.0,0.0,6.2
37,Tre'Quan SmithNO,3.2,44.5,0.3,0.0,0.1,0.0,0.0,6.1
38,Christian KirkARI,3.7,46.0,0.2,0.1,0.6,0.0,0.0,6.0
39,Josh ReynoldsDET,3.9,50.2,0.2,0.0,0.1,0.0,0.0,6.0
40,Allen Robinson IICHI,3.8,47.1,0.2,0.0,0.0,0.0,0.0,5.9
41,Tyler BoydCIN,4.2,44.9,0.2,0.1,0.7,0.0,0.1,5.8
42,Tim PatrickDEN,3.1,42.9,0.3,0.0,0.0,0.0,0.0,5.8
43,Laviska Shenault Jr.JAC,4.2,42.5,0.2,1.1,4.8,0.0,0.1,5.7
44,Donovan Peoples-JonesCLE,2.7,43.2,0.2,0.0,0.0,0.0,0.0,5.7
45,Jalen GuytonLAC,3.1,43.4,0.2,0.3,1.3,0.0,0.0,5.7
46,Robby AndersonCAR,3.8,42.7,0.2,0.1,0.4,0.0,0.0,5.6
47,Bryan EdwardsLV,2.9,43.3,0.2,0.0,0.1,0.0,0.0,5.3
48,Marquez CallawayNO,2.7,39.1,0.2,0.0,0.0,0.0,0.0,5.2
49,Allen LazardGB,2.8,35.5,0.3,0.1,0.2,0.0,0.0,5.1
50,A.J. GreenARI,2.8,39.5,0.2,0.0,0.0,0.0,0.0,5.1
51,Nick Westbrook-IkhineTEN,3.0,36.2,0.2,0.0,0.1,0.0,0.0,5.0
52,Kalif RaymondDET,3.0,39.0,0.1,0.1,0.2,0.0,0.0,4.8
53,Laquon TreadwellJAC,3.1,37.9,0.1,0.0,0.1,0.0,0.0,4.4
54,DeSean JacksonLV,2.0,35.8,0.1,0.1,0.6,0.0,0.0,4.4
55,Olamide ZaccheausATL,2.5,31.9,0.2,0.1,0.1,0.0,0.0,4.3
56,Darius SlaytonNYG,2.7,33.9,0.2,0.1,0.1,0.0,0.0,4.3
57,DeAndre CarterWAS,2.6,33.2,0.1,0.3,2.0,0.0,0.0,4.3
58,Joshua PalmerLAC,2.8,32.5,0.2,0.0,0.4,0.0,0.0,4.2
59,Rashod BatemanBAL,2.7,35.0,0.1,0.0,0.2,0.0,0.0,4.2
60,Keelan Cole Sr.NYJ,2.3,34.0,0.1,0.0,0.0,0.0,0.0,4.2
61,Rashard HigginsCLE,2.0,31.0,0.2,0.0,0.0,0.0,0.0,4.2
62,Sammy WatkinsBAL,2.6,34.1,0.1,0.0,0.2,0.0,0.0,4.1
63,Nico CollinsHOU,2.9,33.8,0.1,0.0,0.2,0.0,0.0,4.0
64,Zay JonesLV,2.4,30.3,0.1,0.1,0.3,0.0,0.0,3.8
65,Cody HollisterTEN,2.3,28.1,0.2,0.0,0.2,0.0,0.0,3.7
66,Mecole HardmanKC,2.1,26.4,0.1,0.3,1.9,0.0,0.0,3.6
67,Byron PringleKC,2.2,28.1,0.1,0.0,0.0,0.0,0.0,3.6
68,Denzel MimsNYJ,2.1,28.8,0.1,0.0,0.0,0.0,0.0,3.6
69,Gabriel DavisBUF,1.6,23.8,0.2,0.0,0.0,0.0,0.0,3.5
70,Adam HumphriesWAS,2.5,27.5,0.1,0.0,0.1,0.0,0.0,3.4
71,Tajae SharpeATL,2.2,26.6,0.1,0.0,0.0,0.0,0.0,3.3
72,Chris ConleyHOU,2.0,27.9,0.1,0.0,0.0,0.0,0.0,3.3
73,Breshad PerrimanTB,1.6,22.9,0.2,0.1,0.2,0.0,0.0,3.3
74,Chester RogersTEN,2.0,23.7,0.1,0.0,0.3,0.0,0.0,3.1
75,Kenny StillsNO,1.6,22.9,0.1,0.0,0.1,0.0,0.0,3.1
76,Juwan JohnsonNO,1.5,18.0,0.2,0.0,0.0,0.0,0.0,3.0
77,Dede WestbrookMIN,2.0,20.6,0.2,0.0,0.0,0.0,0.0,3.0
78,Dez FitzpatrickTEN,2.3,26.5,0.1,0.0,0.0,0.0,0.0,3.0
79,Ray-Ray McCloudPIT,1.8,18.8,0.1,0.5,2.5,0.0,0.0,2.8
80,Brandon ZylstraCAR,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.7
81,Cedrick Wilson Jr.DAL,1.5,18.6,0.1,0.1,0.2,0.0,0.0,2.6
82,Demarcus RobinsonKC,1.5,18.8,0.1,0.0,0.0,0.0,0.0,2.6
83,Devin DuvernayBAL,1.6,17.4,0.1,0.2,1.3,0.0,0.0,2.5
84,Freddie SwainSEA,1.4,17.0,0.1,0.1,0.8,0.0,0.0,2.4
85,Davion DavisHOU,1.6,18.4,0.1,0.0,0.0,0.0,0.0,2.3
86,Jauan JenningsSF,1.4,18.5,0.1,0.0,0.1,0.0,0.0,2.3
87,Josh GordonKC,1.1,16.2,0.1,0.0,0.1,0.0,0.0,2.2
88,Damiere ByrdCHI,1.4,18.2,0.1,0.0,0.0,0.0,0.0,2.2
89,Lil'Jordan HumphreyNO,1.3,15.0,0.1,0.0,0.0,0.0,0.0,2.1
90,Tyler JohnsonTB,1.5,16.5,0.1,0.0,0.1,0.0,0.0,2.1
91,Ben SkowronekLAR,1.2,13.6,0.1,0.0,0.1,0.0,0.0,2.1
92,Tavon AustinJAC,1.3,14.4,0.1,0.0,0.2,0.0,0.1,2.0
93,D'Wayne EskridgeSEA,1.1,13.8,0.1,0.2,1.8,0.0,0.0,2.0
94,Jakeem Grant Sr.CHI,1.2,14.2,0.1,0.1,1.2,0.0,0.0,1.9
95,Shi SmithCAR,1.3,13.0,0.1,0.0,0.0,0.0,0.0,1.9
96,Isaiah McKenzieBUF,0.7,6.7,0.1,0.8,4.5,0.0,0.0,1.7
97,Equanimeous St. BrownGB,0.9,12.2,0.1,0.0,0.4,0.0,0.0,1.7
98,Dyami BrownWAS,1.0,13.1,0.1,0.1,0.1,0.0,0.0,1.7
99,Trent SherfieldSF,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.6
100,Kendall HintonDEN,0.9,11.6,0.1,0.1,0.4,0.0,0.0,1.5
101,Kevin WhiteNO,0.7,11.1,0.1,0.0,0.1,0.0,0.0,1.5
102,Jason Moore Jr.LAC,0.9,10.1,0.1,0.0,0.0,0.0,0.0,1.4
103,KhaDarel HodgeDET,0.9,10.8,0.0,0.0,0.0,0.0,0.0,1.4
104,Jaydon MickensJAC,0.9,10.8,0.0,0.0,0.1,0.0,0.0,1.4
105,Antoine WesleyARI,0.7,8.5,0.1,0.0,0.0,0.0,0.0,1.3
106,Marquez StevensonBUF,0.6,8.3,0.1,0.0,0.3,0.0,0.0,1.3
107,Jeff SmithNYJ,0.7,8.9,0.0,0.0,0.0,0.0,0.0,1.1
108,Andre RobertsLAC,0.7,9.6,0.0,0.1,0.8,0.0,0.1,1.1
109,Mohamed Sanu Sr.SF,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1
110,Ihmir Smith-MarsetteMIN,0.7,8.0,0.0,0.0,0.1,0.0,0.0,1.0
111,Racey McMathTEN,0.5,7.6,0.0,0.0,0.2,0.0,0.0,1.0
112,Cam SimsWAS,0.6,7.5,0.0,0.0,0.3,0.0,0.0,1.0
113,Dan ChisenaMIN,0.6,7.8,0.0,0.0,0.1,0.0,0.0,1.0
114,D.J. MontgomeryNYJ,0.6,7.6,0.0,0.0,0.2,0.0,0.0,1.0
115,Malik TurnerDAL,0.6,7.4,0.0,0.0,0.0,0.0,0.0,1.0
116,Mike ThomasCIN,0.5,7.1,0.0,0.0,0.0,0.0,0.0,1.0
