,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
117,Chris MooreHOU,0.9,9.0,0.0,0.0,0.0,0.0,0.0,0.9
118,Vyncint SmithTB,0.5,6.9,0.0,0.0,0.1,0.0,0.0,0.9
119,Tom KennedyDET,0.6,7.2,0.0,0.0,0.0,0.0,0.0,0.9
120,Tyron JohnsonLV,0.5,6.8,0.0,0.0,0.2,0.0,0.0,0.9
121,Jaelon DardenTB,0.3,4.8,0.0,0.0,0.5,0.0,0.0,0.6
122,Penny HartSEA,0.4,4.8,0.0,0.1,0.0,0.0,0.0,0.6
123,Collin JohnsonNYG,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.6
124,Scotty MillerTB,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6
125,Malik TaylorGB,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.6
126,Frank DarbyATL,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5
127,Stanley Morgan Jr.CIN,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5
128,Pooka Williams Jr.CIN,0.2,2.0,0.0,0.7,3.0,0.0,0.0,0.5
129,Marcus KempKC,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
130,James Proche IIBAL,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.3
131,Tylan WallaceBAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
132,Amari RodgersGB,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3
133,Travis BenjaminSF,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
134,Dillon StonerLV,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
135,Alex EricksonCAR,0.2,2.2,0.0,0.1,0.2,0.0,0.0,0.3
136,Christian BlakeATL,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.2
137,Jake KumerowBUF,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
138,Trenton IrwinCIN,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
139,Matt ColeSEA,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.2
