,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Cooper KuppLAR,8.0,103.1,0.7,0.1,0.2,0.0,0.1,14.6
1,Deebo SamuelSF,5.3,79.3,0.6,2.5,18.4,0.2,0.1,14.0
2,Davante AdamsGB,7.5,93.8,0.7,0.0,0.0,0.0,0.1,13.4
3,Justin JeffersonMIN,6.3,91.1,0.6,0.5,2.1,0.0,0.1,12.9
4,Stefon DiggsBUF,6.3,83.1,0.6,0.0,0.2,0.0,0.1,11.9
5,Ja'Marr ChaseCIN,5.1,77.3,0.6,0.8,3.7,0.0,0.1,11.8
6,Mike EvansTB,5.2,75.4,0.7,0.1,0.2,0.0,0.0,11.6
7,Keenan AllenLAC,7.1,80.8,0.5,0.0,0.1,0.0,0.1,11.1
8,D.K. MetcalfSEA,5.1,73.3,0.6,0.0,0.4,0.0,0.0,11.1
9,Diontae JohnsonPIT,6.7,78.2,0.5,0.2,1.7,0.0,0.1,11.0
10,Terry McLaurinWAS,5.6,72.9,0.5,0.1,0.5,0.0,0.1,10.4
11,Tyler LockettSEA,5.5,70.4,0.6,0.0,0.0,0.0,0.1,10.3
12,Brandin CooksHOU,5.9,73.0,0.5,0.0,0.4,0.0,0.1,10.2
13,Darnell MooneyCHI,5.3,70.0,0.5,0.2,1.0,0.0,0.0,10.1
14,Cordarrelle PattersonATL,3.7,45.1,0.2,8.2,30.6,0.2,0.1,9.8
15,DJ MooreCAR,5.1,68.2,0.4,0.5,2.9,0.0,0.1,9.7
16,Michael Pittman Jr.IND,5.4,66.7,0.5,0.1,0.7,0.0,0.1,9.7
17,DeVonta SmithPHI,4.7,65.8,0.5,0.0,0.0,0.0,0.0,9.7
18,Marquise BrownBAL,5.1,66.4,0.4,0.0,0.2,0.0,0.0,9.2
19,Hunter RenfrowLV,5.6,62.1,0.5,0.2,1.1,0.0,0.1,9.0
20,Kenny GolladayNYG,4.6,64.8,0.4,0.0,0.0,0.0,0.0,9.0
21,Jaylen WaddleMIA,6.1,61.9,0.4,0.3,1.4,0.0,0.1,8.9
22,Mike WilliamsLAC,4.4,64.5,0.3,0.0,0.0,0.0,0.0,8.5
23,Jerry JeudyDEN,4.5,57.5,0.4,0.4,2.0,0.0,0.0,8.3
24,Chase ClaypoolPIT,4.4,62.7,0.2,1.2,6.0,0.0,0.0,8.3
25,Jarvis LandryCLE,4.4,54.6,0.4,0.5,3.2,0.0,0.0,8.3
26,Elijah MooreNYJ,4.4,57.6,0.3,0.5,3.6,0.0,0.0,8.2
27,Brandon AiyukSF,4.3,53.5,0.3,0.4,2.3,0.0,0.0,7.6
28,Marvin Jones Jr.JAC,4.3,55.8,0.3,0.0,0.0,0.0,0.1,7.5
29,Tre'Quan SmithNO,3.7,46.9,0.4,0.0,0.1,0.0,0.0,7.2
30,Courtland SuttonDEN,4.1,58.3,0.2,0.0,0.1,0.0,0.0,7.2
31,Cole BeasleyBUF,4.8,52.5,0.3,0.0,0.0,0.0,0.0,6.8
32,Jamison CrowderNYJ,4.6,52.7,0.3,0.0,0.2,0.0,0.1,6.8
33,Odell Beckham Jr.LAR,3.8,51.5,0.2,0.3,1.6,0.0,0.0,6.8
34,Jakobi MeyersNE,5.1,56.1,0.2,0.0,0.1,0.0,0.0,6.8
35,Van JeffersonLAR,4.0,52.1,0.3,0.0,0.0,0.0,0.0,6.7
36,Cedrick Wilson Jr.DAL,3.7,46.3,0.3,0.1,0.6,0.0,0.0,6.7
37,Nick Westbrook-IkhineTEN,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3
38,Laviska Shenault Jr.JAC,4.4,45.5,0.2,0.9,4.9,0.0,0.1,6.2
39,Darius SlaytonNYG,3.7,48.5,0.2,0.0,0.1,0.0,0.0,6.1
40,Tyler BoydCIN,4.0,45.5,0.2,0.1,0.8,0.0,0.0,6.0
41,Russell GageATL,4.4,48.2,0.2,0.0,0.2,0.0,0.0,6.0
42,Marquez Valdes-ScantlingGB,2.9,44.8,0.2,0.0,0.2,0.0,0.0,5.9
43,Rashod BatemanBAL,3.5,46.5,0.2,0.0,0.3,0.0,0.0,5.8
44,Marquise GoodwinCHI,3.0,46.2,0.2,0.1,0.3,0.0,0.0,5.8
45,Nelson AgholorNE,3.2,42.7,0.2,0.1,0.6,0.0,0.0,5.7
46,Tim PatrickDEN,3.2,42.4,0.2,0.0,0.0,0.0,0.0,5.7
47,Kendrick BourneNE,3.0,39.5,0.2,0.6,4.1,0.0,0.0,5.6
48,Bryan EdwardsLV,2.7,43.3,0.2,0.1,0.3,0.0,0.0,5.5
49,Amon-Ra St. BrownDET,3.8,44.6,0.2,0.1,0.4,0.0,0.0,5.5
50,T.Y. HiltonIND,3.2,40.9,0.2,0.0,0.0,0.0,0.0,5.4
51,Dez FitzpatrickTEN,3.3,43.4,0.2,0.0,0.2,0.0,0.1,5.4
52,Robby AndersonCAR,3.4,41.2,0.2,0.0,0.2,0.0,0.0,5.4
53,Marquez CallawayNO,3.3,41.4,0.2,0.0,0.0,0.0,0.0,5.4
54,Donovan Peoples-JonesCLE,2.4,40.3,0.2,0.0,0.0,0.0,0.0,5.3
55,Kalif RaymondDET,3.0,40.0,0.2,0.1,0.2,0.0,0.0,5.1
56,Olamide ZaccheausATL,2.7,36.1,0.2,0.0,0.0,0.0,0.0,5.1
57,Zach PascalIND,3.0,35.8,0.2,0.1,0.3,0.0,0.0,5.0
58,Deonte HartyNO,3.2,37.3,0.2,0.3,2.0,0.0,0.0,4.9
59,Keelan Cole Sr.NYJ,2.5,36.9,0.2,0.0,0.0,0.0,0.0,4.7
60,Chester RogersTEN,3.1,36.9,0.1,0.0,0.4,0.0,0.0,4.5
61,Quez WatkinsPHI,2.6,35.1,0.1,0.0,0.0,0.0,0.0,4.3
62,Nico CollinsHOU,2.6,32.7,0.1,0.0,0.1,0.0,0.0,4.1
63,Tajae SharpeATL,2.6,31.8,0.1,0.0,0.0,0.0,0.0,4.0
64,Randall CobbGB,2.5,28.7,0.2,0.0,0.1,0.0,0.0,3.9
