,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Cooper KuppLAR,7.9,106.6,0.8,0.1,0.5,0.0,0.1,15.4
1,Davante AdamsGB,7.9,104.0,0.8,0.0,0.1,0.0,0.1,15.2
2,Tyreek HillKC,6.8,88.9,0.7,0.7,4.4,0.0,0.1,13.5
3,Keenan AllenLAC,7.6,89.7,0.7,0.0,0.1,0.0,0.1,12.9
4,Deebo SamuelSF,4.2,63.0,0.3,4.9,31.3,0.3,0.1,12.7
5,Justin JeffersonMIN,6.3,87.9,0.6,0.3,1.2,0.0,0.1,12.6
6,Cordarrelle PattersonATL,3.5,41.6,0.3,10.3,43.5,0.5,0.2,12.6
7,Diontae JohnsonPIT,7.1,82.1,0.5,0.5,3.1,0.0,0.1,11.5
8,Stefon DiggsBUF,6.1,76.7,0.6,0.0,0.2,0.0,0.1,10.9
9,Ja'Marr ChaseCIN,4.7,70.1,0.6,0.6,2.4,0.0,0.1,10.7
10,Tyler LockettSEA,5.3,72.9,0.6,0.0,0.0,0.0,0.1,10.7
11,CeeDee LambDAL,5.3,68.4,0.5,0.5,3.2,0.0,0.0,10.4
12,A.J. BrownTEN,5.0,68.8,0.5,0.2,1.1,0.0,0.0,10.2
13,DJ MooreCAR,5.5,71.5,0.4,0.3,2.0,0.0,0.1,9.8
14,Christian KirkARI,5.1,64.7,0.5,0.1,0.7,0.0,0.1,9.5
15,Russell GageATL,5.6,65.2,0.5,0.1,0.2,0.0,0.1,9.3
16,Michael Pittman Jr.IND,5.1,63.2,0.5,0.3,2.0,0.0,0.0,9.2
17,Hunter RenfrowLV,6.8,74.6,0.3,0.2,1.1,0.0,0.1,9.1
18,Amon-Ra St. BrownDET,5.9,61.2,0.4,0.3,1.6,0.0,0.1,8.8
19,Terry McLaurinWAS,4.7,62.9,0.4,0.1,0.3,0.0,0.0,8.7
20,Darnell MooneyCHI,5.1,61.8,0.4,0.4,2.1,0.0,0.0,8.7
21,Brandon AiyukSF,4.3,56.7,0.5,0.5,2.5,0.0,0.0,8.7
22,Jarvis LandryCLE,5.0,59.1,0.4,0.4,3.0,0.0,0.1,8.6
23,D.K. MetcalfSEA,4.5,61.7,0.4,0.0,0.2,0.0,0.0,8.6
24,Odell Beckham Jr.LAR,3.7,53.3,0.5,0.3,1.4,0.0,0.0,8.3
25,Jaylen WaddleMIA,6.2,63.9,0.3,0.1,0.4,0.0,0.1,8.1
26,DeVante ParkerMIA,4.4,55.7,0.4,0.0,0.0,0.0,0.0,8.0
27,Marquise BrownBAL,5.5,64.2,0.3,0.2,0.8,0.0,0.1,7.9
28,Amari CooperDAL,4.4,58.0,0.3,0.1,0.1,0.0,0.0,7.8
29,Joshua PalmerLAC,3.8,48.7,0.5,0.0,0.3,0.0,0.0,7.6
30,Chase ClaypoolPIT,3.8,54.4,0.2,0.9,4.6,0.0,0.0,7.2
31,DeVonta SmithPHI,3.9,54.2,0.3,0.0,0.0,0.0,0.0,7.1
32,A.J. GreenARI,3.8,54.1,0.3,0.0,0.4,0.0,0.0,7.0
33,Jerry JeudyDEN,3.8,48.6,0.3,0.2,0.4,0.0,0.0,7.0
34,Kenny GolladayNYG,4.1,57.5,0.2,0.0,0.0,0.0,0.0,7.0
35,Marvin Jones Jr.JAC,4.1,52.5,0.3,0.0,0.0,0.0,0.0,6.9
36,Allen LazardGB,3.9,49.5,0.3,0.2,1.2,0.0,0.0,6.9
37,Jakobi MeyersNE,5.3,56.1,0.2,0.3,1.4,0.0,0.0,6.8
38,Tyler BoydCIN,4.3,51.8,0.3,0.2,1.1,0.0,0.1,6.7
39,Kendrick BourneNE,3.6,46.7,0.3,0.5,3.4,0.0,0.0,6.6
40,Van JeffersonLAR,3.4,47.7,0.3,0.1,0.8,0.0,0.0,6.5
41,Josh ReynoldsDET,3.8,50.6,0.2,0.0,0.1,0.0,0.0,6.3
42,Robby AndersonCAR,4.1,46.9,0.2,0.3,1.7,0.0,0.0,6.2
43,Donovan Peoples-JonesCLE,3.0,48.0,0.2,0.0,0.0,0.0,0.0,6.1
44,T.Y. HiltonIND,3.6,44.6,0.2,0.0,0.0,0.0,0.0,5.9
45,Laquon TreadwellJAC,3.7,47.4,0.2,0.0,0.0,0.0,0.0,5.6
46,Keelan Cole Sr.NYJ,3.1,43.4,0.2,0.0,0.0,0.0,0.0,5.6
47,Marquez CallawayNO,3.2,43.8,0.2,0.0,0.0,0.0,0.0,5.5
48,Nico CollinsHOU,3.7,44.7,0.2,0.0,0.1,0.0,0.0,5.3
49,Tim PatrickDEN,2.9,39.4,0.2,0.0,0.0,0.0,0.0,5.2
50,Olamide ZaccheausATL,2.6,37.0,0.2,0.1,0.2,0.0,0.0,5.1
51,Julio JonesTEN,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.1
52,Courtland SuttonDEN,3.0,42.0,0.1,0.0,0.1,0.0,0.0,5.0
53,Tre'Quan SmithNO,2.9,38.4,0.2,0.0,0.1,0.0,0.0,5.0
54,Calvin RidleyATL,2.7,36.3,0.2,0.1,0.7,0.0,0.0,4.9
55,Tyler JohnsonTB,3.5,38.9,0.2,0.0,0.0,0.0,0.0,4.8
56,Rashod BatemanBAL,3.1,40.2,0.1,0.0,0.1,0.0,0.0,4.8
57,Darius SlaytonNYG,3.0,39.6,0.1,0.1,0.0,0.0,0.0,4.8
58,K.J. OsbornMIN,3.0,35.0,0.2,0.1,0.2,0.0,0.0,4.5
59,Chris ConleyHOU,2.7,37.0,0.1,0.0,0.0,0.0,0.0,4.5
60,Kalif RaymondDET,2.8,35.9,0.2,0.1,0.2,0.0,0.0,4.5
61,Bryan EdwardsLV,2.4,36.4,0.1,0.0,0.0,0.0,0.0,4.4
62,Denzel MimsNYJ,2.6,35.7,0.1,0.0,0.0,0.0,0.0,4.4
63,Mecole HardmanKC,2.4,31.4,0.2,0.4,2.7,0.0,0.0,4.4
64,Quez WatkinsPHI,2.4,32.8,0.2,0.0,0.1,0.0,0.0,4.2
65,DeSean JacksonLV,1.9,34.5,0.1,0.1,0.5,0.0,0.0,4.2
66,Zay JonesLV,2.8,34.1,0.1,0.1,0.3,0.0,0.0,4.2
67,Byron PringleKC,2.5,32.1,0.2,0.0,0.0,0.0,0.0,4.1
68,Marquise GoodwinCHI,2.3,33.0,0.1,0.1,0.2,0.0,0.0,4.1
69,Jalen GuytonLAC,2.0,27.0,0.2,0.2,1.0,0.0,0.0,4.0
70,Breshad PerrimanTB,1.8,27.3,0.2,0.2,0.1,0.0,0.0,3.9
71,DeAndre CarterWAS,2.5,30.3,0.1,0.3,2.0,0.0,0.0,3.9
72,Adam HumphriesWAS,3.0,31.7,0.1,0.0,0.1,0.0,0.0,3.9
73,Damiere ByrdCHI,2.8,32.0,0.1,0.0,0.1,0.0,0.0,3.8
74,Marquez Valdes-ScantlingGB,1.5,26.1,0.2,0.1,0.3,0.0,0.0,3.8
75,Antoine WesleyARI,2.5,30.1,0.1,0.0,0.4,0.0,0.0,3.8
76,Tavon AustinJAC,2.4,27.3,0.2,0.0,0.1,0.0,0.0,3.8
77,Laviska Shenault Jr.JAC,2.2,19.5,0.1,1.4,7.8,0.1,0.0,3.7
78,Sammy WatkinsBAL,2.2,29.1,0.1,0.0,0.3,0.0,0.0,3.6
79,Scotty MillerTB,2.0,26.2,0.2,0.1,0.5,0.0,0.0,3.6
80,Jalen ReagorPHI,2.2,26.0,0.1,0.4,1.9,0.0,0.0,3.6
81,Zach PascalIND,3.0,34.0,0.0,0.0,0.0,0.0,0.0,3.4
82,Nick Westbrook-IkhineTEN,2.3,25.8,0.1,0.0,0.0,0.0,0.0,3.4
83,Allen Robinson IICHI,2.6,26.2,0.1,0.0,0.0,0.0,0.0,3.2
84,Isaiah McKenzieBUF,2.2,20.6,0.1,0.4,2.6,0.0,0.0,3.2
85,N'Keal HarryNE,2.1,24.9,0.1,0.0,0.0,0.0,0.0,3.2
86,Jauan JenningsSF,2.0,23.9,0.1,0.0,0.0,0.0,0.0,3.2
87,Ray-Ray McCloudPIT,2.5,23.9,0.1,0.2,1.1,0.0,0.0,3.0
