,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
31,Julio JonesTEN,4.6,61.5,0.3,0.0,0.0,0.0,0.0,7.8
32,Jarvis LandryCLE,4.0,46.0,0.5,0.0,0.0,0.0,0.0,7.6
33,Cole BeasleyBUF,4.7,53.7,0.4,0.0,0.0,0.0,0.0,7.5
34,Allen Robinson IICHI,4.7,56.3,0.3,0.0,0.0,0.0,0.0,7.4
35,Robby AndersonCAR,4.2,52.9,0.3,0.3,1.7,0.0,0.0,7.1
36,Hunter RenfrowLV,4.7,53.7,0.3,0.0,0.0,0.0,0.0,7.0
37,Mecole HardmanKC,3.6,47.0,0.3,0.6,3.9,0.0,0.0,6.9
38,Amon-Ra St. BrownDET,4.4,54.2,0.2,0.0,0.1,0.0,0.1,6.6
39,Darnell MooneyCHI,4.1,49.8,0.2,0.4,2.0,0.0,0.0,6.6
40,Nelson AgholorNE,3.9,49.5,0.2,0.2,1.1,0.0,0.0,6.4
41,Kalif RaymondDET,3.2,47.0,0.2,0.1,0.4,0.0,0.0,6.1
42,A.J. GreenARI,3.2,44.2,0.2,0.0,0.0,0.0,0.0,5.8
43,Christian KirkARI,3.3,42.6,0.2,0.2,1.4,0.0,0.0,5.7
44,Jalen ReagorPHI,3.6,42.4,0.2,0.1,1.0,0.0,0.0,5.5
45,Van JeffersonLAR,3.0,39.7,0.2,0.0,0.1,0.0,0.0,5.4
46,Randall CobbGB,3.1,39.9,0.2,0.1,0.4,0.0,0.0,5.4
47,Allen LazardGB,2.8,38.5,0.2,0.1,0.5,0.0,0.0,5.3
48,T.Y. HiltonIND,2.8,37.9,0.2,0.0,0.0,0.0,0.0,5.3
49,Zach PascalIND,2.7,36.3,0.3,0.0,0.1,0.0,0.0,5.1
50,Kendrick BourneNE,2.8,37.2,0.2,0.1,0.9,0.0,0.0,4.9
51,Danny AmendolaHOU,3.0,36.0,0.2,0.0,0.0,0.0,0.0,4.8
52,Quez WatkinsPHI,2.7,37.9,0.1,0.0,0.1,0.0,0.0,4.6
53,K.J. OsbornMIN,2.8,35.1,0.2,0.1,0.7,0.0,0.0,4.6
54,Bryan EdwardsLV,2.4,35.8,0.1,0.0,0.0,0.0,0.0,4.4
55,Albert WilsonMIA,2.8,31.5,0.2,0.0,0.5,0.0,0.0,4.1
56,Rashard HigginsCLE,2.2,31.1,0.2,0.0,0.0,0.0,0.0,4.0
57,Adam HumphriesWAS,2.9,32.0,0.1,0.0,0.1,0.0,0.0,4.0
58,Jalen GuytonLAC,1.8,27.5,0.1,0.5,2.5,0.0,0.0,3.9
59,KhaDarel HodgeDET,2.3,31.2,0.1,0.0,0.0,0.0,0.0,3.9
60,Dyami BrownWAS,2.1,27.8,0.2,0.1,0.6,0.0,0.0,3.8
61,Cedrick Wilson Jr.DAL,2.0,26.3,0.2,0.1,0.8,0.0,0.0,3.8
62,Chris ConleyHOU,2.1,29.6,0.1,0.0,0.2,0.0,0.0,3.8
63,Rashod BatemanBAL,2.3,28.8,0.1,0.0,0.4,0.0,0.0,3.7
64,Donovan Peoples-JonesCLE,2.2,30.0,0.1,0.0,0.1,0.0,0.1,3.6
65,DeSean JacksonLV,1.7,26.4,0.2,0.0,0.1,0.0,0.0,3.6
66,Nico CollinsHOU,1.9,25.6,0.1,0.0,0.2,0.0,0.0,3.4
67,Tavon AustinJAC,2.3,26.8,0.1,0.0,0.3,0.0,0.0,3.4
68,Devin DuvernayBAL,2.3,26.7,0.1,0.1,0.6,0.0,0.0,3.4
69,Kendall HintonDEN,1.7,20.6,0.2,0.2,1.2,0.0,0.0,3.3
70,Freddie SwainSEA,2.0,24.7,0.1,0.3,1.6,0.0,0.0,3.2
71,Chris MooreHOU,1.8,25.0,0.1,0.0,0.1,0.0,0.0,3.2
72,Darius SlaytonNYG,2.0,28.5,0.1,0.0,0.0,0.0,0.0,3.2
73,Demarcus RobinsonKC,1.7,20.9,0.2,0.0,0.0,0.0,0.0,3.1
74,Josh GordonKC,1.4,21.1,0.2,0.0,0.1,0.0,0.0,3.1
75,Tyler JohnsonTB,1.5,20.7,0.1,0.0,0.1,0.0,0.0,2.9
76,Marquise GoodwinCHI,1.4,20.4,0.1,0.3,1.3,0.0,0.0,2.8
77,Parris CampbellIND,1.6,20.9,0.1,0.1,0.8,0.0,0.0,2.7
78,Mack HollinsMIA,1.5,19.7,0.1,0.0,0.0,0.0,0.0,2.6
79,James Proche IIBAL,1.5,19.4,0.1,0.0,0.1,0.0,0.0,2.6
80,Chester RogersTEN,1.8,19.0,0.1,0.1,0.7,0.0,0.0,2.6
81,DeAndre CarterWAS,1.2,15.2,0.1,0.4,2.1,0.0,0.0,2.4
82,Joshua PalmerLAC,1.3,13.5,0.2,0.1,0.5,0.0,0.0,2.3
83,N'Keal HarryNE,1.5,17.3,0.1,0.0,0.1,0.0,0.0,2.3
84,Gabriel DavisBUF,1.0,15.7,0.1,0.0,0.0,0.0,0.0,2.3
85,C.J. BoardNYG,1.4,16.2,0.1,0.0,0.0,0.0,0.0,2.2
86,Josh ReynoldsDET,1.4,15.7,0.1,0.0,0.1,0.0,0.0,2.1
87,Marcus JohnsonTEN,1.3,16.5,0.1,0.0,0.0,0.0,0.0,2.1
88,Isaiah FordMIA,1.4,16.7,0.1,0.0,0.0,0.0,0.0,2.1
89,Collin JohnsonNYG,1.2,14.1,0.1,0.0,0.0,0.0,0.0,1.8
90,Dede WestbrookMIN,1.3,13.5,0.1,0.1,0.3,0.0,0.0,1.8
91,Byron PringleKC,1.1,13.3,0.1,0.0,0.0,0.0,0.0,1.8
92,Anthony SchwartzCLE,0.9,11.2,0.1,0.4,2.4,0.0,0.0,1.7
93,Ashton DulinIND,1.0,12.4,0.1,0.2,0.3,0.0,0.0,1.7
94,Noah BrownDAL,1.0,12.8,0.1,0.0,0.1,0.0,0.0,1.6
95,Tyrie ClevelandDEN,1.1,10.0,0.1,0.0,0.0,0.0,0.0,1.6
96,Ray-Ray McCloudPIT,1.1,11.9,0.1,0.2,0.7,0.0,0.0,1.6
97,Brandon ZylstraCAR,0.7,11.4,0.1,0.0,0.1,0.0,0.0,1.6
98,Damiere ByrdCHI,0.9,11.3,0.1,0.0,0.1,0.0,0.0,1.5
99,Tom KennedyDET,0.8,10.3,0.1,0.0,0.1,0.0,0.0,1.4
100,Greg WardPHI,0.8,9.2,0.1,0.0,0.0,0.0,0.0,1.4
101,Anthony MillerPIT,0.9,9.4,0.1,0.0,0.0,0.0,0.0,1.4
102,Tyron JohnsonLV,0.7,10.3,0.1,0.0,0.0,0.0,0.0,1.3
103,Zay JonesLV,0.8,8.6,0.1,0.0,0.0,0.0,0.0,1.3
104,Auden TateCIN,0.8,9.8,0.0,0.0,0.0,0.0,0.0,1.3
105,Trinity BensonDET,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2
106,Amari RodgersGB,0.7,9.6,0.0,0.1,0.3,0.0,0.0,1.2
107,Isaiah McKenzieBUF,0.6,5.7,0.1,0.2,1.7,0.0,0.0,1.2
108,Trenton IrwinCIN,0.6,6.8,0.1,0.0,0.1,0.0,0.0,1.1
109,Penny HartSEA,0.7,9.0,0.0,0.0,0.1,0.0,0.0,1.1
110,Jakeem Grant Sr.CHI,0.7,8.0,0.0,0.0,0.1,0.0,0.0,1.0
111,Dax MilneWAS,0.6,7.7,0.0,0.0,0.1,0.0,0.0,1.0
112,Nick Westbrook-IkhineTEN,0.6,7.8,0.0,0.0,0.0,0.0,0.0,1.0
113,Miles BoykinBAL,0.6,6.9,0.0,0.0,0.0,0.0,0.0,0.9
114,Laquon TreadwellJAC,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.8
115,Shi SmithCAR,0.4,4.4,0.0,0.0,0.3,0.0,0.0,0.6
116,Andre RobertsLAC,0.2,3.7,0.0,0.0,0.6,0.0,0.0,0.6
117,Equanimeous St. BrownGB,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.6
118,Antonio Gandy-GoldenWAS,0.3,3.7,0.0,0.0,0.4,0.0,0.0,0.6
119,Malik TurnerDAL,0.3,4.3,0.0,0.0,0.1,0.0,0.0,0.5
120,J.J. Arcega-WhitesidePHI,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.5
121,Alex EricksonCAR,0.3,3.2,0.0,0.1,0.5,0.0,0.0,0.5
122,Ben SkowronekLAR,0.2,3.3,0.0,0.0,0.2,0.0,0.0,0.4
123,Tylan WallaceBAL,0.2,3.3,0.0,0.0,0.2,0.0,0.0,0.4
124,Marcus KempKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
125,Matthew SlaterNE,0.1,3.0,0.0,0.0,0.2,0.0,0.0,0.4
126,Antoine WesleyARI,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
127,Jake KumerowBUF,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
128,Gunner OlszewskiNE,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.3
129,Juwann WinfreeGB,0.2,2.0,0.0,0.0,0.1,0.0,0.0,0.3
130,Jaydon MickensJAC,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.2
131,Stanley Morgan Jr.CIN,0.2,1.9,0.0,0.0,0.1,0.0,0.0,0.2
