rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Matthew Wright,3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.2,JAC,K,6,2021
2,Matt Prater,3,3,100.0,51,0,0,2,0,1,4,4,1,15.0,15.0,52.8,ARI,K,6,2021
3,Tyler Bass,3,3,100.0,52,0,2,0,0,1,2,2,1,13.0,13.0,84.8,BUF,K,6,2021
4,Chris Boswell,3,3,100.0,52,0,1,1,0,1,2,2,1,13.0,13.0,51.0,PIT,K,6,2021
5,Greg Zuerlein,3,4,75.0,49,0,0,1,2,0,2,2,1,13.0,13.0,74.2,DAL,K,6,2021
6,Daniel Carlson,2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,12.0,74.3,LV,K,6,2021
7,Justin Tucker,2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,12.0,98.0,BAL,K,6,2021
8,Evan McPherson,2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,11.0,34.2,CIN,K,6,2021
9,Randy Bullock,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,10.8,TEN,K,6,2021
10,Dustin Hopkins,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,14.5,LAC,K,6,2021
11,Jason Myers,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,22.1,SEA,K,6,2021
12,Greg Joseph,3,5,60.0,38,0,2,1,0,0,1,1,1,10.0,10.0,69.1,MIN,K,6,2021
13,Harrison Butker,1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,9.0,76.6,KC,K,6,2021
14,Zane Gonzalez,2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,2.6,CAR,K,6,2021
15,Matt Gay,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,89.8,LAR,K,6,2021
16,Michael Badgley,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,19.9,IND,K,6,2021
17,Jason Sanders,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,22.6,MIA,K,6,2021
18,Brandon McManus,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,44.3,DEN,K,6,2021
19,Mason Crosby,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,40.7,GB,K,6,2021
20,Ryan Succop,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,57.4,TB,K,6,2021
21,Graham Gano,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,3.0,31.4,NYG,K,6,2021
22,Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,81.8,NE,K,6,2021
23,Austin Seibert,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,0.1,DET,K,6,2021
24,Ka'imi Fairbairn,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,0.8,HOU,K,6,2021
25,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,7.1,CLE,K,6,2021
26,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.1,CHI,K,6,2021
27,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.5,PHI,K,6,2021
28,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,6,2021
29,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,6,2021
30,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.8,FA,K,6,2021
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7,LAC,K,6,2021
32,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,6,2021
33,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,6,2021
34,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,6,2021
35,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,6,2021
36,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,6,2021
37,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,6,2021
38,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,6,2021
39,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,6,2021
40,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,6,2021
41,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,6,2021
42,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,6,2021
43,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3,MIA,K,6,2021
44,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,6,2021
45,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,6,2021
46,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,K,6,2021
47,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,6,2021
48,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,6,2021
49,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,6,2021
50,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,6,2021
51,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,6,2021
52,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,6,2021
53,Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,K,6,2021
54,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,6,2021
55,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,6,2021
