rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Nick Folk,4,4,100.0,52,0,1,1,0,2,1,2,1,17.0,17.0,81.8,NE,K,5,2021
2,Greg Joseph,4,5,80.0,55,0,0,2,0,2,1,1,1,17.0,17.0,69.1,MIN,K,5,2021
3,Mason Crosby,4,7,57.1,49,0,1,0,3,0,1,2,1,16.0,16.0,40.7,GB,K,5,2021
4,Greg Zuerlein,3,3,100.0,38,0,0,3,0,0,5,5,1,14.0,14.0,74.2,DAL,K,5,2021
5,Zane Gonzalez,3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,2.6,CAR,K,5,2021
6,Austin Seibert,3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,0.1,DET,K,5,2021
7,Graham Gano,2,3,66.7,51,0,0,0,0,2,2,2,1,12.0,12.0,31.4,NYG,K,5,2021
8,Chris Boswell,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,51.0,PIT,K,5,2021
9,Dustin Hopkins,3,3,100.0,45,0,2,0,1,0,1,1,1,11.0,11.0,14.5,LAC,K,5,2021
10,Younghoe Koo,2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,11.0,40.9,ATL,K,5,2021
11,Ryan Succop,1,1,100.0,42,0,0,0,1,0,6,6,1,10.0,10.0,57.4,TB,K,5,2021
12,Harrison Butker,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,76.6,KC,K,5,2021
13,Cairo Santos,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,2.1,CHI,K,5,2021
14,Chase McLaughlin,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,7.1,CLE,K,5,2021
15,Matt Gay,2,2,100.0,47,0,0,1,1,0,2,3,1,9.0,9.0,89.8,LAR,K,5,2021
16,Jake Elliott,2,2,100.0,58,0,0,1,0,1,1,1,1,9.0,9.0,22.5,PHI,K,5,2021
17,Tyler Bass,1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,8.0,84.8,BUF,K,5,2021
18,Rodrigo Blankenship,2,4,50.0,43,0,0,1,1,0,1,2,1,8.0,8.0,4.1,IND,K,5,2021
