rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Nick Folk,5.0,6.0,83.3,52.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,21.0,21.0,81.8,NE,K,12,2021
2.0,Daniel Carlson,5.0,5.0,100.0,56.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,21.0,21.0,74.3,LV,K,12,2021
3.0,Mason Crosby,3.0,4.0,75.0,45.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,13.0,13.0,40.7,GB,K,12,2021
4.0,Evan McPherson,2.0,2.0,100.0,51.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,13.0,13.0,34.2,CIN,K,12,2021
5.0,Justin Tucker,3.0,3.0,100.0,52.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,98.0,BAL,K,12,2021
6.0,Cairo Santos,3.0,4.0,75.0,43.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,2.1,CHI,K,12,2021
7.0,Robbie Gould,2.0,3.0,66.7,46.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,11.0,11.0,22.5,SF,K,12,2021
8.0,Jason Sanders,2.0,2.0,100.0,46.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,10.0,10.0,22.6,MIA,K,12,2021
9.0,Matt Gay,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,89.8,LAR,K,12,2021
10.0,Michael Badgley,1.0,1.0,100.0,45.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,19.9,IND,K,12,2021
11.0,Ryan Succop,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,8.0,8.0,57.4,TB,K,12,2021
12.0,Greg Zuerlein,2.0,3.0,66.7,45.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,74.2,DAL,K,12,2021
13.0,Matt Ammendola,2.0,3.0,66.7,37.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,0.1,NYJ,K,12,2021
14.0,Tyler Bass,1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,84.8,BUF,K,12,2021
15.0,Graham Gano,2.0,3.0,66.7,39.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,31.4,NYG,K,12,2021
16.0,Matthew Wright,2.0,2.0,100.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.2,JAC,K,12,2021
17.0,Zane Gonzalez,1.0,1.0,100.0,41.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,2.6,CAR,K,12,2021
18.0,Chase McLaughlin,1.0,2.0,50.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,7.1,CLE,K,12,2021
